train_loss,epoch,step,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
1.534363031387329,0,9,,,,,,
0.5967363119125366,0,19,,,,,,
0.4488227665424347,0,29,,,,,,
0.3165539801120758,0,39,,,,,,
0.5229082107543945,0,49,,,,,,
0.21570244431495667,0,59,,,,,,
0.5314434170722961,0,69,,,,,,
0.3014386296272278,0,79,,,,,,
0.2696644961833954,0,89,,,,,,
0.1997818946838379,0,99,,,,,,
0.23004768788814545,0,109,,,,,,
0.23489424586296082,0,119,,,,,,
,0,123,0.3190825581550598,0.25,0.807803213596344,0.06919949501752853,0.31571513414382935,
0.26636236906051636,1,129,,,,,,
0.21640963852405548,1,139,,,,,,
0.1960267573595047,1,149,,,,,,
0.25728365778923035,1,159,,,,,,
0.2011924386024475,1,169,,,,,,
0.11592037230730057,1,179,,,,,,
0.3160717189311981,1,189,,,,,,
0.18673262000083923,1,199,,,,,,
0.1098296269774437,1,209,,,,,,
0.10004116594791412,1,219,,,,,,
0.3082432150840759,1,229,,,,,,
0.18391849100589752,1,239,,,,,,
,1,247,0.41000351309776306,0.33474576473236084,0.8365749716758728,0.04827970266342163,0.38213950395584106,
0.14834143221378326,2,249,,,,,,
0.11902040988206863,2,259,,,,,,
0.16249814629554749,2,269,,,,,,
0.14837977290153503,2,279,,,,,,
0.13072198629379272,2,289,,,,,,
0.0810355469584465,2,299,,,,,,
0.06762690097093582,2,309,,,,,,
0.1084418073296547,2,319,,,,,,
0.10912398993968964,2,329,,,,,,
0.0913931205868721,2,339,,,,,,
0.056697238236665726,2,349,,,,,,
0.09872259199619293,2,359,,,,,,
0.057838983833789825,2,369,,,,,,
,2,371,0.47523418068885803,0.4067796468734741,0.854770839214325,0.04787556082010269,0.44661271572113037,
0.07735037803649902,3,379,,,,,,
0.11722775548696518,3,389,,,,,,
0.094236820936203,3,399,,,,,,
0.06475374102592468,3,409,,,,,,
0.11567388474941254,3,419,,,,,,
0.0653461143374443,3,429,,,,,,
0.10801682621240616,3,439,,,,,,
0.04590088129043579,3,449,,,,,,
0.06701861321926117,3,459,,,,,,
0.04296405613422394,3,469,,,,,,
0.05223988741636276,3,479,,,,,,
0.03423522412776947,3,489,,,,,,
,3,495,0.4864189326763153,0.4194915294647217,0.8558272123336792,0.05203933268785477,0.45444515347480774,
0.016396602615714073,4,499,,,,,,
0.05646252632141113,4,509,,,,,,
0.050185564905405045,4,519,,,,,,
0.08773239701986313,4,529,,,,,,
0.027506303042173386,4,539,,,,,,
0.03182574734091759,4,549,,,,,,
0.03272314369678497,4,559,,,,,,
0.035238783806562424,4,569,,,,,,
0.034227482974529266,4,579,,,,,,
0.012574738822877407,4,589,,,,,,
0.014971954748034477,4,599,,,,,,
0.016030151396989822,4,609,,,,,,
0.0035196023527532816,4,619,,,,,,
,4,619,0.5249849557876587,0.4576271176338196,0.8656081557273865,0.056458912789821625,0.4912722110748291,
,5,620,,,,,,0.056458912789821625
