train_loss,epoch,step,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0.5620416402816772,0,9,,,,,,
0.5495514869689941,0,19,,,,,,
0.4221947193145752,0,29,,,,,,
0.19698089361190796,0,39,,,,,,
0.42246904969215393,0,49,,,,,,
0.5295252203941345,0,59,,,,,,
0.36195823550224304,0,69,,,,,,
0.5899525284767151,0,79,,,,,,
0.6100913286209106,0,89,,,,,,
0.40885937213897705,0,99,,,,,,
,0,99,0.41056910157203674,0.5662033557891846,0.34485045075416565,0.5507717132568359,0.854722261428833,
0.1867223083972931,1,109,,,,,,
0.1052369773387909,1,119,,,,,,
0.8559944033622742,1,129,,,,,,
0.4766635596752167,1,139,,,,,,
0.3965628147125244,1,149,,,,,,
0.719931960105896,1,159,,,,,,
0.291343629360199,1,169,,,,,,
0.7126129865646362,1,179,,,,,,
0.7544605135917664,1,189,,,,,,
0.27669188380241394,1,199,,,,,,
,1,199,0.4593496024608612,0.596073567867279,0.3270830810070038,0.5840638279914856,0.8648884296417236,
0.09515884518623352,2,209,,,,,,
0.051418282091617584,2,219,,,,,,
0.5158116221427917,2,229,,,,,,
0.3129335939884186,2,239,,,,,,
0.20187558233737946,2,249,,,,,,
0.47366541624069214,2,259,,,,,,
0.1755877435207367,2,269,,,,,,
0.32542484998703003,2,279,,,,,,
0.5662086009979248,2,289,,,,,,
0.1531003713607788,2,299,,,,,,
,2,299,0.4593496024608612,0.6078245043754578,0.32724466919898987,0.597517192363739,0.8676518797874451,
0.06031068041920662,3,309,,,,,,
0.025683093816041946,3,319,,,,,,
0.360719233751297,3,329,,,,,,
0.2318902611732483,3,339,,,,,,
0.11447139829397202,3,349,,,,,,
0.2932344973087311,3,359,,,,,,
0.0762246772646904,3,369,,,,,,
0.1709873229265213,3,379,,,,,,
0.4248594045639038,3,389,,,,,,
0.09333169460296631,3,399,,,,,,
,3,399,0.47560974955558777,0.6064708232879639,0.333558589220047,0.6025443077087402,0.8724993467330933,
0.03929241746664047,4,409,,,,,,
0.01495918445289135,4,419,,,,,,
0.23672610521316528,4,429,,,,,,
0.15919986367225647,4,439,,,,,,
0.052586086094379425,4,449,,,,,,
0.15677936375141144,4,459,,,,,,
0.031846947968006134,4,469,,,,,,
0.07091020047664642,4,479,,,,,,
0.2837573289871216,4,489,,,,,,
0.06197862699627876,4,499,,,,,,
,4,499,0.4878048896789551,0.6054522395133972,0.3519245684146881,0.5997301340103149,0.870227038860321,
,5,500,,,,,,0.3519245684146881
