epoch,step,train_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_loss
0,9,0.617949903011322,,,,,,,,,,
0,19,0.7032604217529297,,,,,,,,,,
0,29,0.439915269613266,,,,,,,,,,
0,39,0.2884674370288849,,,,,,,,,,
0,49,0.4849780797958374,,,,,,,,,,
0,59,0.45518556237220764,,,,,,,,,,
0,69,0.28520768880844116,,,,,,,,,,
0,79,0.3222402036190033,,,,,,,,,,
0,89,0.2807930111885071,,,,,,,,,,
0,99,0.24407607316970825,,,,,,,,,,
0,109,0.1840706616640091,,,,,,,,,,
0,119,0.23620444536209106,,,,,,,,,,
0,129,0.23126068711280823,,,,,,,,,,
0,139,0.2129901498556137,,,,,,,,,,
0,149,0.39869028329849243,,,,,,,,,,
0,159,0.20941582322120667,,,,,,,,,,
0,169,0.29113122820854187,,,,,,,,,,
0,179,0.3256755471229553,,,,,,,,,,
0,187,,0.4962673783302307,0.8567231893539429,0.46577009558677673,0.16907969117164612,0.4062992036342621,,,,,
1,189,0.2559841275215149,,,,,,,,,,
1,199,0.11345688998699188,,,,,,,,,,
1,209,0.3150874972343445,,,,,,,,,,
1,219,0.18516066670417786,,,,,,,,,,
1,229,0.1834576427936554,,,,,,,,,,
1,239,0.290424644947052,,,,,,,,,,
1,249,0.20322665572166443,,,,,,,,,,
1,259,0.20724967122077942,,,,,,,,,,
1,269,0.27802523970603943,,,,,,,,,,
1,279,0.4477182924747467,,,,,,,,,,
1,289,0.1811935007572174,,,,,,,,,,
1,299,0.19288791716098785,,,,,,,,,,
1,309,0.2205813229084015,,,,,,,,,,
1,319,0.17054975032806396,,,,,,,,,,
1,329,0.3838031589984894,,,,,,,,,,
1,339,0.21012641489505768,,,,,,,,,,
1,349,0.1526188999414444,,,,,,,,,,
1,359,0.15580031275749207,,,,,,,,,,
1,369,0.09377556294202805,,,,,,,,,,
1,375,,0.5114197731018066,0.8606470823287964,0.4810730814933777,0.1541629582643509,0.4236220419406891,,,,,
2,379,0.31782421469688416,,,,,,,,,,
2,389,0.09501899033784866,,,,,,,,,,
2,399,0.16106165945529938,,,,,,,,,,
2,409,0.26364636421203613,,,,,,,,,,
2,419,0.16159920394420624,,,,,,,,,,
2,429,0.23406755924224854,,,,,,,,,,
2,439,0.16034546494483948,,,,,,,,,,
2,449,0.1806326061487198,,,,,,,,,,
2,459,0.21853823959827423,,,,,,,,,,
2,469,0.18587304651737213,,,,,,,,,,
2,479,0.14602728188037872,,,,,,,,,,
2,489,0.14331944286823273,,,,,,,,,,
2,499,0.17016412317752838,,,,,,,,,,
2,509,0.12959878146648407,,,,,,,,,,
2,519,0.12236953526735306,,,,,,,,,,
2,529,0.21759766340255737,,,,,,,,,,
2,539,0.18710701167583466,,,,,,,,,,
2,549,0.18296316266059875,,,,,,,,,,
2,559,0.12201422452926636,,,,,,,,,,
2,563,,0.5411351919174194,0.8709055781364441,0.5162709951400757,0.13936184346675873,0.4598425328731537,,,,,
3,569,0.085395947098732,,,,,,,,,,
3,579,0.2375052273273468,,,,,,,,,,
3,589,0.14784573018550873,,,,,,,,,,
3,599,0.09197355806827545,,,,,,,,,,
3,609,0.2320086658000946,,,,,,,,,,
3,619,0.2210002988576889,,,,,,,,,,
3,629,0.20179083943367004,,,,,,,,,,
3,639,0.12941280007362366,,,,,,,,,,
3,649,0.23884131014347076,,,,,,,,,,
3,659,0.1747451275587082,,,,,,,,,,
3,669,0.12434351444244385,,,,,,,,,,
3,679,0.09833060950040817,,,,,,,,,,
3,689,0.10711430758237839,,,,,,,,,,
3,699,0.1253325492143631,,,,,,,,,,
3,709,0.13494440913200378,,,,,,,,,,
3,719,0.34746164083480835,,,,,,,,,,
3,729,0.11102921515703201,,,,,,,,,,
3,739,0.2002580463886261,,,,,,,,,,
3,749,0.07186345756053925,,,,,,,,,,
3,751,,0.5453187823295593,0.8748496770858765,0.5253269672393799,0.13157181441783905,0.4692913293838501,,,,,
4,759,0.11740019917488098,,,,,,,,,,
4,769,0.11551880091428757,,,,,,,,,,
4,779,0.1771077662706375,,,,,,,,,,
4,789,0.08686944097280502,,,,,,,,,,
4,799,0.11676490306854248,,,,,,,,,,
4,809,0.13367322087287903,,,,,,,,,,
4,819,0.11394284665584564,,,,,,,,,,
4,829,0.1799347996711731,,,,,,,,,,
4,839,0.12188385426998138,,,,,,,,,,
4,849,0.13517256081104279,,,,,,,,,,
4,859,0.08199189603328705,,,,,,,,,,
4,869,0.15927717089653015,,,,,,,,,,
4,879,0.2331867814064026,,,,,,,,,,
4,889,0.24503006041049957,,,,,,,,,,
4,899,0.13698656857013702,,,,,,,,,,
4,909,0.434241384267807,,,,,,,,,,
4,919,0.25114116072654724,,,,,,,,,,
4,929,0.14907388389110565,,,,,,,,,,
4,939,0.11958164721727371,,,,,,,,,,
4,939,,0.5483805537223816,0.8757168054580688,0.5258800983428955,0.13054266571998596,0.4677165448665619,,,,,
5,940,,,,,,,0.5258800983428955,0.8757168054580688,0.4677165448665619,0.5483805537223816,0.13054266571998596
