step,train_loss,epoch,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
9,0.8532267212867737,0,,,,,,,,,,
19,0.5872169137001038,0,,,,,,,,,,
29,0.41118761897087097,0,,,,,,,,,,
39,0.5347101092338562,0,,,,,,,,,,
49,0.6974591016769409,0,,,,,,,,,,
59,0.5151035785675049,0,,,,,,,,,,
69,0.4217710793018341,0,,,,,,,,,,
79,0.36235132813453674,0,,,,,,,,,,
89,0.32466408610343933,0,,,,,,,,,,
99,0.3328017592430115,0,,,,,,,,,,
109,0.4009552299976349,0,,,,,,,,,,
119,0.3569832444190979,0,,,,,,,,,,
129,0.43494874238967896,0,,,,,,,,,,
139,0.3650771379470825,0,,,,,,,,,,
149,0.29608383774757385,0,,,,,,,,,,
159,0.32041674852371216,0,,,,,,,,,,
169,0.3323748707771301,0,,,,,,,,,,
175,,0,0.35827040672302246,0.27453988790512085,0.22481654584407806,0.32763102650642395,0.7961214780807495,,,,,
179,0.3333819806575775,1,,,,,,,,,,
189,0.16625739634037018,1,,,,,,,,,,
199,0.3548186421394348,1,,,,,,,,,,
209,0.2324129045009613,1,,,,,,,,,,
219,0.38579079508781433,1,,,,,,,,,,
229,0.31543412804603577,1,,,,,,,,,,
239,0.3257119953632355,1,,,,,,,,,,
249,0.2321045845746994,1,,,,,,,,,,
259,0.2968524694442749,1,,,,,,,,,,
269,0.27095818519592285,1,,,,,,,,,,
279,0.28087887167930603,1,,,,,,,,,,
289,0.28464818000793457,1,,,,,,,,,,
299,0.22820043563842773,1,,,,,,,,,,
309,0.24547544121742249,1,,,,,,,,,,
319,0.297982782125473,1,,,,,,,,,,
329,0.1533374786376953,1,,,,,,,,,,
339,0.20922650396823883,1,,,,,,,,,,
349,0.23818686604499817,1,,,,,,,,,,
351,,1,0.4306640625,0.3527607321739197,0.19592806696891785,0.40673092007637024,0.8224631547927856,,,,,
359,0.1128120943903923,2,,,,,,,,,,
369,0.28430289030075073,2,,,,,,,,,,
379,0.15892860293388367,2,,,,,,,,,,
389,0.33024558424949646,2,,,,,,,,,,
399,0.17220500111579895,2,,,,,,,,,,
409,0.2551221549510956,2,,,,,,,,,,
419,0.22820614278316498,2,,,,,,,,,,
429,0.18323630094528198,2,,,,,,,,,,
439,0.18330124020576477,2,,,,,,,,,,
449,0.20155522227287292,2,,,,,,,,,,
459,0.201712504029274,2,,,,,,,,,,
469,0.3498491942882538,2,,,,,,,,,,
479,0.1418338119983673,2,,,,,,,,,,
489,0.15933014452457428,2,,,,,,,,,,
499,0.1917385458946228,2,,,,,,,,,,
509,0.10077209025621414,2,,,,,,,,,,
519,0.15741509199142456,2,,,,,,,,,,
527,,2,0.45398545265197754,0.3757668733596802,0.19092358648777008,0.4341557025909424,0.836702287197113,,,,,
529,0.19221320748329163,3,,,,,,,,,,
539,0.2085396647453308,3,,,,,,,,,,
549,0.17043526470661163,3,,,,,,,,,,
559,0.17308859527111053,3,,,,,,,,,,
569,0.31477946043014526,3,,,,,,,,,,
579,0.15828433632850647,3,,,,,,,,,,
589,0.16740292310714722,3,,,,,,,,,,
599,0.25342828035354614,3,,,,,,,,,,
609,0.21485263109207153,3,,,,,,,,,,
619,0.17844103276729584,3,,,,,,,,,,
629,0.22102956473827362,3,,,,,,,,,,
639,0.16229480504989624,3,,,,,,,,,,
649,0.18748052418231964,3,,,,,,,,,,
659,0.15481582283973694,3,,,,,,,,,,
669,0.19188879430294037,3,,,,,,,,,,
679,0.23742255568504333,3,,,,,,,,,,
689,0.17442016303539276,3,,,,,,,,,,
699,0.20882290601730347,3,,,,,,,,,,
703,,3,0.47662800550460815,0.40644171833992004,0.1736830472946167,0.46200600266456604,0.84758460521698,,,,,
709,0.15413877367973328,4,,,,,,,,,,
719,0.19555321335792542,4,,,,,,,,,,
729,0.29048699140548706,4,,,,,,,,,,
739,0.2644982635974884,4,,,,,,,,,,
749,0.25464051961898804,4,,,,,,,,,,
759,0.1515437364578247,4,,,,,,,,,,
769,0.19477595388889313,4,,,,,,,,,,
779,0.20748360455036163,4,,,,,,,,,,
789,0.1633569300174713,4,,,,,,,,,,
799,0.15940570831298828,4,,,,,,,,,,
809,0.20421963930130005,4,,,,,,,,,,
819,0.17117621004581451,4,,,,,,,,,,
829,0.24172553420066833,4,,,,,,,,,,
839,0.23035675287246704,4,,,,,,,,,,
849,0.1500372588634491,4,,,,,,,,,,
859,0.19776871800422668,4,,,,,,,,,,
869,0.12441771477460861,4,,,,,,,,,,
879,0.17888066172599792,4,,,,,,,,,,
879,,4,0.4967725872993469,0.42944785952568054,0.16825203597545624,0.4864406883716583,0.8558194041252136,,,,,
880,,5,,,,,,0.16825203597545624,0.4864406883716583,0.4967725872993469,0.8558194041252136,0.42944785952568054
