epoch,step,train_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_loss
0,9,0.36216360330581665,,,,,,
0,19,0.46580860018730164,,,,,,
0,29,0.2430807203054428,,,,,,
0,39,0.14021211862564087,,,,,,
0,49,0.34714674949645996,,,,,,
0,59,0.25169897079467773,,,,,,
0,69,0.29215651750564575,,,,,,
0,79,0.21898192167282104,,,,,,
0,89,0.34639862179756165,,,,,,
0,99,0.20926827192306519,,,,,,
0,109,0.2912231385707855,,,,,,
0,119,0.24683751165866852,,,,,,
0,129,nan,,,,,,
0,139,0.35674652457237244,,,,,,
0,149,0.22507064044475555,,,,,,
0,159,0.17275254428386688,,,,,,
0,169,0.2577851414680481,,,,,,
0,179,0.14217853546142578,,,,,,
0,189,0.1408347338438034,,,,,,
0,199,0.14083096385002136,,,,,,
0,209,0.17436085641384125,,,,,,
0,219,0.23025716841220856,,,,,,
0,229,0.20648305118083954,,,,,,
0,239,0.14184744656085968,,,,,,
0,249,0.1319858580827713,,,,,,
0,259,0.2056259959936142,,,,,,
0,269,0.276418000459671,,,,,,
0,279,0.1734967827796936,,,,,,
0,289,0.22837355732917786,,,,,,
0,299,0.14550165832042694,,,,,,
0,309,0.16166497766971588,,,,,,
0,319,0.230227530002594,,,,,,
0,329,0.14773201942443848,,,,,,
0,339,0.08450531959533691,,,,,,
0,349,0.11797261238098145,,,,,,
0,359,0.20355288684368134,,,,,,
0,369,0.26233232021331787,,,,,,
0,379,0.2086893618106842,,,,,,
0,389,0.15733464062213898,,,,,,
0,399,0.1764776110649109,,,,,,
0,409,0.13625314831733704,,,,,,
0,419,0.14613650739192963,,,,,,
0,429,0.15633434057235718,,,,,,
0,439,0.15205428004264832,,,,,,
0,449,0.22523202002048492,,,,,,
0,459,0.11216974258422852,,,,,,
0,469,0.1504191756248474,,,,,,
0,479,0.13893213868141174,,,,,,
0,489,0.14662547409534454,,,,,,
0,499,0.13920070230960846,,,,,,
0,509,0.12399476766586304,,,,,,
0,519,0.18334369361400604,,,,,,
0,529,0.10783537477254868,,,,,,
0,539,0.22470945119857788,,,,,,
0,549,0.17118097841739655,,,,,,
0,559,0.09683394432067871,,,,,,
0,569,0.19115948677062988,,,,,,
0,579,0.08261414617300034,,,,,,
0,589,0.14881984889507294,,,,,,
0,599,0.1933710128068924,,,,,,
0,609,0.23336605727672577,,,,,,
0,619,0.21379587054252625,,,,,,
0,629,0.10178821533918381,,,,,,
0,639,0.18674065172672272,,,,,,
0,649,0.14716757833957672,,,,,,
0,659,0.09145869314670563,,,,,,
0,669,0.12445526570081711,,,,,,
0,679,0.11567123979330063,,,,,,
0,689,0.19764164090156555,,,,,,
0,699,0.2577842175960541,,,,,,
0,709,0.2164536714553833,,,,,,
0,719,0.1873270869255066,,,,,,
0,729,0.06443806737661362,,,,,,
0,739,0.120356984436512,,,,,,
0,749,0.10812868177890778,,,,,,
0,759,0.20051926374435425,,,,,,
0,769,0.16862884163856506,,,,,,
0,779,0.06265196204185486,,,,,,
0,789,0.11797471344470978,,,,,,
0,799,0.15592801570892334,,,,,,
0,809,0.13987427949905396,,,,,,
0,819,0.11601106822490692,,,,,,
0,829,0.09957030415534973,,,,,,
0,839,0.24209506809711456,,,,,,
0,849,0.15435819327831268,,,,,,
0,859,0.25945883989334106,,,,,,
0,869,0.1512475311756134,,,,,,
0,879,0.14117521047592163,,,,,,
0,889,0.17063061892986298,,,,,,
0,899,0.1359100639820099,,,,,,
0,909,0.15593616664409637,,,,,,
0,919,0.09997673332691193,,,,,,
0,929,0.1399592161178589,,,,,,
0,939,0.1340596079826355,,,,,,
0,949,0.1654810905456543,,,,,,
0,959,0.059104133397340775,,,,,,
0,969,0.17446917295455933,,,,,,
0,979,0.12794511020183563,,,,,,
0,989,0.19168105721473694,,,,,,
0,999,0.1256464570760727,,,,,,
0,1009,0.1051325649023056,,,,,,
0,1019,0.1481097936630249,,,,,,
0,1029,0.12380058318376541,,,,,,
0,1039,0.11700738966464996,,,,,,
0,1049,0.11699748784303665,,,,,,
0,1059,0.19785355031490326,,,,,,
0,1069,0.11989309638738632,,,,,,
0,1079,0.15127678215503693,,,,,,
0,1089,0.10935910046100616,,,,,,
0,1099,0.15125125646591187,,,,,,
0,1109,0.0892232209444046,,,,,,
