step,epoch,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0,0.3238926827907562,,,,,,
19,0,0.20951175689697266,,,,,,
29,0,0.7859852910041809,,,,,,
39,0,0.5761323571205139,,,,,,
49,0,0.8982028961181641,,,,,,
59,0,0.5408902168273926,,,,,,
69,0,0.2627076506614685,,,,,,
79,0,0.44819357991218567,,,,,,
89,0,0.29680025577545166,,,,,,
99,0,0.22412917017936707,,,,,,
109,0,0.14094221591949463,,,,,,
119,0,0.11082010716199875,,,,,,
129,0,0.1801440566778183,,,,,,
139,0,0.3137705624103546,,,,,,
149,0,0.11912859976291656,,,,,,
159,0,0.19006064534187317,,,,,,
169,0,0.16153237223625183,,,,,,
179,0,0.17059068381786346,,,,,,
189,0,0.1691611111164093,,,,,,
199,0,1.0265663862228394,,,,,,
209,0,0.16669034957885742,,,,,,
219,0,0.1757051944732666,,,,,,
229,0,0.1668732464313507,,,,,,
239,0,0.2148086279630661,,,,,,
249,0,0.31731897592544556,,,,,,
259,0,0.13788601756095886,,,,,,
269,0,0.13257135450839996,,,,,,
279,0,0.18715813755989075,,,,,,
289,0,0.12978926301002502,,,,,,
299,0,0.1824510097503662,,,,,,
309,0,0.3251940906047821,,,,,,
319,0,0.09579532593488693,,,,,,
329,0,0.06903695315122604,,,,,,
339,0,0.32927852869033813,,,,,,
349,0,0.09983306378126144,,,,,,
359,0,0.07233460992574692,,,,,,
369,0,0.17009243369102478,,,,,,
379,0,0.08872104436159134,,,,,,
389,0,0.11006978899240494,,,,,,
399,0,0.1519879251718521,,,,,,
409,0,0.1175820454955101,,,,,,
419,0,0.19931231439113617,,,,,,
429,0,0.11446914076805115,,,,,,
439,0,0.10813001543283463,,,,,,
449,0,0.14971400797367096,,,,,,
459,0,0.296571284532547,,,,,,
469,0,0.08150753378868103,,,,,,
479,0,0.12435584515333176,,,,,,
489,0,0.2106046974658966,,,,,,
499,0,0.05730260908603668,,,,,,
509,0,0.14614315330982208,,,,,,
519,0,0.09137289971113205,,,,,,
529,0,0.22843952476978302,,,,,,
539,0,0.1475616842508316,,,,,,
549,0,0.08567949384450912,,,,,,
559,0,0.08015633374452591,,,,,,
569,0,0.13465017080307007,,,,,,
579,0,0.24775201082229614,,,,,,
589,0,0.19578656554222107,,,,,,
599,0,0.1531447023153305,,,,,,
609,0,0.11878161132335663,,,,,,
619,0,0.09318945556879044,,,,,,
629,0,0.15227444469928741,,,,,,
639,0,0.12942899763584137,,,,,,
649,0,0.16673748195171356,,,,,,
659,0,0.07067221403121948,,,,,,
669,0,0.10211331397294998,,,,,,
679,0,0.060229916125535965,,,,,,
689,0,0.04439086839556694,,,,,,
699,0,0.07566472887992859,,,,,,
709,0,0.05204271152615547,,,,,,
719,0,0.1662280559539795,,,,,,
729,0,0.08546818792819977,,,,,,
739,0,0.05865085497498512,,,,,,
749,0,0.15005087852478027,,,,,,
759,0,0.06377191841602325,,,,,,
769,0,0.2122046798467636,,,,,,
779,0,0.0747322365641594,,,,,,
789,0,0.17611394822597504,,,,,,
799,0,0.09247177094221115,,,,,,
809,0,0.113020159304142,,,,,,
819,0,0.07206723093986511,,,,,,
829,0,0.04678567871451378,,,,,,
839,0,0.05629239231348038,,,,,,
849,0,0.10425660014152527,,,,,,
859,0,0.06718240678310394,,,,,,
869,0,0.13052964210510254,,,,,,
879,0,0.04645147547125816,,,,,,
889,0,0.1043517217040062,,,,,,
899,0,0.16511081159114838,,,,,,
909,0,0.10147514939308167,,,,,,
919,0,0.09910411387681961,,,,,,
929,0,0.02134796604514122,,,,,,
929,0,,0.12909311056137085,0.6238917708396912,0.4285714328289032,0.6759282350540161,0.8900333642959595,
939,1,0.1413172036409378,,,,,,
949,1,0.11411065608263016,,,,,,
959,1,0.06267570704221725,,,,,,
969,1,0.07812585681676865,,,,,,
979,1,0.06885611265897751,,,,,,
989,1,0.033349234610795975,,,,,,
999,1,0.07858477532863617,,,,,,
1009,1,0.02937808260321617,,,,,,
1019,1,0.04866667091846466,,,,,,
1029,1,0.14274020493030548,,,,,,
1039,1,0.07551933825016022,,,,,,
1049,1,0.037932708859443665,,,,,,
1059,1,0.05530242249369621,,,,,,
1069,1,0.03389877825975418,,,,,,
1079,1,0.05767796188592911,,,,,,
1089,1,0.08647725731134415,,,,,,
1099,1,0.04565377160906792,,,,,,
1109,1,0.13497695326805115,,,,,,
1119,1,0.3150791823863983,,,,,,
1129,1,0.0718052014708519,,,,,,
1139,1,0.037646494805812836,,,,,,
1149,1,0.12369382381439209,,,,,,
1159,1,0.05837429314851761,,,,,,
1169,1,0.09126994013786316,,,,,,
1179,1,0.1006101742386818,,,,,,
1189,1,0.08150986582040787,,,,,,
1199,1,0.0650608018040657,,,,,,
1209,1,0.03309304639697075,,,,,,
1219,1,0.3125159442424774,,,,,,
1229,1,0.02540084347128868,,,,,,
1239,1,0.023759059607982635,,,,,,
1249,1,0.0983850508928299,,,,,,
1259,1,0.06734362989664078,,,,,,
1269,1,0.06467241793870926,,,,,,
1279,1,0.025611791759729385,,,,,,
1289,1,0.08659715205430984,,,,,,
1299,1,0.08173549920320511,,,,,,
1309,1,0.15625028312206268,,,,,,
1319,1,0.03878968954086304,,,,,,
1329,1,0.035643890500068665,,,,,,
1339,1,0.04914195090532303,,,,,,
1349,1,0.1281762570142746,,,,,,
1359,1,0.03935196250677109,,,,,,
1369,1,0.031208137050271034,,,,,,
1379,1,0.06003819406032562,,,,,,
1389,1,0.03679731860756874,,,,,,
1399,1,0.10699611902236938,,,,,,
1409,1,0.028030280023813248,,,,,,
1419,1,0.09069681167602539,,,,,,
1429,1,0.13856209814548492,,,,,,
1439,1,0.05799684673547745,,,,,,
1449,1,0.023598400875926018,,,,,,
1459,1,0.04686056822538376,,,,,,
1469,1,0.045529406517744064,,,,,,
1479,1,0.0674082338809967,,,,,,
1489,1,0.08799751847982407,,,,,,
1499,1,0.033845558762550354,,,,,,
1509,1,0.080658920109272,,,,,,
1519,1,0.052774980664253235,,,,,,
1529,1,0.03895508497953415,,,,,,
1539,1,0.03356184437870979,,,,,,
1549,1,0.02104434184730053,,,,,,
1559,1,0.011373172514140606,,,,,,
1569,1,0.06680455058813095,,,,,,
1579,1,0.1175355613231659,,,,,,
