epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
0,9,4.878445625305176,,,,,,
0,19,3.5856707096099854,,,,,,
0,29,2.800840139389038,,,,,,
0,39,2.2612195014953613,,,,,,
0,49,1.6564452648162842,,,,,,
0,59,1.2095541954040527,,,,,,
0,69,0.7184698581695557,,,,,,
0,79,0.5507312417030334,,,,,,
0,89,0.4289271831512451,,,,,,
0,99,0.25943395495414734,,,,,,
0,109,0.15837715566158295,,,,,,
0,119,0.10792893916368484,,,,,,
0,123,,0.02118644118309021,0.11181424558162689,0.1629650890827179,0.1425475776195526,0.704147458076477,
1,129,0.15504275262355804,,,,,,
1,139,0.13080012798309326,,,,,,
1,149,0.10947941988706589,,,,,,
1,159,0.2253015637397766,,,,,,
1,169,0.14008091390132904,,,,,,
1,179,0.08720573782920837,,,,,,
1,189,0.052289724349975586,,,,,,
1,199,0.05541275814175606,,,,,,
1,209,0.07743097841739655,,,,,,
1,219,0.04589245468378067,,,,,,
1,229,0.053784094750881195,,,,,,
1,239,0.04328203201293945,,,,,,
1,247,,0.016949152573943138,0.1110253632068634,0.15947870910167694,0.041050348430871964,0.7058672904968262,
2,249,0.08089828491210938,,,,,,
2,259,0.051424432545900345,,,,,,
2,269,0.0726170763373375,,,,,,
2,279,0.0317959301173687,,,,,,
2,289,0.05862494558095932,,,,,,
2,299,0.09046097844839096,,,,,,
2,309,0.07334953546524048,,,,,,
2,319,0.04417140781879425,,,,,,
2,329,0.04974743351340294,,,,,,
2,339,0.09598483890295029,,,,,,
2,349,0.014182902872562408,,,,,,
2,359,0.06607512384653091,,,,,,
2,369,0.015854690223932266,,,,,,
2,371,,0.016949152573943138,0.11167725920677185,0.15988032519817352,0.04832545295357704,0.7056495547294617,
3,379,0.03439117595553398,,,,,,
3,389,0.05356023460626602,,,,,,
3,399,0.024490375071763992,,,,,,
3,409,0.010092790238559246,,,,,,
3,419,0.019690891727805138,,,,,,
3,429,0.015242358669638634,,,,,,
3,439,0.01393398642539978,,,,,,
3,449,0.00746246287599206,,,,,,
3,459,0.005637731868773699,,,,,,
3,469,0.005968790501356125,,,,,,
3,479,0.008569121360778809,,,,,,
3,489,0.0037855994887650013,,,,,,
3,495,,0.016949152573943138,0.11290384829044342,0.16040542721748352,0.0544247105717659,0.7063357830047607,
4,499,0.0048575145192444324,,,,,,
4,509,0.014277556911110878,,,,,,
4,519,0.008920548483729362,,,,,,
4,529,0.009905314072966576,,,,,,
4,539,0.003836799180135131,,,,,,
4,549,0.008266209624707699,,,,,,
4,559,0.0026400061324238777,,,,,,
4,569,0.002856115810573101,,,,,,
4,579,0.006933324038982391,,,,,,
4,589,0.003050039755180478,,,,,,
4,599,0.0077252439223229885,,,,,,
4,609,0.0030820562969893217,,,,,,
4,619,0.0007558477227576077,,,,,,
4,619,,0.016949152573943138,0.1143263652920723,0.15674765408039093,0.04399334639310837,0.7064327597618103,
5,620,,,,,,,0.04399334639310837
