step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1
9,0.8032023310661316,0,,,,,,,,,,
19,0.7873197197914124,0,,,,,,,,,,
29,0.694691002368927,0,,,,,,,,,,
39,0.371403306722641,0,,,,,,,,,,
49,0.5526533126831055,0,,,,,,,,,,
59,0.4089983105659485,0,,,,,,,,,,
69,0.3987073302268982,0,,,,,,,,,,
79,0.2825312316417694,0,,,,,,,,,,
89,0.32767418026924133,0,,,,,,,,,,
99,0.29726406931877136,0,,,,,,,,,,
109,0.20879891514778137,0,,,,,,,,,,
119,0.2271973341703415,0,,,,,,,,,,
129,0.15992511808872223,0,,,,,,,,,,
139,0.22122018039226532,0,,,,,,,,,,
149,0.15395624935626984,0,,,,,,,,,,
159,0.2143062949180603,0,,,,,,,,,,
169,0.24466544389724731,0,,,,,,,,,,
172,,0,0.4171009063720703,0.4353732764720917,0.37376585602760315,0.20795240998268127,0.8252332210540771,,,,,
179,0.23388752341270447,1,,,,,,,,,,
189,0.2509605288505554,1,,,,,,,,,,
199,0.29476237297058105,1,,,,,,,,,,
209,0.14000703394412994,1,,,,,,,,,,
219,0.20342673361301422,1,,,,,,,,,,
229,0.19051998853683472,1,,,,,,,,,,
239,0.16629710793495178,1,,,,,,,,,,
249,0.19222186505794525,1,,,,,,,,,,
259,0.19271153211593628,1,,,,,,,,,,
269,0.17601270973682404,1,,,,,,,,,,
279,0.31080928444862366,1,,,,,,,,,,
289,0.2764749825000763,1,,,,,,,,,,
299,0.19119630753993988,1,,,,,,,,,,
309,0.34505602717399597,1,,,,,,,,,,
319,0.22883743047714233,1,,,,,,,,,,
329,0.2485772669315338,1,,,,,,,,,,
339,0.14111243188381195,1,,,,,,,,,,
345,,1,0.4382297098636627,0.4545600116252899,0.3949224352836609,0.19189715385437012,0.8310273885726929,,,,,
349,0.19728223979473114,2,,,,,,,,,,
359,0.18328768014907837,2,,,,,,,,,,
369,0.20632030069828033,2,,,,,,,,,,
379,0.2059159278869629,2,,,,,,,,,,
389,0.13333463668823242,2,,,,,,,,,,
399,0.1479199230670929,2,,,,,,,,,,
409,0.1624004989862442,2,,,,,,,,,,
419,0.1934342086315155,2,,,,,,,,,,
429,0.28176149725914,2,,,,,,,,,,
439,0.19618327915668488,2,,,,,,,,,,
449,0.17665837705135345,2,,,,,,,,,,
459,0.27205392718315125,2,,,,,,,,,,
469,0.197005957365036,2,,,,,,,,,,
479,0.15911683440208435,2,,,,,,,,,,
489,0.13296954333782196,2,,,,,,,,,,
499,0.2534744143486023,2,,,,,,,,,,
509,0.10462821274995804,2,,,,,,,,,,
518,,2,0.46421903371810913,0.4801703691482544,0.41607898473739624,0.17715197801589966,0.8433263897895813,,,,,
519,0.24213828146457672,3,,,,,,,,,,
529,0.14309020340442657,3,,,,,,,,,,
539,0.1126876026391983,3,,,,,,,,,,
549,0.15351520478725433,3,,,,,,,,,,
559,0.18772748112678528,3,,,,,,,,,,
569,0.12464617192745209,3,,,,,,,,,,
579,0.09678080677986145,3,,,,,,,,,,
589,0.1568261682987213,3,,,,,,,,,,
599,0.18122446537017822,3,,,,,,,,,,
609,0.24519523978233337,3,,,,,,,,,,
619,0.1736283153295517,3,,,,,,,,,,
629,0.09195855259895325,3,,,,,,,,,,
639,0.16702868044376373,3,,,,,,,,,,
649,0.16528692841529846,3,,,,,,,,,,
659,0.16841554641723633,3,,,,,,,,,,
669,0.13031627237796783,3,,,,,,,,,,
679,0.1857350617647171,3,,,,,,,,,,
689,0.11511502414941788,3,,,,,,,,,,
691,,3,0.4891796112060547,0.500927746295929,0.44569817185401917,0.16265687346458435,0.8503322005271912,,,,,
699,0.15653882920742035,4,,,,,,,,,,
709,0.12784059345722198,4,,,,,,,,,,
719,0.2193291038274765,4,,,,,,,,,,
729,0.22870606184005737,4,,,,,,,,,,
739,0.19970132410526276,4,,,,,,,,,,
749,0.3436450958251953,4,,,,,,,,,,
759,0.23143233358860016,4,,,,,,,,,,
769,0.13610003888607025,4,,,,,,,,,,
779,0.20482376217842102,4,,,,,,,,,,
789,0.15518823266029358,4,,,,,,,,,,
799,0.19359776377677917,4,,,,,,,,,,
809,0.15075157582759857,4,,,,,,,,,,
819,0.13705109059810638,4,,,,,,,,,,
829,0.2033366709947586,4,,,,,,,,,,
839,0.11944808065891266,4,,,,,,,,,,
849,0.24014124274253845,4,,,,,,,,,,
859,0.17645034193992615,4,,,,,,,,,,
864,,4,0.5184789896011353,0.5277723670005798,0.468265175819397,0.15936113893985748,0.8650103211402893,,,,,
865,,5,,,,,,0.15936113893985748,0.8650103211402893,0.468265175819397,0.5277723670005798,0.5184789896011353
