train_loss,epoch,step,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
0.49907511472702026,0,9,,,,,,
0.6785785555839539,0,19,,,,,,
0.12849591672420502,0,29,,,,,,
0.5301051735877991,0,39,,,,,,
0.44967886805534363,0,49,,,,,,
0.3756892681121826,0,59,,,,,,
0.18024708330631256,0,69,,,,,,
0.48617279529571533,0,79,,,,,,
0.3993281126022339,0,89,,,,,,
1.368773102760315,0,99,,,,,,
0.853051483631134,0,109,,,,,,
0.2533150315284729,0,119,,,,,,
0.19903498888015747,0,129,,,,,,
0.1853049248456955,0,139,,,,,,
0.09763622283935547,0,149,,,,,,
0.329980731010437,0,159,,,,,,
0.10056441277265549,0,169,,,,,,
0.20386023819446564,0,179,,,,,,
0.2258833944797516,0,189,,,,,,
0.34284958243370056,0,199,,,,,,
,0,201,0.6464719772338867,0.11905845254659653,0.8773310780525208,0.592476487159729,0.3297872245311737,
0.1487244814634323,1,209,,,,,,
0.20799985527992249,1,219,,,,,,
0.1626170426607132,1,229,,,,,,
0.2227451652288437,1,239,,,,,,
0.9831395745277405,1,249,,,,,,
0.5006524324417114,1,259,,,,,,
0.2554994523525238,1,269,,,,,,
0.23708373308181763,1,279,,,,,,
0.22425611317157745,1,289,,,,,,
0.17163774371147156,1,299,,,,,,
0.1447717696428299,1,309,,,,,,
0.35177910327911377,1,319,,,,,,
0.13833385705947876,1,329,,,,,,
0.17529787123203278,1,339,,,,,,
0.22712740302085876,1,349,,,,,,
0.2123430222272873,1,359,,,,,,
0.8803126811981201,1,369,,,,,,
0.17779582738876343,1,379,,,,,,
0.20595748722553253,1,389,,,,,,
0.3235201835632324,1,399,,,,,,
,1,403,0.685571014881134,0.11265110224485397,0.8948515057563782,0.6420744061470032,0.3957446813583374,
0.08337590843439102,2,409,,,,,,
0.18549296259880066,2,419,,,,,,
0.2316329926252365,2,429,,,,,,
0.08398257941007614,2,439,,,,,,
0.2170218676328659,2,449,,,,,,
0.13103438913822174,2,459,,,,,,
0.14250098168849945,2,469,,,,,,
1.4675472974777222,2,479,,,,,,
0.12028761953115463,2,489,,,,,,
0.196178138256073,2,499,,,,,,
0.7218250632286072,2,509,,,,,,
0.0658641904592514,2,519,,,,,,
0.07182347774505615,2,529,,,,,,
0.29590439796447754,2,539,,,,,,
0.15971890091896057,2,549,,,,,,
0.39440909028053284,2,559,,,,,,
0.2153410017490387,2,569,,,,,,
0.08217290043830872,2,579,,,,,,
0.16880865395069122,2,589,,,,,,
0.07992224395275116,2,599,,,,,,
,2,605,0.6864995360374451,0.11406873911619186,0.8942182064056396,0.6401277184486389,0.4021276533603668,
0.0537152960896492,3,609,,,,,,
0.06278518587350845,3,619,,,,,,
2.324108123779297,3,629,,,,,,
0.07511664927005768,3,639,,,,,,
0.09644970297813416,3,649,,,,,,
0.038985542953014374,3,659,,,,,,
0.12047137320041656,3,669,,,,,,
0.07436690479516983,3,679,,,,,,
0.07009848952293396,3,689,,,,,,
0.27904996275901794,3,699,,,,,,
0.11451949924230576,3,709,,,,,,
0.07466127723455429,3,719,,,,,,
0.08497603237628937,3,729,,,,,,
0.06667926907539368,3,739,,,,,,
0.10290253907442093,3,749,,,,,,
0.09799518436193466,3,759,,,,,,
0.028306541964411736,3,769,,,,,,
0.032422084361314774,3,779,,,,,,
0.11985575407743454,3,789,,,,,,
0.06631524860858917,3,799,,,,,,
,3,807,0.6741513609886169,0.12147343903779984,0.8917974829673767,0.6311851143836975,0.4000000059604645,
0.008769880048930645,4,809,,,,,,
0.048247672617435455,4,819,,,,,,
0.022205408662557602,4,829,,,,,,
0.09528505802154541,4,839,,,,,,
0.03377390280365944,4,849,,,,,,
0.07181166857481003,4,859,,,,,,
0.136039137840271,4,869,,,,,,
0.03374664485454559,4,879,,,,,,
0.0622793585062027,4,889,,,,,,
0.05462731793522835,4,899,,,,,,
0.015742886811494827,4,909,,,,,,
0.013853258453309536,4,919,,,,,,
0.05658448860049248,4,929,,,,,,
0.0610998310148716,4,939,,,,,,
0.02677961438894272,4,949,,,,,,
0.02395445853471756,4,959,,,,,,
0.011078406125307083,4,969,,,,,,
0.01807301677763462,4,979,,,,,,
0.03482573479413986,4,989,,,,,,
0.01460728794336319,4,999,,,,,,
0.027890581637620926,4,1009,,,,,,
,4,1009,0.6660390496253967,0.13689689338207245,0.8891656398773193,0.6244189739227295,0.4127659499645233,
,5,1010,,,,,,0.13689689338207245
