train_loss,step,epoch,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_loss,test_loss
0.41607582569122314,9,0,,,,,,
0.38500547409057617,19,0,,,,,,
1.1795167922973633,29,0,,,,,,
0.8632560968399048,39,0,,,,,,
0.49092185497283936,49,0,,,,,,
0.31055593490600586,59,0,,,,,,
0.436410516500473,69,0,,,,,,
0.28714755177497864,79,0,,,,,,
0.7298944592475891,89,0,,,,,,
0.40702736377716064,99,0,,,,,,
0.31136560440063477,109,0,,,,,,
0.571877658367157,119,0,,,,,,
0.36866164207458496,129,0,,,,,,
0.2202264964580536,139,0,,,,,,
0.24909262359142303,149,0,,,,,,
0.38734495639801025,159,0,,,,,,
0.19753389060497284,169,0,,,,,,
0.14666299521923065,179,0,,,,,,
0.3654786944389343,189,0,,,,,,
0.7308077812194824,199,0,,,,,,
0.27530914545059204,209,0,,,,,,
0.7430649399757385,219,0,,,,,,
0.4173602759838104,229,0,,,,,,
0.6100913286209106,239,0,,,,,,
0.20795439183712006,249,0,,,,,,
0.6070413589477539,259,0,,,,,,
1.42362380027771,269,0,,,,,,
0.2167539745569229,279,0,,,,,,
0.05958569794893265,289,0,,,,,,
0.1522981971502304,299,0,,,,,,
0.19918635487556458,309,0,,,,,,
0.17953059077262878,319,0,,,,,,
0.18826065957546234,329,0,,,,,,
0.21059569716453552,339,0,,,,,,
,339,0,0.5562871694564819,0.4072398245334625,0.8650858998298645,0.5130765438079834,0.09080709517002106,
0.16851229965686798,349,1,,,,,,
0.4842197000980377,359,1,,,,,,
0.4228837490081787,369,1,,,,,,
0.22198820114135742,379,1,,,,,,
0.49453920125961304,389,1,,,,,,
0.0878959447145462,399,1,,,,,,
0.2511916160583496,409,1,,,,,,
0.5237648487091064,419,1,,,,,,
0.36229243874549866,429,1,,,,,,
0.18931755423545837,439,1,,,,,,
0.0733683779835701,449,1,,,,,,
0.3736341595649719,459,1,,,,,,
0.23243047297000885,469,1,,,,,,
0.22667916119098663,479,1,,,,,,
0.1530485451221466,489,1,,,,,,
0.2534278631210327,499,1,,,,,,
0.11193960160017014,509,1,,,,,,
0.07570266723632812,519,1,,,,,,
0.23588576912879944,529,1,,,,,,
0.15606899559497833,539,1,,,,,,
0.5547295808792114,549,1,,,,,,
0.3603321611881256,559,1,,,,,,
0.06558749824762344,569,1,,,,,,
0.04547826573252678,579,1,,,,,,
0.32135769724845886,589,1,,,,,,
0.44406983256340027,599,1,,,,,,
0.38134893774986267,609,1,,,,,,
0.32870522141456604,619,1,,,,,,
0.2857513725757599,629,1,,,,,,
0.1713292896747589,639,1,,,,,,
0.16366523504257202,649,1,,,,,,
0.13748209178447723,659,1,,,,,,
0.20933140814304352,669,1,,,,,,
0.1073356345295906,679,1,,,,,,
,679,1,0.5830621719360352,0.4524886906147003,0.877888023853302,0.5463882684707642,0.08601494878530502,
0.07644388824701309,689,2,,,,,,
0.27779945731163025,699,2,,,,,,
0.261495977640152,709,2,,,,,,
0.1470201462507248,719,2,,,,,,
0.23597842454910278,729,2,,,,,,
0.05814260616898537,739,2,,,,,,
0.15642991662025452,749,2,,,,,,
0.263496458530426,759,2,,,,,,
0.11591367423534393,769,2,,,,,,
0.07920544594526291,779,2,,,,,,
0.046677377074956894,789,2,,,,,,
0.2201363891363144,799,2,,,,,,
0.13432924449443817,809,2,,,,,,
0.13320478796958923,819,2,,,,,,
0.07009879499673843,829,2,,,,,,
0.1565113663673401,839,2,,,,,,
0.03844011202454567,849,2,,,,,,
0.03397258743643761,859,2,,,,,,
0.11682591587305069,869,2,,,,,,
0.013925797306001186,879,2,,,,,,
0.26543310284614563,889,2,,,,,,
0.12900137901306152,899,2,,,,,,
0.04625236615538597,909,2,,,,,,
0.04127827659249306,919,2,,,,,,
0.13791191577911377,929,2,,,,,,
0.2803862690925598,939,2,,,,,,
0.08876028656959534,949,2,,,,,,
0.18970303237438202,959,2,,,,,,
0.0707344114780426,969,2,,,,,,
0.11045621335506439,979,2,,,,,,
0.10822185128927231,989,2,,,,,,
0.04462426155805588,999,2,,,,,,
0.1543440967798233,1009,2,,,,,,
0.05648396536707878,1019,2,,,,,,
,1019,2,0.5640989542007446,0.42533937096595764,0.8752344250679016,0.5283612012863159,0.10729335993528366,
0.04846564307808876,1029,3,,,,,,
0.14205226302146912,1039,3,,,,,,
0.1318560540676117,1049,3,,,,,,
0.1132703647017479,1059,3,,,,,,
0.12325804680585861,1069,3,,,,,,
0.020925823599100113,1079,3,,,,,,
0.07262527197599411,1089,3,,,,,,
0.09415505826473236,1099,3,,,,,,
0.0280326995998621,1109,3,,,,,,
0.043806277215480804,1119,3,,,,,,
0.04143160954117775,1129,3,,,,,,
0.08886533975601196,1139,3,,,,,,
0.05447699502110481,1149,3,,,,,,
0.03230784088373184,1159,3,,,,,,
0.047803547233343124,1169,3,,,,,,
0.10768245905637741,1179,3,,,,,,
0.018305402249097824,1189,3,,,,,,
0.012960128486156464,1199,3,,,,,,
0.033169906586408615,1209,3,,,,,,
0.004701896570622921,1219,3,,,,,,
0.1034717932343483,1229,3,,,,,,
0.041536442935466766,1239,3,,,,,,
0.03748185560107231,1249,3,,,,,,
0.03863229602575302,1259,3,,,,,,
0.0726219117641449,1269,3,,,,,,
0.1478143036365509,1279,3,,,,,,
0.03177754208445549,1289,3,,,,,,
0.10276083648204803,1299,3,,,,,,
0.023720715194940567,1309,3,,,,,,
0.037748679518699646,1319,3,,,,,,
0.03524784371256828,1329,3,,,,,,
0.018397005274891853,1339,3,,,,,,
0.1086033433675766,1349,3,,,,,,
0.006714480463415384,1359,3,,,,,,
,1359,3,0.5708876848220825,0.4162895977497101,0.8728581666946411,0.5306230187416077,0.11599002033472061,
0.011072932742536068,1369,4,,,,,,
0.05397229269146919,1379,4,,,,,,
0.05298592895269394,1389,4,,,,,,
0.07340297847986221,1399,4,,,,,,
0.05632029101252556,1409,4,,,,,,
0.0021184489596635103,1419,4,,,,,,
0.02808067388832569,1429,4,,,,,,
0.024456167593598366,1439,4,,,,,,
0.008756493218243122,1449,4,,,,,,
0.004834964871406555,1459,4,,,,,,
0.041048869490623474,1469,4,,,,,,
0.028599223122000694,1479,4,,,,,,
0.020630717277526855,1489,4,,,,,,
0.006330362521111965,1499,4,,,,,,
0.07654585689306259,1509,4,,,,,,
0.0856970027089119,1519,4,,,,,,
0.004564213566482067,1529,4,,,,,,
0.002560392487794161,1539,4,,,,,,
0.008676014840602875,1549,4,,,,,,
0.0017194057581946254,1559,4,,,,,,
0.02672562003135681,1569,4,,,,,,
0.01565571501851082,1579,4,,,,,,
0.04031682014465332,1589,4,,,,,,
0.03088749200105667,1599,4,,,,,,
0.024246949702501297,1609,4,,,,,,
0.052136607468128204,1619,4,,,,,,
0.012070931494235992,1629,4,,,,,,
0.042531996965408325,1639,4,,,,,,
0.010770710185170174,1649,4,,,,,,
0.008088494651019573,1659,4,,,,,,
0.006510733161121607,1669,4,,,,,,
0.009645474143326283,1679,4,,,,,,
0.03413984179496765,1689,4,,,,,,
0.00026607513427734375,1699,4,,,,,,
,1699,4,0.5584966540336609,0.4162895977497101,0.8711079955101013,0.5255199670791626,0.12923935055732727,
,1700,5,,,,,,0.08601494878530502
