train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
1.2301654815673828,0,9,,,,,,,,,,
1.1519074440002441,0,19,,,,,,,,,,
1.1520406007766724,0,29,,,,,,,,,,
0.535748302936554,0,39,,,,,,,,,,
0.789718747138977,0,49,,,,,,,,,,
1.029634952545166,0,59,,,,,,,,,,
0.7832977771759033,0,69,,,,,,,,,,
0.8361905813217163,0,79,,,,,,,,,,
0.7782714366912842,0,89,,,,,,,,,,
0.8114110827445984,0,99,,,,,,,,,,
0.9226429462432861,0,109,,,,,,,,,,
0.7064998745918274,0,119,,,,,,,,,,
1.2527108192443848,0,129,,,,,,,,,,
0.7449621558189392,0,139,,,,,,,,,,
0.9327893853187561,0,149,,,,,,,,,,
0.6926296353340149,0,159,,,,,,,,,,
0.436734676361084,0,169,,,,,,,,,,
,0,172,0.8159714341163635,0.2961918115615845,0.38969725370407104,0.6301591992378235,0.36707764863967896,,,,,
0.7307632565498352,1,179,,,,,,,,,,
0.3132075071334839,1,189,,,,,,,,,,
0.8335518836975098,1,199,,,,,,,,,,
0.5404139161109924,1,209,,,,,,,,,,
0.4934520125389099,1,219,,,,,,,,,,
0.8123784065246582,1,229,,,,,,,,,,
0.7284632325172424,1,239,,,,,,,,,,
0.8407300710678101,1,249,,,,,,,,,,
0.45000481605529785,1,259,,,,,,,,,,
0.2560811936855316,1,269,,,,,,,,,,
0.4055688977241516,1,279,,,,,,,,,,
0.33165186643600464,1,289,,,,,,,,,,
1.3974928855895996,1,299,,,,,,,,,,
0.5107946991920471,1,309,,,,,,,,,,
0.6138741970062256,1,319,,,,,,,,,,
0.26945269107818604,1,329,,,,,,,,,,
0.4448149502277374,1,339,,,,,,,,,,
,1,345,0.8328034281730652,0.33991536498069763,0.4314751625061035,0.5730054378509521,0.4181559979915619,,,,,
0.29994288086891174,2,349,,,,,,,,,,
0.7301667928695679,2,359,,,,,,,,,,
0.6195477843284607,2,369,,,,,,,,,,
0.7424557209014893,2,379,,,,,,,,,,
0.3037495017051697,2,389,,,,,,,,,,
0.6522470116615295,2,399,,,,,,,,,,
0.5073831081390381,2,409,,,,,,,,,,
0.7116304636001587,2,419,,,,,,,,,,
0.6236661076545715,2,429,,,,,,,,,,
0.45642754435539246,2,439,,,,,,,,,,
0.35042834281921387,2,449,,,,,,,,,,
0.7968855500221252,2,459,,,,,,,,,,
0.4779340922832489,2,469,,,,,,,,,,
0.1956685185432434,2,479,,,,,,,,,,
0.4457784593105316,2,489,,,,,,,,,,
0.641255259513855,2,499,,,,,,,,,,
0.26383277773857117,2,509,,,,,,,,,,
,2,518,0.8347059488296509,0.3526093065738678,0.4490261375904083,0.5405808091163635,0.4329298436641693,,,,,
0.3617127239704132,3,519,,,,,,,,,,
0.33101052045822144,3,529,,,,,,,,,,
1.0352262258529663,3,539,,,,,,,,,,
0.4160964787006378,3,549,,,,,,,,,,
0.44758090376853943,3,559,,,,,,,,,,
1.03992760181427,3,569,,,,,,,,,,
0.4737112522125244,3,579,,,,,,,,,,
0.371755450963974,3,589,,,,,,,,,,
0.2163010984659195,3,599,,,,,,,,,,
0.7369673848152161,3,609,,,,,,,,,,
0.3606473505496979,3,619,,,,,,,,,,
0.46639347076416016,3,629,,,,,,,,,,
0.38154590129852295,3,639,,,,,,,,,,
0.217957004904747,3,649,,,,,,,,,,
0.4193342626094818,3,659,,,,,,,,,,
0.7591320872306824,3,669,,,,,,,,,,
0.447327196598053,3,679,,,,,,,,,,
0.5473124384880066,3,689,,,,,,,,,,
,3,691,0.84343022108078,0.39351198077201843,0.4747856855392456,0.5269743800163269,0.46466460824012756,,,,,
0.48652926087379456,4,699,,,,,,,,,,
0.3954990804195404,4,709,,,,,,,,,,
0.5775083303451538,4,719,,,,,,,,,,
0.538633406162262,4,729,,,,,,,,,,
0.1301194429397583,4,739,,,,,,,,,,
0.562886655330658,4,749,,,,,,,,,,
0.4949408769607544,4,759,,,,,,,,,,
0.6040721535682678,4,769,,,,,,,,,,
0.5684406757354736,4,779,,,,,,,,,,
0.3335432708263397,4,789,,,,,,,,,,
0.449693888425827,4,799,,,,,,,,,,
0.2247951477766037,4,809,,,,,,,,,,
0.23489271104335785,4,819,,,,,,,,,,
0.21409881114959717,4,829,,,,,,,,,,
0.3492400050163269,4,839,,,,,,,,,,
0.29120534658432007,4,849,,,,,,,,,,
0.349498450756073,4,859,,,,,,,,,,
,4,864,0.8516080975532532,0.41466856002807617,0.49842122197151184,0.5181547999382019,0.48414647579193115,,,,,
,5,865,,,,,,0.5181547999382019,0.48414647579193115,0.8516080975532532,0.41466856002807617,0.49842122197151184
