step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
9,0.2358122318983078,0,,,,,,
19,0.20989781618118286,0,,,,,,
29,0.27846720814704895,0,,,,,,
39,0.36289989948272705,0,,,,,,
49,0.1889285445213318,0,,,,,,
59,0.6873465180397034,0,,,,,,
69,0.14707811176776886,0,,,,,,
79,0.45648762583732605,0,,,,,,
89,0.30335989594459534,0,,,,,,
99,0.35798200964927673,0,,,,,,
109,1.2107856273651123,0,,,,,,
119,1.0206356048583984,0,,,,,,
129,0.21525470912456512,0,,,,,,
139,0.20229798555374146,0,,,,,,
149,0.41386887431144714,0,,,,,,
159,0.2353295534849167,0,,,,,,
169,0.08774807304143906,0,,,,,,
179,0.19677120447158813,0,,,,,,
189,0.28970474004745483,0,,,,,,
199,0.29336225986480713,0,,,,,,
209,0.2514159381389618,0,,,,,,
214,,0,0.5353237986564636,0.6135079860687256,0.8584681153297424,0.33518004417419434,0.1563515067100525,
219,0.21871155500411987,1,,,,,,
229,0.10516772419214249,1,,,,,,
239,0.20180855691432953,1,,,,,,
249,0.1638919860124588,1,,,,,,
259,0.28729167580604553,1,,,,,,
269,0.48312172293663025,1,,,,,,
279,0.2766280770301819,1,,,,,,
289,0.19260895252227783,1,,,,,,
299,0.07511263340711594,1,,,,,,
309,0.11738554388284683,1,,,,,,
319,0.1284531205892563,1,,,,,,
329,0.3211308419704437,1,,,,,,
339,0.5643935203552246,1,,,,,,
349,0.2352832853794098,1,,,,,,
359,0.17225681245326996,1,,,,,,
369,0.23698194324970245,1,,,,,,
379,0.9483572244644165,1,,,,,,
389,0.1855519711971283,1,,,,,,
399,0.31035956740379333,1,,,,,,
409,0.2626953125,1,,,,,,
419,0.13313792645931244,1,,,,,,
429,0.19162075221538544,1,,,,,,
429,,1,0.6068461537361145,0.6645564436912537,0.8799708485603333,0.42382270097732544,0.12489541620016098,
439,0.11066838353872299,2,,,,,,
449,0.3243594467639923,2,,,,,,
459,0.10705795884132385,2,,,,,,
469,0.1246674507856369,2,,,,,,
479,0.12408173829317093,2,,,,,,
489,0.5355722904205322,2,,,,,,
499,0.09308500587940216,2,,,,,,
509,0.27641215920448303,2,,,,,,
519,0.19346551597118378,2,,,,,,
529,0.10571672022342682,2,,,,,,
539,0.09685444086790085,2,,,,,,
549,0.14380690455436707,2,,,,,,
559,0.2456863969564438,2,,,,,,
569,0.2603028416633606,2,,,,,,
579,0.23313458263874054,2,,,,,,
589,0.09566672146320343,2,,,,,,
599,0.15325598418712616,2,,,,,,
609,0.2285946011543274,2,,,,,,
619,0.19848859310150146,2,,,,,,
629,0.4089224636554718,2,,,,,,
639,0.18228541314601898,2,,,,,,
644,,2,0.6173925995826721,0.669472336769104,0.8837906718254089,0.4293628931045532,0.11251905560493469,
649,0.15455558896064758,3,,,,,,
659,0.031137503683567047,3,,,,,,
669,0.10193319618701935,3,,,,,,
679,0.08897669613361359,3,,,,,,
689,0.20869305729866028,3,,,,,,
699,0.1816670447587967,3,,,,,,
709,0.1859881728887558,3,,,,,,
719,0.08755677193403244,3,,,,,,
729,0.037273600697517395,3,,,,,,
739,0.04952611029148102,3,,,,,,
749,0.07065204530954361,3,,,,,,
759,0.05230334773659706,3,,,,,,
769,0.3125675916671753,3,,,,,,
779,0.12095487117767334,3,,,,,,
789,0.10313832014799118,3,,,,,,
799,0.07885586470365524,3,,,,,,
809,0.5856315493583679,3,,,,,,
819,0.07033362239599228,3,,,,,,
829,0.08977397531270981,3,,,,,,
839,0.13474786281585693,3,,,,,,
849,0.0979967936873436,3,,,,,,
859,0.16809900104999542,3,,,,,,
859,,3,0.6342864632606506,0.6827883124351501,0.8901742100715637,0.4570637047290802,0.1195901408791542,
869,0.0747981071472168,4,,,,,,
879,0.09899058192968369,4,,,,,,
889,0.0370362251996994,4,,,,,,
899,0.03313880041241646,4,,,,,,
909,0.044641219079494476,4,,,,,,
919,0.29948264360427856,4,,,,,,
929,0.018599210307002068,4,,,,,,
939,0.0739508867263794,4,,,,,,
949,0.03481750562787056,4,,,,,,
959,0.023188218474388123,4,,,,,,
969,0.02261597290635109,4,,,,,,
979,0.027442840859293938,4,,,,,,
989,0.0708528682589531,4,,,,,,
999,0.08084509521722794,4,,,,,,
1009,0.07307452708482742,4,,,,,,
1019,0.021604368463158607,4,,,,,,
1029,0.050015706568956375,4,,,,,,
1039,0.06520069390535355,4,,,,,,
1049,0.09320376813411713,4,,,,,,
1059,0.10066013038158417,4,,,,,,
1069,0.08557629585266113,4,,,,,,
1074,,4,0.640404224395752,0.6877946257591248,0.8917339444160461,0.4653739631175995,0.1348554939031601,
1075,,5,,,,,,0.1348554939031601
