train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
0.6628449559211731,9,0,,,,,,
0.5614755749702454,19,0,,,,,,
0.6716998219490051,29,0,,,,,,
0.28047725558280945,39,0,,,,,,
0.5279493927955627,49,0,,,,,,
0.41869881749153137,59,0,,,,,,
0.4929752051830292,69,0,,,,,,
0.5828134417533875,79,0,,,,,,
0.6202980279922485,89,0,,,,,,
0.3924344480037689,99,0,,,,,,
,99,0,0.5043186545372009,0.35046929121017456,0.36991870403289795,0.52793288230896,0.8427531719207764,
0.2562786042690277,109,1,,,,,,
0.15942470729351044,119,1,,,,,,
0.7928935289382935,129,1,,,,,,
0.3491041362285614,139,1,,,,,,
0.5268508791923523,149,1,,,,,,
0.6153114438056946,159,1,,,,,,
0.2611836791038513,169,1,,,,,,
0.6144450902938843,179,1,,,,,,
0.5888715386390686,189,1,,,,,,
0.25549405813217163,199,1,,,,,,
,199,1,0.5414991974830627,0.33613261580467224,0.42276424169540405,0.5609845519065857,0.8547348380088806,
0.15658420324325562,209,2,,,,,,
0.08783061057329178,219,2,,,,,,
0.5261427164077759,229,2,,,,,,
0.2089216709136963,239,2,,,,,,
0.28900566697120667,249,2,,,,,,
0.40470394492149353,259,2,,,,,,
0.14267723262310028,269,2,,,,,,
0.2795788645744324,279,2,,,,,,
0.45911723375320435,289,2,,,,,,
0.1523413360118866,299,2,,,,,,
,299,2,0.5400818586349487,0.33674901723861694,0.4186991751194,0.5592908263206482,0.8559756875038147,
0.09380264580249786,309,3,,,,,,
0.056099023669958115,319,3,,,,,,
0.39123719930648804,329,3,,,,,,
0.14737296104431152,339,3,,,,,,
0.16019268333911896,349,3,,,,,,
0.2932143211364746,359,3,,,,,,
0.09233389049768448,369,3,,,,,,
0.14173531532287598,379,3,,,,,,
0.33495011925697327,389,3,,,,,,
0.08266512304544449,399,3,,,,,,
,399,3,0.5635571479797363,0.34625235199928284,0.44308942556381226,0.5795422196388245,0.8630226850509644,
0.05475546047091484,409,4,,,,,,
0.0386698842048645,419,4,,,,,,
0.3079817593097687,429,4,,,,,,
0.10492382198572159,439,4,,,,,,
0.09036856144666672,449,4,,,,,,
0.18080101907253265,459,4,,,,,,
0.06430799514055252,469,4,,,,,,
0.06300698220729828,479,4,,,,,,
0.2190091609954834,489,4,,,,,,
0.05365907773375511,499,4,,,,,,
,499,4,0.5918262600898743,0.36244088411331177,0.47560974955558777,0.6077486276626587,0.8713735938072205,
,500,5,,,,,,0.36244088411331177
