step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
9,1.2515751123428345,0,,,,,,
19,0.3247757852077484,0,,,,,,
29,0.6285006999969482,0,,,,,,
39,0.27632224559783936,0,,,,,,
49,0.2958700954914093,0,,,,,,
59,0.39082571864128113,0,,,,,,
69,0.5089088678359985,0,,,,,,
79,0.25631579756736755,0,,,,,,
89,0.2367113083600998,0,,,,,,
99,0.29883241653442383,0,,,,,,
109,0.21442197263240814,0,,,,,,
119,0.28240856528282166,0,,,,,,
129,0.23844361305236816,0,,,,,,
139,0.2312343567609787,0,,,,,,
149,0.19037839770317078,0,,,,,,
159,0.2669948637485504,0,,,,,,
169,0.24770206212997437,0,,,,,,
179,0.2622688412666321,0,,,,,,
189,0.20476311445236206,0,,,,,,
199,0.13921721279621124,0,,,,,,
209,0.23937399685382843,0,,,,,,
219,0.15494385361671448,0,,,,,,
229,0.16785816848278046,0,,,,,,
239,0.2889906167984009,0,,,,,,
249,0.25705596804618835,0,,,,,,
259,0.1512802690267563,0,,,,,,
269,0.1544129103422165,0,,,,,,
279,0.29758596420288086,0,,,,,,
289,0.1547895073890686,0,,,,,,
299,0.249308779835701,0,,,,,,
309,0.16055452823638916,0,,,,,,
319,0.21968390047550201,0,,,,,,
329,0.0986117422580719,0,,,,,,
339,0.16583149135112762,0,,,,,,
349,0.13511283695697784,0,,,,,,
359,0.12132404744625092,0,,,,,,
369,0.18230408430099487,0,,,,,,
379,0.3105175793170929,0,,,,,,
389,0.24268485605716705,0,,,,,,
399,0.16186463832855225,0,,,,,,
409,0.10214164108037949,0,,,,,,
419,0.12128385901451111,0,,,,,,
429,0.09348569810390472,0,,,,,,
439,0.12091170251369476,0,,,,,,
449,0.13592664897441864,0,,,,,,
459,0.1241936907172203,0,,,,,,
469,0.12997953593730927,0,,,,,,
479,0.12301624566316605,0,,,,,,
489,0.11599458754062653,0,,,,,,
499,0.15578517317771912,0,,,,,,
509,0.11391414701938629,0,,,,,,
519,0.13915453851222992,0,,,,,,
529,0.09718228131532669,0,,,,,,
539,0.2680550515651703,0,,,,,,
549,0.09171269088983536,0,,,,,,
559,0.13386067748069763,0,,,,,,
569,0.017627611756324768,0,,,,,,
579,0.05341038852930069,0,,,,,,
589,0.13051165640354156,0,,,,,,
599,0.06091765686869621,0,,,,,,
609,0.18038956820964813,0,,,,,,
619,0.04556121677160263,0,,,,,,
629,0.0927421972155571,0,,,,,,
639,0.13632608950138092,0,,,,,,
649,0.1003655269742012,0,,,,,,
659,0.15136371552944183,0,,,,,,
669,0.11120685935020447,0,,,,,,
679,0.08730761706829071,0,,,,,,
689,0.12880590558052063,0,,,,,,
699,0.1121901273727417,0,,,,,,
709,0.07769718021154404,0,,,,,,
719,0.11960233002901077,0,,,,,,
729,0.1051642969250679,0,,,,,,
739,0.10071993619203568,0,,,,,,
749,0.045192670077085495,0,,,,,,
759,0.09674535691738129,0,,,,,,
769,0.0298824030905962,0,,,,,,
779,0.06339383870363235,0,,,,,,
789,0.12314401566982269,0,,,,,,
799,0.1398501843214035,0,,,,,,
809,0.060448694974184036,0,,,,,,
819,0.08134707063436508,0,,,,,,
829,0.06392154842615128,0,,,,,,
839,0.05301371216773987,0,,,,,,
849,0.08336464315652847,0,,,,,,
859,0.13450761139392853,0,,,,,,
869,0.09835848212242126,0,,,,,,
879,0.07424141466617584,0,,,,,,
889,0.13865554332733154,0,,,,,,
899,0.10454032570123672,0,,,,,,
909,0.032009705901145935,0,,,,,,
919,0.024558110162615776,0,,,,,,
929,0.0696806088089943,0,,,,,,
939,0.03371743485331535,0,,,,,,
949,0.12152767926454544,0,,,,,,
959,0.10156214237213135,0,,,,,,
969,0.02986379712820053,0,,,,,,
979,0.07128999382257462,0,,,,,,
989,0.018255896866321564,0,,,,,,
999,0.0604473240673542,0,,,,,,
1009,0.11816196888685226,0,,,,,,
1015,,0,0.8774709701538086,0.10044270008802414,0.5169491767883301,0.5716948509216309,0.5491525530815125,
1019,0.0776543915271759,1,,,,,,
1029,0.05198262631893158,1,,,,,,
1039,0.056560058146715164,1,,,,,,
1049,0.13149309158325195,1,,,,,,
1059,0.06400098651647568,1,,,,,,
1069,0.026530442759394646,1,,,,,,
1079,0.03635503351688385,1,,,,,,
1089,0.041994307190179825,1,,,,,,
1099,0.0952334925532341,1,,,,,,
1109,0.10991708189249039,1,,,,,,
1119,0.06104401871562004,1,,,,,,
1129,0.030385097488760948,1,,,,,,
1139,0.0622369721531868,1,,,,,,
1149,0.01643461175262928,1,,,,,,
1159,0.0308722835034132,1,,,,,,
1169,0.024744974449276924,1,,,,,,
1179,0.015960266813635826,1,,,,,,
1189,0.027258872985839844,1,,,,,,
1199,0.09216105192899704,1,,,,,,
1209,0.09616995602846146,1,,,,,,
1219,0.059270039200782776,1,,,,,,
1229,0.027639072388410568,1,,,,,,
1239,0.05866855010390282,1,,,,,,
1249,0.07135028392076492,1,,,,,,
1259,0.05619676411151886,1,,,,,,
1269,0.03215006738901138,1,,,,,,
1279,0.02512083761394024,1,,,,,,
1289,0.02229837141931057,1,,,,,,
1299,0.07289021462202072,1,,,,,,
1309,0.044628337025642395,1,,,,,,
1319,0.06531931459903717,1,,,,,,
1329,0.024926166981458664,1,,,,,,
1339,0.0322086401283741,1,,,,,,
1349,0.0383712500333786,1,,,,,,
1359,0.006714750546962023,1,,,,,,
1369,0.06032320484519005,1,,,,,,
1379,0.03294363617897034,1,,,,,,
1389,0.009289823472499847,1,,,,,,
1399,0.06288986653089523,1,,,,,,
1409,0.017784632742404938,1,,,,,,
1419,0.10354191809892654,1,,,,,,
1429,0.05144961178302765,1,,,,,,
1439,0.06726795434951782,1,,,,,,
1449,0.04116588085889816,1,,,,,,
1459,0.055269546806812286,1,,,,,,
1469,0.09714969992637634,1,,,,,,
1479,0.012853861786425114,1,,,,,,
1489,0.08909524232149124,1,,,,,,
1499,0.035734500735998154,1,,,,,,
1509,0.10938746482133865,1,,,,,,
1519,0.025317449122667313,1,,,,,,
1529,0.036969948559999466,1,,,,,,
1539,0.07181114703416824,1,,,,,,
1549,0.00961711909621954,1,,,,,,
1559,0.06193022429943085,1,,,,,,
1569,0.023296460509300232,1,,,,,,
1579,0.10157936811447144,1,,,,,,
1589,0.016052717342972755,1,,,,,,
1599,0.030066167935729027,1,,,,,,
1609,0.06444358080625534,1,,,,,,
1619,0.09153376519680023,1,,,,,,
1629,0.009728486649692059,1,,,,,,
1639,0.039230551570653915,1,,,,,,
1649,0.03302251175045967,1,,,,,,
1659,0.010809320025146008,1,,,,,,
1669,0.07752861082553864,1,,,,,,
1679,0.0061334227211773396,1,,,,,,
1689,0.006586840376257896,1,,,,,,
1699,0.0399470329284668,1,,,,,,
1709,0.014857626520097256,1,,,,,,
1719,0.0175706185400486,1,,,,,,
1729,0.040996748954057693,1,,,,,,
1739,0.03500956669449806,1,,,,,,
1749,0.01990789920091629,1,,,,,,
1759,0.008705046027898788,1,,,,,,
1769,0.04705190286040306,1,,,,,,
1779,0.020681580528616905,1,,,,,,
1789,0.04341333359479904,1,,,,,,
1799,0.030667738988995552,1,,,,,,
1809,0.023193925619125366,1,,,,,,
1819,0.04028349369764328,1,,,,,,
1829,0.053028181195259094,1,,,,,,
1839,0.03130156174302101,1,,,,,,
1849,0.031205754727125168,1,,,,,,
1859,0.032074958086013794,1,,,,,,
1869,0.01580134965479374,1,,,,,,
1879,0.06184343993663788,1,,,,,,
1889,0.04873888939619064,1,,,,,,
1899,0.047395236790180206,1,,,,,,
1909,0.007532449439167976,1,,,,,,
1919,0.007737421430647373,1,,,,,,
1929,0.08091128617525101,1,,,,,,
1939,0.019333036616444588,1,,,,,,
1949,0.05725174397230148,1,,,,,,
1959,0.04299130663275719,1,,,,,,
1969,0.013991356827318668,1,,,,,,
1979,0.028727857396006584,1,,,,,,
1989,0.019362762570381165,1,,,,,,
1999,0.005364991724491119,1,,,,,,
