step,epoch,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
9,0,1.5825920104980469,,,,,,
19,0,1.2622848749160767,,,,,,
29,0,1.5312145948410034,,,,,,
39,0,0.9291741847991943,,,,,,
49,0,1.7264775037765503,,,,,,
59,0,0.9389353394508362,,,,,,
69,0,1.558253288269043,,,,,,
79,0,1.3947949409484863,,,,,,
89,0,0.9046018123626709,,,,,,
99,0,1.7406425476074219,,,,,,
109,0,1.5560415983200073,,,,,,
119,0,1.6004502773284912,,,,,,
129,0,0.8764457106590271,,,,,,
139,0,0.9594188928604126,,,,,,
149,0,0.5093530416488647,,,,,,
159,0,0.477417528629303,,,,,,
169,0,0.7712184190750122,,,,,,
179,0,0.9158831238746643,,,,,,
189,0,2.254030227661133,,,,,,
199,0,0.9222280979156494,,,,,,
202,0,,0.5450944900512695,0.8456885814666748,0.29004329442977905,0.4923766851425171,0.42329466342926025,
209,1,0.3750723600387573,,,,,,
219,1,1.6803827285766602,,,,,,
229,1,1.0307748317718506,,,,,,
239,1,1.2408626079559326,,,,,,
249,1,1.1736931800842285,,,,,,
259,1,1.3629376888275146,,,,,,
269,1,1.6639612913131714,,,,,,
279,1,0.5736085772514343,,,,,,
289,1,1.243198275566101,,,,,,
299,1,0.9250559210777283,,,,,,
309,1,0.5006201267242432,,,,,,
319,1,0.7999298572540283,,,,,,
329,1,0.400197833776474,,,,,,
339,1,0.7694227695465088,,,,,,
349,1,1.246358871459961,,,,,,
359,1,0.47643721103668213,,,,,,
369,1,0.6218971610069275,,,,,,
379,1,1.1767007112503052,,,,,,
389,1,0.6137346029281616,,,,,,
399,1,0.984752893447876,,,,,,
405,1,,0.6002392768859863,0.8655108213424683,0.3571428656578064,0.5549407601356506,0.381208211183548,
409,2,1.2887699604034424,,,,,,
419,2,1.014565110206604,,,,,,
429,2,0.24076193571090698,,,,,,
439,2,1.1428735256195068,,,,,,
449,2,0.6445319056510925,,,,,,
459,2,0.6802415251731873,,,,,,
469,2,0.4527871906757355,,,,,,
479,2,1.5740528106689453,,,,,,
489,2,1.4922809600830078,,,,,,
499,2,0.9226812720298767,,,,,,
509,2,1.0308953523635864,,,,,,
519,2,0.6792092323303223,,,,,,
529,2,0.36606037616729736,,,,,,
539,2,0.7541487216949463,,,,,,
549,2,0.8301559090614319,,,,,,
559,2,0.4399043619632721,,,,,,
569,2,2.028151035308838,,,,,,
579,2,0.6139522790908813,,,,,,
589,2,0.08874273300170898,,,,,,
599,2,0.17554877698421478,,,,,,
608,2,,0.6123717427253723,0.8716908097267151,0.3744588792324066,0.5720212459564209,0.3741343319416046,
609,3,0.0942661389708519,,,,,,
619,3,0.42895063757896423,,,,,,
629,3,0.6421583294868469,,,,,,
639,3,1.107930302619934,,,,,,
649,3,1.0692088603973389,,,,,,
659,3,0.47877171635627747,,,,,,
669,3,0.815693736076355,,,,,,
679,3,1.7605602741241455,,,,,,
689,3,0.19984610378742218,,,,,,
699,3,0.042907729744911194,,,,,,
709,3,0.7977502942085266,,,,,,
719,3,0.5115514993667603,,,,,,
729,3,1.1970570087432861,,,,,,
739,3,0.7885300517082214,,,,,,
749,3,0.7577903270721436,,,,,,
759,3,1.2052720785140991,,,,,,
769,3,0.08919592201709747,,,,,,
779,3,0.7786649465560913,,,,,,
789,3,1.1044780015945435,,,,,,
799,3,0.35424575209617615,,,,,,
809,3,0.616985559463501,,,,,,
811,3,,0.6235499382019043,0.8761184811592102,0.38311687111854553,0.5848013758659363,0.3771696984767914,
819,4,0.6392526626586914,,,,,,
829,4,0.0948820412158966,,,,,,
839,4,0.6887645125389099,,,,,,
849,4,0.6971315741539001,,,,,,
859,4,0.9238268136978149,,,,,,
869,4,0.25720781087875366,,,,,,
879,4,0.6129813194274902,,,,,,
889,4,0.22996534407138824,,,,,,
899,4,0.5792919397354126,,,,,,
909,4,0.6863721013069153,,,,,,
919,4,0.6339863538742065,,,,,,
929,4,0.9189059734344482,,,,,,
939,4,0.6619522571563721,,,,,,
949,4,0.45473983883857727,,,,,,
959,4,0.05066133290529251,,,,,,
969,4,1.0220413208007812,,,,,,
979,4,0.1551586240530014,,,,,,
989,4,0.2359209805727005,,,,,,
999,4,0.2717038691043854,,,,,,
1009,4,0.21341191232204437,,,,,,
1014,4,,0.6297312378883362,0.8782520294189453,0.380952388048172,0.5915367603302002,0.402366042137146,
1015,5,,,,,,,0.402366042137146
