epoch,train_loss,step,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score
0,0.610145092010498,9,,,,,,,,,,
0,0.43268096446990967,19,,,,,,,,,,
0,0.5603959560394287,29,,,,,,,,,,
0,0.4870561957359314,39,,,,,,,,,,
0,0.43446773290634155,49,,,,,,,,,,
0,0.2165411114692688,59,,,,,,,,,,
0,0.369577556848526,69,,,,,,,,,,
0,0.23627331852912903,79,,,,,,,,,,
0,0.3504769206047058,89,,,,,,,,,,
0,0.18980282545089722,99,,,,,,,,,,
0,0.3868524432182312,109,,,,,,,,,,
0,0.20131516456604004,119,,,,,,,,,,
0,0.27917543053627014,129,,,,,,,,,,
0,0.21934020519256592,139,,,,,,,,,,
0,0.20025674998760223,149,,,,,,,,,,
0,0.19256308674812317,159,,,,,,,,,,
0,0.18175821006298065,169,,,,,,,,,,
0,0.5017144083976746,179,,,,,,,,,,
0,,179,0.42270904779434204,0.8484771251678467,0.2090931385755539,0.36005255579948425,0.46381473541259766,,,,,
1,0.13659676909446716,189,,,,,,,,,,
1,0.16067194938659668,199,,,,,,,,,,
1,0.21285542845726013,209,,,,,,,,,,
1,0.1380569040775299,219,,,,,,,,,,
1,0.2499912530183792,229,,,,,,,,,,
1,0.25117650628089905,239,,,,,,,,,,
1,0.20832552015781403,249,,,,,,,,,,
1,0.18958808481693268,259,,,,,,,,,,
1,0.21423213183879852,269,,,,,,,,,,
1,0.18445761501789093,279,,,,,,,,,,
1,0.3742784857749939,289,,,,,,,,,,
1,0.11770295351743698,299,,,,,,,,,,
1,0.12369337677955627,309,,,,,,,,,,
1,0.18958915770053864,319,,,,,,,,,,
1,0.19157686829566956,329,,,,,,,,,,
1,0.26294898986816406,339,,,,,,,,,,
1,0.1591651886701584,349,,,,,,,,,,
1,0.4861455261707306,359,,,,,,,,,,
1,,359,0.4660135507583618,0.8583812713623047,0.18361131846904755,0.40341654419898987,0.4970162808895111,,,,,
2,0.160715252161026,369,,,,,,,,,,
2,0.159506693482399,379,,,,,,,,,,
2,0.1642402708530426,389,,,,,,,,,,
2,0.17890231311321259,399,,,,,,,,,,
2,0.23917840421199799,409,,,,,,,,,,
2,0.3904772102832794,419,,,,,,,,,,
2,0.12072985619306564,429,,,,,,,,,,
2,0.20071010291576385,439,,,,,,,,,,
2,0.114532470703125,449,,,,,,,,,,
2,0.09501247853040695,459,,,,,,,,,,
2,0.21448130905628204,469,,,,,,,,,,
2,0.19397005438804626,479,,,,,,,,,,
2,0.08946264535188675,489,,,,,,,,,,
2,0.11934300512075424,499,,,,,,,,,,
2,0.14632786810398102,509,,,,,,,,,,
2,0.125006765127182,519,,,,,,,,,,
2,0.10632535815238953,529,,,,,,,,,,
2,0.5890302658081055,539,,,,,,,,,,
2,,539,0.4760042130947113,0.8624834418296814,0.17166265845298767,0.411300927400589,0.5075555443763733,,,,,
3,0.19056189060211182,549,,,,,,,,,,
3,0.12712332606315613,559,,,,,,,,,,
3,0.1976420283317566,569,,,,,,,,,,
3,0.1304025799036026,579,,,,,,,,,,
3,0.19463858008384705,589,,,,,,,,,,
3,0.0861920565366745,599,,,,,,,,,,
3,0.19924376904964447,609,,,,,,,,,,
3,0.07332713156938553,619,,,,,,,,,,
3,0.12972241640090942,629,,,,,,,,,,
3,0.11471987515687943,639,,,,,,,,,,
3,0.12578751146793365,649,,,,,,,,,,
3,0.18868789076805115,659,,,,,,,,,,
3,0.12106209993362427,669,,,,,,,,,,
3,0.12706686556339264,679,,,,,,,,,,
3,0.21477358043193817,689,,,,,,,,,,
3,0.23232880234718323,699,,,,,,,,,,
3,0.08008119463920593,709,,,,,,,,,,
3,0.2835454046726227,719,,,,,,,,,,
3,,719,0.49375224113464355,0.867371141910553,0.16239261627197266,0.4283837080001831,0.5206067562103271,,,,,
4,0.3782987892627716,729,,,,,,,,,,
4,0.11489324271678925,739,,,,,,,,,,
4,0.1374666541814804,749,,,,,,,,,,
4,0.11343362927436829,759,,,,,,,,,,
4,0.09647447615861893,769,,,,,,,,,,
4,0.10103869438171387,779,,,,,,,,,,
4,0.20953068137168884,789,,,,,,,,,,
4,0.16559885442256927,799,,,,,,,,,,
4,0.06127072125673294,809,,,,,,,,,,
4,0.10580389201641083,819,,,,,,,,,,
4,0.24182306230068207,829,,,,,,,,,,
4,0.10328363627195358,839,,,,,,,,,,
4,0.26137280464172363,849,,,,,,,,,,
4,0.04690692201256752,859,,,,,,,,,,
4,0.1523222178220749,869,,,,,,,,,,
4,0.24583420157432556,879,,,,,,,,,,
4,0.08603721112012863,889,,,,,,,,,,
4,0.30601993203163147,899,,,,,,,,,,
4,,899,0.49322497844696045,0.8680697083473206,0.159749835729599,0.42969775199890137,0.5210445523262024,,,,,
5,,900,,,,,,0.42969775199890137,0.49322497844696045,0.159749835729599,0.5210445523262024,0.8680697083473206
