train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score
0.7205951809883118,9,0,,,,,,,,,,
0.39411747455596924,19,0,,,,,,,,,,
0.4851337969303131,29,0,,,,,,,,,,
0.4970755875110626,39,0,,,,,,,,,,
0.47291502356529236,49,0,,,,,,,,,,
0.25280308723449707,59,0,,,,,,,,,,
0.3820365071296692,69,0,,,,,,,,,,
0.21065446734428406,79,0,,,,,,,,,,
0.42082440853118896,89,0,,,,,,,,,,
0.1827487349510193,99,0,,,,,,,,,,
0.32219621539115906,109,0,,,,,,,,,,
0.20873765647411346,119,0,,,,,,,,,,
0.2024044692516327,129,0,,,,,,,,,,
0.24633188545703888,139,0,,,,,,,,,,
0.23525546491146088,149,0,,,,,,,,,,
0.23873189091682434,159,0,,,,,,,,,,
0.16150414943695068,169,0,,,,,,,,,,
0.30460822582244873,179,0,,,,,,,,,,
,179,0,0.42572590708732605,0.4665115177631378,0.21074602007865906,0.3653087913990021,0.8490024209022522,,,,,
0.08700360357761383,189,1,,,,,,,,,,
0.18961553275585175,199,1,,,,,,,,,,
0.1772531270980835,209,1,,,,,,,,,,
0.1669948846101761,219,1,,,,,,,,,,
0.29564106464385986,229,1,,,,,,,,,,
0.2594430446624756,239,1,,,,,,,,,,
0.23882123827934265,249,1,,,,,,,,,,
0.18818606436252594,259,1,,,,,,,,,,
0.23515154421329498,269,1,,,,,,,,,,
0.18522882461547852,279,1,,,,,,,,,,
0.379512220621109,289,1,,,,,,,,,,
0.16816286742687225,299,1,,,,,,,,,,
0.15009582042694092,309,1,,,,,,,,,,
0.1735001653432846,319,1,,,,,,,,,,
0.16878730058670044,329,1,,,,,,,,,,
0.3002164363861084,339,1,,,,,,,,,,
0.19501173496246338,349,1,,,,,,,,,,
0.42388516664505005,359,1,,,,,,,,,,
,359,1,0.4808555245399475,0.5105211138725281,0.1858048439025879,0.4165571630001068,0.862551748752594,,,,,
0.1910976767539978,369,2,,,,,,,,,,
0.1894395351409912,379,2,,,,,,,,,,
0.1992741972208023,389,2,,,,,,,,,,
0.17238757014274597,399,2,,,,,,,,,,
0.2601514160633087,409,2,,,,,,,,,,
0.40205174684524536,419,2,,,,,,,,,,
0.15758249163627625,429,2,,,,,,,,,,
0.21883441507816315,439,2,,,,,,,,,,
0.13420456647872925,449,2,,,,,,,,,,
0.1017438992857933,459,2,,,,,,,,,,
0.22045573592185974,469,2,,,,,,,,,,
0.1758984625339508,479,2,,,,,,,,,,
0.13142307102680206,489,2,,,,,,,,,,
0.09330116212368011,499,2,,,,,,,,,,
0.16648612916469574,509,2,,,,,,,,,,
0.10633508861064911,519,2,,,,,,,,,,
0.15999464690685272,529,2,,,,,,,,,,
0.30483245849609375,539,2,,,,,,,,,,
,539,2,0.47408005595207214,0.5027770400047302,0.17462953925132751,0.40998685359954834,0.8604164123535156,,,,,
0.11363242566585541,549,3,,,,,,,,,,
0.15569008886814117,559,3,,,,,,,,,,
0.23386543989181519,569,3,,,,,,,,,,
0.13424597680568695,579,3,,,,,,,,,,
0.11553747951984406,589,3,,,,,,,,,,
0.1068224310874939,599,3,,,,,,,,,,
0.2543122172355652,609,3,,,,,,,,,,
0.10743262618780136,619,3,,,,,,,,,,
0.12022444605827332,629,3,,,,,,,,,,
0.13915742933750153,639,3,,,,,,,,,,
0.08842497318983078,649,3,,,,,,,,,,
0.20873640477657318,659,3,,,,,,,,,,
0.1187402755022049,669,3,,,,,,,,,,
0.11328976601362228,679,3,,,,,,,,,,
0.2371072620153427,689,3,,,,,,,,,,
0.19548332691192627,699,3,,,,,,,,,,
0.07616206258535385,709,3,,,,,,,,,,
0.13133838772773743,719,3,,,,,,,,,,
,719,3,0.4906524419784546,0.5201613903045654,0.165088951587677,0.4283837080001831,0.8661118149757385,,,,,
0.3857100307941437,729,4,,,,,,,,,,
0.10132258385419846,739,4,,,,,,,,,,
0.1346486657857895,749,4,,,,,,,,,,
0.11865932494401932,759,4,,,,,,,,,,
0.11312165856361389,769,4,,,,,,,,,,
0.13104085624217987,779,4,,,,,,,,,,
0.1683298796415329,789,4,,,,,,,,,,
0.10603812336921692,799,4,,,,,,,,,,
0.08662568032741547,809,4,,,,,,,,,,
0.19182483851909637,819,4,,,,,,,,,,
0.19549262523651123,829,4,,,,,,,,,,
0.1020602211356163,839,4,,,,,,,,,,
0.24240919947624207,849,4,,,,,,,,,,
0.05770304799079895,859,4,,,,,,,,,,
0.17685213685035706,869,4,,,,,,,,,,
0.2783282399177551,879,4,,,,,,,,,,
0.0563877671957016,889,4,,,,,,,,,,
0.6044427156448364,899,4,,,,,,,,,,
,899,4,0.5072702169418335,0.533413290977478,0.1611204743385315,0.4494086802005768,0.8711488842964172,,,,,
,900,5,,,,,,0.5072702169418335,0.533413290977478,0.1611204743385315,0.4494086802005768,0.8711488842964172
