train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_loss
1.205003023147583,0,9,,,,,,
0.20827773213386536,0,19,,,,,,
0.489264577627182,0,29,,,,,,
0.374346524477005,0,39,,,,,,
0.31577637791633606,0,49,,,,,,
0.5931988954544067,0,59,,,,,,
0.4366387724876404,0,69,,,,,,
0.654886782169342,0,79,,,,,,
0.3717430830001831,0,89,,,,,,
0.7753218412399292,0,99,,,,,,
,0,102,0.8592397570610046,0.5605373382568359,0.1412624567747116,0.32300883531570435,0.5060209035873413,
0.5588035583496094,1,109,,,,,,
2.0650038719177246,1,119,,,,,,
0.9582995772361755,1,129,,,,,,
0.08191405981779099,1,139,,,,,,
0.7620816230773926,1,149,,,,,,
0.12226321548223495,1,159,,,,,,
0.26422569155693054,1,169,,,,,,
0.19680143892765045,1,179,,,,,,
0.32192662358283997,1,189,,,,,,
0.436048299074173,1,199,,,,,,
,1,205,0.8706205487251282,0.589916467666626,0.1408354938030243,0.38053098320961,0.546689510345459,
0.1728944480419159,2,209,,,,,,
0.28099051117897034,2,219,,,,,,
0.131049245595932,2,229,,,,,,
0.2605063021183014,2,239,,,,,,
0.18030264973640442,2,249,,,,,,
0.08470813930034637,2,259,,,,,,
0.31019526720046997,2,269,,,,,,
0.07237059623003006,2,279,,,,,,
0.5521907210350037,2,289,,,,,,
0.1338699460029602,2,299,,,,,,
,2,308,0.8754563331604004,0.608791708946228,0.13615171611309052,0.4115044176578522,0.5721765756607056,
0.10286571085453033,3,309,,,,,,
0.09943445771932602,3,319,,,,,,
0.15908285975456238,3,329,,,,,,
0.05341536924242973,3,339,,,,,,
0.21371866762638092,3,349,,,,,,
0.15665894746780396,3,359,,,,,,
0.06125170737504959,3,369,,,,,,
0.21591581404209137,3,379,,,,,,
0.0662500187754631,3,389,,,,,,
0.17004573345184326,3,399,,,,,,
0.184625506401062,3,409,,,,,,
,3,411,0.8776149749755859,0.6091744899749756,0.1401207596063614,0.4292035400867462,0.5782434940338135,
0.08230459690093994,4,419,,,,,,
0.13705921173095703,4,429,,,,,,
0.24509894847869873,4,439,,,,,,
0.019579313695430756,4,449,,,,,,
0.036857642233371735,4,459,,,,,,
0.0186918955296278,4,469,,,,,,
0.07054378092288971,4,479,,,,,,
0.21192529797554016,4,489,,,,,,
0.019193755462765694,4,499,,,,,,
0.09967275708913803,4,509,,,,,,
,4,514,0.8805202841758728,0.6108145117759705,0.14857298135757446,0.44247788190841675,0.5866394639015198,
,5,515,,,,,,0.14857298135757446
