step,train_loss,epoch,val_qa_sas,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_loss,test_loss
9,0.09347282350063324,0,,,,,,
19,0.11183896660804749,0,,,,,,
29,0.05693444237112999,0,,,,,,
39,0.07638158649206161,0,,,,,,
49,0.06659501791000366,0,,,,,,
59,0.055717214941978455,0,,,,,,
69,0.06625211238861084,0,,,,,,
79,0.05238725617527962,0,,,,,,
89,0.054630447179079056,0,,,,,,
99,0.06621089577674866,0,,,,,,
109,0.07446828484535217,0,,,,,,
119,0.059839703142642975,0,,,,,,
129,0.04196237772703171,0,,,,,,
139,0.0536324568092823,0,,,,,,
149,0.04429776966571808,0,,,,,,
159,0.058104876428842545,0,,,,,,
169,0.04821116477251053,0,,,,,,
179,0.09029797464609146,0,,,,,,
189,0.04998235031962395,0,,,,,,
189,,0,0.37568399310112,0.21052631735801697,0.28896474838256836,0.834441065788269,0.11109679937362671,
199,0.05051995813846588,1,,,,,,
209,0.034478846937417984,1,,,,,,
219,0.04940582439303398,1,,,,,,
229,0.053809069097042084,1,,,,,,
239,0.06634669005870819,1,,,,,,
249,0.048301566392183304,1,,,,,,
259,0.03322494775056839,1,,,,,,
269,0.045450277626514435,1,,,,,,
279,0.04302145540714264,1,,,,,,
289,0.061621736735105515,1,,,,,,
299,0.058259401470422745,1,,,,,,
309,0.061603378504514694,1,,,,,,
319,0.03740380331873894,1,,,,,,
329,0.057412803173065186,1,,,,,,
339,0.051059477031230927,1,,,,,,
349,0.051692087203264236,1,,,,,,
359,0.07375391572713852,1,,,,,,
369,0.039979949593544006,1,,,,,,
379,0.11039653420448303,1,,,,,,
379,,1,0.37550637125968933,0.21329639852046967,0.29561343789100647,0.8376245498657227,0.12686291337013245,
389,0.0460798479616642,2,,,,,,
399,0.030703941360116005,2,,,,,,
409,0.047086603939533234,2,,,,,,
419,0.04872595891356468,2,,,,,,
429,0.061080075800418854,2,,,,,,
439,0.04301666468381882,2,,,,,,
449,0.030100448057055473,2,,,,,,
459,0.04054443538188934,2,,,,,,
469,0.03854379430413246,2,,,,,,
479,0.05770546942949295,2,,,,,,
489,0.05453072488307953,2,,,,,,
499,0.05445580184459686,2,,,,,,
509,0.03291447460651398,2,,,,,,
519,0.05165278539061546,2,,,,,,
529,0.04436041787266731,2,,,,,,
539,0.04672415181994438,2,,,,,,
549,0.06074264645576477,2,,,,,,
559,0.03523116931319237,2,,,,,,
569,0.11967375874519348,2,,,,,,
569,,2,0.3774997889995575,0.22160664200782776,0.29681530594825745,0.839728057384491,0.1343584805727005,
579,0.03823862969875336,3,,,,,,
589,0.024608923122286797,3,,,,,,
599,0.04394696280360222,3,,,,,,
609,0.043757881969213486,3,,,,,,
619,0.056392110884189606,3,,,,,,
629,0.03659071773290634,3,,,,,,
639,0.026858322322368622,3,,,,,,
649,0.034842364490032196,3,,,,,,
659,0.03313928842544556,3,,,,,,
669,0.05170026794075966,3,,,,,,
679,0.048644956201314926,3,,,,,,
689,0.04691528528928757,3,,,,,,
699,0.027855364605784416,3,,,,,,
709,0.04453018680214882,3,,,,,,
719,0.036238763481378555,3,,,,,,
729,0.03789270669221878,3,,,,,,
739,0.049181900918483734,3,,,,,,
749,0.03193770721554756,3,,,,,,
759,0.0049871900118887424,3,,,,,,
759,,3,0.37767860293388367,0.23268698155879974,0.30874666571617126,0.8397899270057678,0.17784956097602844,
769,0.028173798695206642,4,,,,,,
779,0.018512114882469177,4,,,,,,
789,0.04030664265155792,4,,,,,,
799,0.03158789128065109,4,,,,,,
809,0.040407419204711914,4,,,,,,
819,0.02825765684247017,4,,,,,,
829,0.020921483635902405,4,,,,,,
839,0.0260684322565794,4,,,,,,
849,0.026948897168040276,4,,,,,,
859,0.04086187481880188,4,,,,,,
869,0.04057787358760834,4,,,,,,
879,0.03027302958071232,4,,,,,,
889,0.017294548451900482,4,,,,,,
899,0.03357265517115593,4,,,,,,
909,0.019945058971643448,4,,,,,,
919,0.022875363007187843,4,,,,,,
929,0.029785767197608948,4,,,,,,
939,0.02606593444943428,4,,,,,,
949,0.00010770559310913086,4,,,,,,
949,,4,0.3882337212562561,0.24653740227222443,0.31957751512527466,0.8412560224533081,0.28896838426589966,
950,,5,,,,,,0.28896838426589966
