train_loss,step,epoch,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_loss
0.2635030448436737,9,0,,,,,,
0.20294390618801117,19,0,,,,,,
1.2063766717910767,29,0,,,,,,
0.17874862253665924,39,0,,,,,,
0.11318012326955795,49,0,,,,,,
0.435494989156723,59,0,,,,,,
0.28557002544403076,69,0,,,,,,
0.10283076763153076,79,0,,,,,,
1.2423489093780518,89,0,,,,,,
0.16978392004966736,99,0,,,,,,
0.12552212178707123,109,0,,,,,,
0.1893337368965149,119,0,,,,,,
0.2280799001455307,129,0,,,,,,
0.1947106122970581,139,0,,,,,,
0.1343638151884079,149,0,,,,,,
0.05526244267821312,159,0,,,,,,
0.09254366904497147,169,0,,,,,,
0.062194984406232834,179,0,,,,,,
0.3025926351547241,189,0,,,,,,
0.09960078448057175,199,0,,,,,,
0.27846166491508484,209,0,,,,,,
0.09017763286828995,219,0,,,,,,
0.10691245645284653,229,0,,,,,,
0.06224219128489494,239,0,,,,,,
0.10905342549085617,249,0,,,,,,
0.08912117034196854,259,0,,,,,,
0.06823737174272537,269,0,,,,,,
0.0669398084282875,279,0,,,,,,
0.07088413834571838,289,0,,,,,,
0.07209600508213043,299,0,,,,,,
0.08299479633569717,309,0,,,,,,
0.09563064575195312,319,0,,,,,,
0.14573076367378235,329,0,,,,,,
0.07044480741024017,339,0,,,,,,
0.07609990239143372,349,0,,,,,,
0.05833708867430687,359,0,,,,,,
0.07639721781015396,369,0,,,,,,
0.041874829679727554,379,0,,,,,,
0.10685586929321289,389,0,,,,,,
0.11799581348896027,399,0,,,,,,
0.11671813577413559,409,0,,,,,,
0.05134537070989609,419,0,,,,,,
0.05749330297112465,429,0,,,,,,
0.13963109254837036,439,0,,,,,,
0.08368860930204391,449,0,,,,,,
0.05158776044845581,459,0,,,,,,
0.07816608995199203,469,0,,,,,,
0.02705402858555317,479,0,,,,,,
0.04360191896557808,489,0,,,,,,
0.08444762229919434,499,0,,,,,,
0.07615454494953156,509,0,,,,,,
0.0635652020573616,519,0,,,,,,
0.10023673623800278,529,0,,,,,,
0.04827286675572395,539,0,,,,,,
0.0404372364282608,549,0,,,,,,
,551,0,0.6712688207626343,0.06785938143730164,0.21666666865348816,0.5972569584846497,0.8865915536880493,
0.06364943087100983,559,1,,,,,,
0.09673663973808289,569,1,,,,,,
0.0397237092256546,579,1,,,,,,
0.06744319200515747,589,1,,,,,,
0.07464613020420074,599,1,,,,,,
0.06489916145801544,609,1,,,,,,
0.047348786145448685,619,1,,,,,,
0.08384151756763458,629,1,,,,,,
0.10235977917909622,639,1,,,,,,
0.07224098592996597,649,1,,,,,,
0.04005241394042969,659,1,,,,,,
0.039606161415576935,669,1,,,,,,
0.03493346646428108,679,1,,,,,,
0.03967086225748062,689,1,,,,,,
0.07265841215848923,699,1,,,,,,
0.03295710310339928,709,1,,,,,,
0.04310597479343414,719,1,,,,,,
0.037253692746162415,729,1,,,,,,
0.056050773710012436,739,1,,,,,,
