step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
9,0,0.5074484348297119,,,,,,
19,0,0.161109060049057,,,,,,
29,0,0.37006330490112305,,,,,,
39,0,0.29054030776023865,,,,,,
49,0,0.3268180787563324,,,,,,
59,0,2.240607500076294,,,,,,
69,0,0.24882441759109497,,,,,,
79,0,0.24561503529548645,,,,,,
89,0,0.22107169032096863,,,,,,
99,0,0.15529803931713104,,,,,,
109,0,0.2712130546569824,,,,,,
119,0,0.8198401927947998,,,,,,
129,0,0.19836142659187317,,,,,,
139,0,0.033864330500364304,,,,,,
149,0,0.1258806437253952,,,,,,
159,0,0.13351507484912872,,,,,,
169,0,0.14404302835464478,,,,,,
179,0,0.16482524573802948,,,,,,
189,0,0.1487140953540802,,,,,,
199,0,0.10940510034561157,,,,,,
209,0,0.08258656412363052,,,,,,
219,0,0.30271002650260925,,,,,,
229,0,0.11649394035339355,,,,,,
239,0,0.7970291972160339,,,,,,
249,0,0.4030524492263794,,,,,,
259,0,0.28437551856040955,,,,,,
269,0,0.15810653567314148,,,,,,
279,0,0.07500883936882019,,,,,,
289,0,0.05140112712979317,,,,,,
299,0,0.25397050380706787,,,,,,
309,0,0.08880630135536194,,,,,,
319,0,0.11788569390773773,,,,,,
329,0,0.0719478502869606,,,,,,
339,0,0.1811034232378006,,,,,,
349,0,0.6559426784515381,,,,,,
359,0,0.26238736510276794,,,,,,
369,0,0.47582921385765076,,,,,,
379,0,0.23530049622058868,,,,,,
389,0,0.18704530596733093,,,,,,
399,0,0.24604810774326324,,,,,,
409,0,0.15896931290626526,,,,,,
419,0,0.21580305695533752,,,,,,
429,0,0.1369197815656662,,,,,,
439,0,0.1570729911327362,,,,,,
449,0,0.16387616097927094,,,,,,
459,0,0.20604953169822693,,,,,,
469,0,0.2769971191883087,,,,,,
479,0,0.15543802082538605,,,,,,
489,0,0.10454140603542328,,,,,,
499,0,0.09576079249382019,,,,,,
509,0,0.08480913937091827,,,,,,
519,0,0.09491714835166931,,,,,,
529,0,0.17045694589614868,,,,,,
539,0,0.1071227639913559,,,,,,
549,0,0.08345907181501389,,,,,,
559,0,0.04254996031522751,,,,,,
569,0,0.16100433468818665,,,,,,
579,0,0.05274778977036476,,,,,,
589,0,0.06925016641616821,,,,,,
599,0,0.1545010656118393,,,,,,
609,0,0.0786578357219696,,,,,,
619,0,0.10241756588220596,,,,,,
629,0,0.10034744441509247,,,,,,
639,0,0.08863625675439835,,,,,,
649,0,0.050632309168577194,,,,,,
