step,epoch,train_loss,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
9,0,0.4092830419540405,,,,,,
19,0,0.16560746729373932,,,,,,
29,0,0.29814544320106506,,,,,,
39,0,0.2637900114059448,,,,,,
49,0,0.3844483494758606,,,,,,
59,0,0.15295477211475372,,,,,,
69,0,0.716164231300354,,,,,,
79,0,0.29742464423179626,,,,,,
89,0,0.11874646693468094,,,,,,
99,0,0.1333959996700287,,,,,,
109,0,0.1428135335445404,,,,,,
119,0,0.9644434452056885,,,,,,
129,0,0.5754124522209167,,,,,,
139,0,0.5558275580406189,,,,,,
149,0,0.4553491473197937,,,,,,
159,0,0.13212236762046814,,,,,,
169,0,0.1591450273990631,,,,,,
179,0,0.21359403431415558,,,,,,
189,0,0.17327748239040375,,,,,,
199,0,0.18937508761882782,,,,,,
209,0,0.3863993287086487,,,,,,
219,0,0.2039584219455719,,,,,,
229,0,0.14318111538887024,,,,,,
239,0,0.778022289276123,,,,,,
249,0,0.12032143026590347,,,,,,
259,0,0.4560183584690094,,,,,,
269,0,0.24324722588062286,,,,,,
279,0,0.3995698392391205,,,,,,
289,0,0.19248268008232117,,,,,,
299,0,0.3207807242870331,,,,,,
309,0,0.7437891364097595,,,,,,
319,0,0.17443878948688507,,,,,,
329,0,0.34205254912376404,,,,,,
339,0,0.20996573567390442,,,,,,
349,0,0.18218909204006195,,,,,,
351,0,,0.821401059627533,0.40298569202423096,0.16346392035484314,0.4245421886444092,0.3558282256126404,
359,1,0.30383673310279846,,,,,,
369,1,0.14660310745239258,,,,,,
379,1,0.14617277681827545,,,,,,
389,1,0.2538614273071289,,,,,,
399,1,0.09882353246212006,,,,,,
409,1,0.14858420193195343,,,,,,
419,1,0.10689879953861237,,,,,,
429,1,0.08340250700712204,,,,,,
439,1,0.1263134777545929,,,,,,
449,1,0.4350665211677551,,,,,,
459,1,0.6218546032905579,,,,,,
469,1,0.2727847993373871,,,,,,
479,1,0.08410871773958206,,,,,,
489,1,0.3331725299358368,,,,,,
499,1,0.35604557394981384,,,,,,
509,1,0.3039994239807129,,,,,,
519,1,0.12512695789337158,,,,,,
529,1,0.07388820499181747,,,,,,
539,1,0.11922250688076019,,,,,,
549,1,0.42557719349861145,,,,,,
559,1,0.11455802619457245,,,,,,
569,1,0.11556556820869446,,,,,,
579,1,0.087101049721241,,,,,,
589,1,0.5344921946525574,,,,,,
599,1,0.10474935919046402,,,,,,
609,1,0.20573587715625763,,,,,,
619,1,0.10015205293893814,,,,,,
629,1,0.2442675083875656,,,,,,
639,1,0.290359228849411,,,,,,
649,1,0.12532028555870056,,,,,,
659,1,0.12263578176498413,,,,,,
669,1,0.1978229135274887,,,,,,
679,1,0.39524897933006287,,,,,,
689,1,0.1422940343618393,,,,,,
699,1,0.06997157633304596,,,,,,
703,1,,0.8328668475151062,0.44065922498703003,0.12652763724327087,0.4718596935272217,0.39263802766799927,
709,2,0.23088330030441284,,,,,,
719,2,0.06538882106542587,,,,,,
729,2,0.22792786359786987,,,,,,
739,2,0.28609034419059753,,,,,,
749,2,0.11682883650064468,,,,,,
759,2,0.2981536090373993,,,,,,
769,2,0.07605626434087753,,,,,,
779,2,0.3920415937900543,,,,,,
789,2,0.16170355677604675,,,,,,
799,2,0.10120769590139389,,,,,,
809,2,0.38298219442367554,,,,,,
819,2,0.049463044852018356,,,,,,
829,2,0.08104556053876877,,,,,,
839,2,0.3692788779735565,,,,,,
849,2,0.04433310404419899,,,,,,
859,2,0.07064680010080338,,,,,,
869,2,0.07955880463123322,,,,,,
879,2,0.052886877208948135,,,,,,
889,2,0.16894835233688354,,,,,,
899,2,0.25263354182243347,,,,,,
909,2,0.08577612787485123,,,,,,
919,2,0.06991629302501678,,,,,,
929,2,0.06835711002349854,,,,,,
939,2,0.1197044774889946,,,,,,
949,2,0.070237897336483,,,,,,
959,2,0.2726530432701111,,,,,,
969,2,0.05194038525223732,,,,,,
979,2,0.04141196608543396,,,,,,
989,2,0.07704157382249832,,,,,,
999,2,0.07650770992040634,,,,,,
1009,2,0.28461137413978577,,,,,,
1019,2,0.0800049901008606,,,,,,
1029,2,0.13744421303272247,,,,,,
1039,2,0.07681196928024292,,,,,,
1049,2,0.0739462673664093,,,,,,
1055,2,,0.8473187685012817,0.4904160797595978,0.12455248087644577,0.5153070092201233,0.44325152039527893,
1059,3,0.06890137493610382,,,,,,
1069,3,0.17165184020996094,,,,,,
1079,3,0.06419556587934494,,,,,,
1089,3,0.13921374082565308,,,,,,
1099,3,0.05904986336827278,,,,,,
1109,3,0.07211171090602875,,,,,,
1119,3,0.1105336919426918,,,,,,
1129,3,0.10072824358940125,,,,,,
1139,3,0.2646441161632538,,,,,,
1149,3,0.11741392314434052,,,,,,
1159,3,0.08738984912633896,,,,,,
1169,3,0.1168273463845253,,,,,,
1179,3,0.16443316638469696,,,,,,
1189,3,0.0850321352481842,,,,,,
1199,3,0.07261241972446442,,,,,,
1209,3,0.11711379140615463,,,,,,
1219,3,0.07566016912460327,,,,,,
1229,3,0.2072015404701233,,,,,,
1239,3,0.06605519354343414,,,,,,
1249,3,0.6770938038825989,,,,,,
1259,3,0.0897340402007103,,,,,,
1269,3,0.37817370891571045,,,,,,
1279,3,0.11842471361160278,,,,,,
1289,3,0.10428634285926819,,,,,,
1299,3,0.057212330400943756,,,,,,
1309,3,0.058410122990608215,,,,,,
1319,3,0.21901938319206238,,,,,,
1329,3,0.4547516107559204,,,,,,
1339,3,0.198207288980484,,,,,,
1349,3,0.43399688601493835,,,,,,
1359,3,0.12886957824230194,,,,,,
1369,3,0.20488645136356354,,,,,,
1379,3,0.06708940863609314,,,,,,
1389,3,0.06191031262278557,,,,,,
1399,3,0.09423442929983139,,,,,,
1407,3,,0.854229211807251,0.5131250619888306,0.11066421866416931,0.5355483293533325,0.4677914083003998,
1409,4,0.36134040355682373,,,,,,
1419,4,0.11916195601224899,,,,,,
1429,4,0.021520063281059265,,,,,,
1439,4,0.045422423630952835,,,,,,
1449,4,0.1605512797832489,,,,,,
1459,4,0.04638821259140968,,,,,,
1469,4,0.09421326965093613,,,,,,
1479,4,0.16833023726940155,,,,,,
1489,4,0.25838911533355713,,,,,,
1499,4,0.12575237452983856,,,,,,
1509,4,0.4637950658798218,,,,,,
