step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,test_loss
9,0.12352234125137329,0,,,,,,
19,0.07557064294815063,0,,,,,,
29,0.0671805739402771,0,,,,,,
39,0.059428755193948746,0,,,,,,
49,0.05787336081266403,0,,,,,,
59,0.05118510499596596,0,,,,,,
69,0.04456315562129021,0,,,,,,
79,0.06273861974477768,0,,,,,,
89,0.0702492743730545,0,,,,,,
99,0.022175822407007217,0,,,,,,
109,0.05549848452210426,0,,,,,,
119,0.05972405523061752,0,,,,,,
129,0.030372217297554016,0,,,,,,
139,0.05165223404765129,0,,,,,,
149,0.04597069323062897,0,,,,,,
159,0.0345899797976017,0,,,,,,
169,0.02559688501060009,0,,,,,,
179,0.041327785700559616,0,,,,,,
189,0.0428093783557415,0,,,,,,
199,0.025215469300746918,0,,,,,,
209,0.05818672105669975,0,,,,,,
219,0.03826013579964638,0,,,,,,
229,0.028159882873296738,0,,,,,,
239,0.04168480634689331,0,,,,,,
249,0.04753373935818672,0,,,,,,
259,0.04071754217147827,0,,,,,,
269,0.02686375379562378,0,,,,,,
279,0.036102987825870514,0,,,,,,
289,0.04561186581850052,0,,,,,,
299,0.028445258736610413,0,,,,,,
309,0.04325965791940689,0,,,,,,
319,0.05003061890602112,0,,,,,,
329,0.038637399673461914,0,,,,,,
339,0.056216806173324585,0,,,,,,
349,0.020776886492967606,0,,,,,,
359,0.03239786624908447,0,,,,,,
369,0.03349317982792854,0,,,,,,
379,0.02656390517950058,0,,,,,,
389,0.03240557014942169,0,,,,,,
399,0.04427142068743706,0,,,,,,
409,0.05316260829567909,0,,,,,,
419,0.03213541582226753,0,,,,,,
429,0.03131586313247681,0,,,,,,
439,0.04699840396642685,0,,,,,,
449,0.05232043191790581,0,,,,,,
459,0.025479672476649284,0,,,,,,
469,0.019512785598635674,0,,,,,,
479,0.03371644765138626,0,,,,,,
489,0.03589125722646713,0,,,,,,
499,0.05210801586508751,0,,,,,,
509,0.04838642477989197,0,,,,,,
519,0.030701544135808945,0,,,,,,
529,0.03535181283950806,0,,,,,,
539,0.03603452816605568,0,,,,,,
549,0.032616760581731796,0,,,,,,
559,0.04182136803865433,0,,,,,,
569,0.03262985125184059,0,,,,,,
579,0.03408055379986763,0,,,,,,
589,0.05216624587774277,0,,,,,,
599,0.03191239386796951,0,,,,,,
609,0.03446159511804581,0,,,,,,
619,0.01907174475491047,0,,,,,,
628,,0,0.3173011541366577,0.8420352935791016,0.09749303758144379,0.40970784425735474,0.2495238035917282,
629,0.027723729610443115,1,,,,,,
639,0.029293851926922798,1,,,,,,
649,0.030576635152101517,1,,,,,,
659,0.043685492128133774,1,,,,,,
669,0.03143332526087761,1,,,,,,
679,0.03575870394706726,1,,,,,,
689,0.03437896445393562,1,,,,,,
699,0.038045432418584824,1,,,,,,
709,0.027066025882959366,1,,,,,,
719,0.017111483961343765,1,,,,,,
729,0.022605087608098984,1,,,,,,
739,0.04108656942844391,1,,,,,,
749,0.057336173951625824,1,,,,,,
759,0.033370211720466614,1,,,,,,
769,0.029128871858119965,1,,,,,,
779,0.04970012977719307,1,,,,,,
789,0.018230708315968513,1,,,,,,
799,0.02714533917605877,1,,,,,,
809,0.03300448879599571,1,,,,,,
819,0.021318066865205765,1,,,,,,
829,0.04712885245680809,1,,,,,,
839,0.027953874319791794,1,,,,,,
849,0.04303761571645737,1,,,,,,
859,0.02977735921740532,1,,,,,,
869,0.03820575028657913,1,,,,,,
879,0.03007986769080162,1,,,,,,
889,0.028773730620741844,1,,,,,,
899,0.027463793754577637,1,,,,,,
909,0.023400049656629562,1,,,,,,
919,0.03887930512428284,1,,,,,,
929,0.024583330377936363,1,,,,,,
939,0.038834184408187866,1,,,,,,
949,0.030133461579680443,1,,,,,,
959,0.036500610411167145,1,,,,,,
969,0.02982018142938614,1,,,,,,
979,0.04211689904332161,1,,,,,,
989,0.02641916833817959,1,,,,,,
999,0.02574789896607399,1,,,,,,
1009,0.03115890547633171,1,,,,,,
1019,0.04940444976091385,1,,,,,,
1029,0.03481161221861839,1,,,,,,
1039,0.028901545330882072,1,,,,,,
1049,0.019636888056993484,1,,,,,,
1059,0.025546304881572723,1,,,,,,
1069,0.04314103722572327,1,,,,,,
1079,0.05485601723194122,1,,,,,,
1089,0.04614218696951866,1,,,,,,
1099,0.013902252539992332,1,,,,,,
1109,0.0363440178334713,1,,,,,,
1119,0.056731387972831726,1,,,,,,
1129,0.03078547492623329,1,,,,,,
1139,0.028798626735806465,1,,,,,,
1149,0.02617700584232807,1,,,,,,
1159,0.042310040444135666,1,,,,,,
1169,0.02647325210273266,1,,,,,,
1179,0.03747943043708801,1,,,,,,
1189,0.050168391317129135,1,,,,,,
1199,0.0256402138620615,1,,,,,,
1209,0.038129016757011414,1,,,,,,
1219,0.047222234308719635,1,,,,,,
1229,0.04395395889878273,1,,,,,,
1239,0.028979264199733734,1,,,,,,
1249,0.04115171730518341,1,,,,,,
1257,,1,0.32337620854377747,0.8427034020423889,0.09497343748807907,0.4075312316417694,0.25904762744903564,
1259,0.031161285936832428,2,,,,,,
1269,0.026452669873833656,2,,,,,,
1279,0.029461132362484932,2,,,,,,
1289,0.02344440668821335,2,,,,,,
1299,0.06602802127599716,2,,,,,,
1309,0.049215514212846756,2,,,,,,
1319,0.0338553860783577,2,,,,,,
1329,0.028727427124977112,2,,,,,,
1339,0.038946665823459625,2,,,,,,
1349,0.021318987011909485,2,,,,,,
1359,0.04525249823927879,2,,,,,,
1369,0.026771605014801025,2,,,,,,
1379,0.026482202112674713,2,,,,,,
1389,0.0328281968832016,2,,,,,,
1399,0.03289707005023956,2,,,,,,
1409,0.032653387635946274,2,,,,,,
1419,0.03977181389927864,2,,,,,,
1429,0.020225943997502327,2,,,,,,
1439,0.03315572440624237,2,,,,,,
1449,0.04297536611557007,2,,,,,,
1459,0.0493205301463604,2,,,,,,
1469,0.03183235973119736,2,,,,,,
1479,0.0280561875551939,2,,,,,,
1489,0.029408369213342667,2,,,,,,
1499,0.03025873564183712,2,,,,,,
1509,0.0249311663210392,2,,,,,,
1519,0.045593246817588806,2,,,,,,
1529,0.01867026835680008,2,,,,,,
1539,0.06744087487459183,2,,,,,,
1549,0.03401206433773041,2,,,,,,
1559,0.03569634631276131,2,,,,,,
1569,0.032347340136766434,2,,,,,,
1579,0.023078877478837967,2,,,,,,
1589,0.02987677976489067,2,,,,,,
1599,0.016025735065340996,2,,,,,,
1609,0.03008715622127056,2,,,,,,
1619,0.02897433564066887,2,,,,,,
1629,0.03519057855010033,2,,,,,,
1639,0.04364616423845291,2,,,,,,
1649,0.03414783254265785,2,,,,,,
1659,0.013474683277308941,2,,,,,,
1669,0.04323100671172142,2,,,,,,
1679,0.03626124933362007,2,,,,,,
1689,0.029706979170441628,2,,,,,,
1699,0.014889294281601906,2,,,,,,
1709,0.03360506892204285,2,,,,,,
1719,0.042103298008441925,2,,,,,,
1729,0.039719223976135254,2,,,,,,
1739,0.033015452325344086,2,,,,,,
1749,0.022385742515325546,2,,,,,,
1759,0.030268965288996696,2,,,,,,
1769,0.0249800905585289,2,,,,,,
1779,0.03578682988882065,2,,,,,,
1789,0.0285579152405262,2,,,,,,
1799,0.0427832268178463,2,,,,,,
1809,0.025563392788171768,2,,,,,,
1819,0.043466806411743164,2,,,,,,
1829,0.02564876899123192,2,,,,,,
1839,0.017797185108065605,2,,,,,,
1849,0.032342392951250076,2,,,,,,
1859,0.04527832940220833,2,,,,,,
1869,0.03551328182220459,2,,,,,,
1879,0.01979874260723591,2,,,,,,
1886,,2,0.35905784368515015,0.8517323732376099,0.09529684484004974,0.43987181782722473,0.2971428632736206,
1889,0.02469376102089882,3,,,,,,
1899,0.02792762592434883,3,,,,,,
1909,0.01198992133140564,3,,,,,,
1919,0.013353267684578896,3,,,,,,
1929,0.025599846616387367,3,,,,,,
1939,0.05328359827399254,3,,,,,,
1949,0.024824922904372215,3,,,,,,
1959,0.0305112823843956,3,,,,,,
1969,0.022393491119146347,3,,,,,,
1979,0.033586159348487854,3,,,,,,
1989,0.02437865175306797,3,,,,,,
1999,0.04403810575604439,3,,,,,,
2009,0.016896503046154976,3,,,,,,
2019,0.01354260090738535,3,,,,,,
2029,0.02105124108493328,3,,,,,,
2039,0.023536454886198044,3,,,,,,
2049,0.021799718961119652,3,,,,,,
2059,0.009712288156151772,3,,,,,,
2069,0.03037279099225998,3,,,,,,
2079,0.023505227640271187,3,,,,,,
2089,0.02321138046681881,3,,,,,,
2099,0.034766800701618195,3,,,,,,
2109,0.025536468252539635,3,,,,,,
2119,0.036357246339321136,3,,,,,,
2129,0.013552137650549412,3,,,,,,
2139,0.0213630273938179,3,,,,,,
2149,0.01988977938890457,3,,,,,,
2159,0.01248206477612257,3,,,,,,
2169,0.01167879905551672,3,,,,,,
2179,0.0313839428126812,3,,,,,,
2189,0.021646281704306602,3,,,,,,
2199,0.019912665709853172,3,,,,,,
2209,0.02023671753704548,3,,,,,,
2219,0.022367067635059357,3,,,,,,
2229,0.02740432135760784,3,,,,,,
2239,0.013597464188933372,3,,,,,,
2249,0.022811120375990868,3,,,,,,
2259,0.013333645649254322,3,,,,,,
2269,0.01575733721256256,3,,,,,,
2279,0.014903057366609573,3,,,,,,
2289,0.019346976652741432,3,,,,,,
2299,0.009505162946879864,3,,,,,,
2309,0.009323197416961193,3,,,,,,
2319,0.004228169564157724,3,,,,,,
2329,0.00478785065934062,3,,,,,,
2339,0.012058070860803127,3,,,,,,
2349,0.0164616871625185,3,,,,,,
2359,0.021630367264151573,3,,,,,,
2369,0.021868616342544556,3,,,,,,
2379,0.02887139283120632,3,,,,,,
2389,0.018774379044771194,3,,,,,,
2399,0.011703112162649632,3,,,,,,
2409,0.016273297369480133,3,,,,,,
2419,0.01516314409673214,3,,,,,,
2429,0.023123791441321373,3,,,,,,
2439,0.009937627241015434,3,,,,,,
2449,0.016376174986362457,3,,,,,,
2459,0.01247485913336277,3,,,,,,
2469,0.019265130162239075,3,,,,,,
2479,0.007821362465620041,3,,,,,,
2489,0.02310910075902939,3,,,,,,
2499,0.015684839338064194,3,,,,,,
2509,0.027984431013464928,3,,,,,,
2515,,3,0.35750484466552734,0.851893424987793,0.11516006290912628,0.43789154291152954,0.2914285659790039,
2519,0.018303019925951958,4,,,,,,
2529,0.00489833066239953,4,,,,,,
2539,0.001905965618789196,4,,,,,,
2549,0.011635744012892246,4,,,,,,
2559,0.02625562809407711,4,,,,,,
2569,0.009636234492063522,4,,,,,,
2579,0.0048899343237280846,4,,,,,,
2589,0.023640770465135574,4,,,,,,
2599,0.004892958793789148,4,,,,,,
2609,0.014959435909986496,4,,,,,,
2619,0.009643811732530594,4,,,,,,
2629,0.004253603983670473,4,,,,,,
2639,0.004888677969574928,4,,,,,,
2649,0.0009688222780823708,4,,,,,,
2659,0.019567370414733887,4,,,,,,
2669,0.0012156219454482198,4,,,,,,
2679,0.014828037470579147,4,,,,,,
2689,0.0013040931662544608,4,,,,,,
2699,0.005482111591845751,4,,,,,,
2709,0.004523881711065769,4,,,,,,
2719,0.005819534882903099,4,,,,,,
2729,0.012482723221182823,4,,,,,,
2739,0.005141621455550194,4,,,,,,
2749,0.011714063584804535,4,,,,,,
2759,0.002706703031435609,4,,,,,,
2769,0.008004622533917427,4,,,,,,
2779,0.0030521596781909466,4,,,,,,
2789,0.0062184096314013,4,,,,,,
2799,0.003044017357751727,4,,,,,,
2809,0.00035668755299411714,4,,,,,,
2819,0.0028202435933053493,4,,,,,,
2829,0.009986414574086666,4,,,,,,
2839,0.00406321045011282,4,,,,,,
2849,0.0048055946826934814,4,,,,,,
2859,0.005386806093156338,4,,,,,,
2869,0.00635503139346838,4,,,,,,
2879,0.001353657920844853,4,,,,,,
2889,0.0006730536697432399,4,,,,,,
2899,0.003985357936471701,4,,,,,,
2909,0.004211572464555502,4,,,,,,
2919,0.0012749953893944621,4,,,,,,
2929,0.008126312866806984,4,,,,,,
2939,0.0016610368620604277,4,,,,,,
