step,epoch,train_loss,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
9,0,1.2449560165405273,,,,,,
19,0,0.3471166789531708,,,,,,
29,0,0.21393156051635742,,,,,,
39,0,0.43798643350601196,,,,,,
49,0,0.2184436321258545,,,,,,
59,0,0.3834671378135681,,,,,,
69,0,0.2100849151611328,,,,,,
79,0,0.12768788635730743,,,,,,
89,0,0.10766978561878204,,,,,,
99,0,0.1409280002117157,,,,,,
109,0,0.24485993385314941,,,,,,
119,0,0.36597710847854614,,,,,,
129,0,0.26412954926490784,,,,,,
139,0,0.5185503959655762,,,,,,
149,0,0.22302517294883728,,,,,,
159,0,0.45049071311950684,,,,,,
169,0,0.2304317206144333,,,,,,
179,0,0.3092848062515259,,,,,,
189,0,0.2503693103790283,,,,,,
199,0,0.488188236951828,,,,,,
209,0,0.13572725653648376,,,,,,
219,0,0.3552723526954651,,,,,,
229,0,0.22530962526798248,,,,,,
239,0,0.1497534215450287,,,,,,
249,0,0.2648208737373352,,,,,,
259,0,0.18490652740001678,,,,,,
269,0,0.13780587911605835,,,,,,
279,0,0.18196916580200195,,,,,,
289,0,0.3602564334869385,,,,,,
299,0,0.6402475833892822,,,,,,
309,0,0.17291417717933655,,,,,,
319,0,0.11281364411115646,,,,,,
329,0,0.15605145692825317,,,,,,
339,0,0.28085416555404663,,,,,,
344,0,,0.8242592215538025,0.40524545311927795,0.1595306545495987,0.42709797620773315,0.35119888186454773,
349,1,0.21312856674194336,,,,,,
359,1,0.5071631073951721,,,,,,
369,1,0.11973214894533157,,,,,,
379,1,0.17353510856628418,,,,,,
389,1,0.15754303336143494,,,,,,
399,1,0.20921160280704498,,,,,,
409,1,0.13611441850662231,,,,,,
419,1,0.08417162299156189,,,,,,
429,1,0.22698505222797394,,,,,,
439,1,0.1416037529706955,,,,,,
449,1,0.11797870695590973,,,,,,
459,1,0.35192781686782837,,,,,,
469,1,0.351528525352478,,,,,,
479,1,0.14314886927604675,,,,,,
489,1,0.1427934765815735,,,,,,
499,1,0.20966005325317383,,,,,,
509,1,0.15102045238018036,,,,,,
519,1,0.16342300176620483,,,,,,
529,1,0.14046962559223175,,,,,,
539,1,0.48989883065223694,,,,,,
549,1,0.30142486095428467,,,,,,
559,1,0.33392155170440674,,,,,,
569,1,0.12284157425165176,,,,,,
579,1,0.13227732479572296,,,,,,
589,1,0.13057942688465118,,,,,,
599,1,0.15359260141849518,,,,,,
609,1,0.29371771216392517,,,,,,
619,1,0.46250537037849426,,,,,,
629,1,0.13754945993423462,,,,,,
639,1,0.18088799715042114,,,,,,
649,1,0.07541798055171967,,,,,,
659,1,0.30577248334884644,,,,,,
669,1,0.22205138206481934,,,,,,
679,1,0.14061149954795837,,,,,,
689,1,0.30588629841804504,,,,,,
689,1,,0.8352137207984924,0.4429662227630615,0.14128099381923676,0.46119627356529236,0.38504937291145325,
699,2,0.07824739068746567,,,,,,
