step,epoch,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
9,0,1.3031114339828491,,,,,,
19,0,0.6058273315429688,,,,,,
29,0,1.0095394849777222,,,,,,
39,0,1.4149832725524902,,,,,,
49,0,0.518000602722168,,,,,,
59,0,2.1201558113098145,,,,,,
69,0,0.33210045099258423,,,,,,
79,0,0.5954077839851379,,,,,,
89,0,1.0271917581558228,,,,,,
99,0,2.054640054702759,,,,,,
109,0,0.33104878664016724,,,,,,
119,0,0.6965857744216919,,,,,,
129,0,1.1570446491241455,,,,,,
139,0,0.9961954951286316,,,,,,
149,0,0.8803188800811768,,,,,,
159,0,0.4134160280227661,,,,,,
169,0,0.7716885805130005,,,,,,
179,0,0.9258971214294434,,,,,,
189,0,0.572591245174408,,,,,,
199,0,1.0215630531311035,,,,,,
204,0,,0.4950968623161316,0.8170849680900574,0.22675736248493195,0.43756893277168274,0.32293441891670227,
209,1,0.604194164276123,,,,,,
219,1,0.8983387351036072,,,,,,
229,1,0.45781242847442627,,,,,,
239,1,0.19599789381027222,,,,,,
249,1,1.1534653902053833,,,,,,
259,1,0.3117184042930603,,,,,,
269,1,0.9872475266456604,,,,,,
279,1,1.5032379627227783,,,,,,
289,1,0.19012369215488434,,,,,,
299,1,0.5303946733474731,,,,,,
309,1,0.49793541431427,,,,,,
319,1,1.6440379619598389,,,,,,
329,1,0.778598964214325,,,,,,
339,1,1.1612141132354736,,,,,,
349,1,0.3756835460662842,,,,,,
359,1,1.107634425163269,,,,,,
369,1,0.49300768971443176,,,,,,
379,1,1.5468379259109497,,,,,,
389,1,0.9925935864448547,,,,,,
399,1,1.4218449592590332,,,,,,
409,1,1.0193147659301758,,,,,,
409,1,,0.5691859722137451,0.8490275144577026,0.29705214500427246,0.5120936036109924,0.3088570535182953,
419,2,0.7034299373626709,,,,,,
429,2,0.9302792549133301,,,,,,
439,2,0.3067055642604828,,,,,,
449,2,0.33296144008636475,,,,,,
459,2,1.1275911331176758,,,,,,
469,2,1.1191720962524414,,,,,,
479,2,1.3345088958740234,,,,,,
489,2,1.8854511976242065,,,,,,
499,2,0.3615388572216034,,,,,,
509,2,1.0395796298980713,,,,,,
519,2,0.16084516048431396,,,,,,
529,2,0.9482520818710327,,,,,,
539,2,1.0055087804794312,,,,,,
549,2,0.29528510570526123,,,,,,
559,2,0.525761067867279,,,,,,
569,2,0.6508950591087341,,,,,,
579,2,0.3739010691642761,,,,,,
589,2,0.6189353466033936,,,,,,
599,2,0.5988796949386597,,,,,,
609,2,0.8014349937438965,,,,,,
614,2,,0.6277340650558472,0.8703435659408569,0.32879817485809326,0.5713646411895752,0.300984650850296,
619,3,0.5037779211997986,,,,,,
629,3,0.7288308143615723,,,,,,
639,3,0.35669100284576416,,,,,,
649,3,0.1463019847869873,,,,,,
659,3,0.8712291717529297,,,,,,
669,3,0.22925393283367157,,,,,,
679,3,0.8776224851608276,,,,,,
689,3,1.0874158143997192,,,,,,
699,3,0.14492571353912354,,,,,,
709,3,0.4035637676715851,,,,,,
719,3,0.42596548795700073,,,,,,
729,3,1.4547843933105469,,,,,,
739,3,0.6707322597503662,,,,,,
749,3,0.8971951007843018,,,,,,
759,3,0.29440855979919434,,,,,,
769,3,0.9392098188400269,,,,,,
779,3,0.3232291638851166,,,,,,
789,3,1.4720903635025024,,,,,,
799,3,0.954472005367279,,,,,,
809,3,1.2542972564697266,,,,,,
819,3,0.9206010103225708,,,,,,
819,3,,0.6322581768035889,0.8729482889175415,0.3469387888908386,0.5800032019615173,0.2931245267391205,
829,4,0.678888201713562,,,,,,
839,4,0.7426894307136536,,,,,,
849,4,0.30257537961006165,,,,,,
859,4,0.2529408633708954,,,,,,
869,4,0.959057092666626,,,,,,
879,4,1.0943974256515503,,,,,,
889,4,1.2831799983978271,,,,,,
899,4,1.668450951576233,,,,,,
909,4,0.2289515733718872,,,,,,
919,4,0.9359723329544067,,,,,,
929,4,0.16694174706935883,,,,,,
939,4,0.8829532861709595,,,,,,
949,4,0.8932760953903198,,,,,,
959,4,0.29126033186912537,,,,,,
969,4,0.4618171453475952,,,,,,
979,4,0.5464743375778198,,,,,,
989,4,0.31705671548843384,,,,,,
999,4,0.4899880886077881,,,,,,
1009,4,0.520841121673584,,,,,,
1019,4,0.6631747484207153,,,,,,
1024,4,,0.6572441458702087,0.879688560962677,0.37641721963882446,0.6024225950241089,0.2940063178539276,
1025,5,,,,,,,0.2940063178539276
