epoch,step,train_loss,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas
0,9,1.7277584075927734,,,,,,,,,,
0,19,1.0294883251190186,,,,,,,,,,
0,29,0.7785117626190186,,,,,,,,,,
0,39,0.7097674012184143,,,,,,,,,,
0,49,0.9345002174377441,,,,,,,,,,
0,59,0.5064787268638611,,,,,,,,,,
0,69,0.34038153290748596,,,,,,,,,,
0,79,1.5567108392715454,,,,,,,,,,
0,89,0.5963613390922546,,,,,,,,,,
0,94,,0.8518138527870178,0.43167248368263245,0.5907862186431885,0.2936288118362427,0.3622649013996124,,,,,
1,99,0.8656711578369141,,,,,,,,,,
1,109,0.26837095618247986,,,,,,,,,,
1,119,0.5118697881698608,,,,,,,,,,
1,129,0.7076459527015686,,,,,,,,,,
1,139,0.8706949353218079,,,,,,,,,,
1,149,0.7197484970092773,,,,,,,,,,
1,159,0.27087557315826416,,,,,,,,,,
1,169,1.1562143564224243,,,,,,,,,,
1,179,0.9615222811698914,,,,,,,,,,
1,189,0.7997598052024841,,,,,,,,,,
1,189,,0.8889516592025757,0.5617038607597351,0.5309761762619019,0.4432132840156555,0.523684024810791,,,,,
2,199,0.5363399386405945,,,,,,,,,,
2,209,0.6937620639801025,,,,,,,,,,
2,219,0.46549853682518005,,,,,,,,,,
2,229,0.3434596061706543,,,,,,,,,,
2,239,0.5849488973617554,,,,,,,,,,
2,249,0.5480231046676636,,,,,,,,,,
2,259,0.8255272507667542,,,,,,,,,,
2,269,0.5170244574546814,,,,,,,,,,
2,279,0.6115403175354004,,,,,,,,,,
2,284,,0.9000157117843628,0.6053944230079651,0.5088273286819458,0.5041550993919373,0.570854127407074,,,,,
3,289,0.7684811949729919,,,,,,,,,,
3,299,0.33331620693206787,,,,,,,,,,
3,309,0.856347918510437,,,,,,,,,,
3,319,0.39164024591445923,,,,,,,,,,
3,329,0.6447076201438904,,,,,,,,,,
3,339,0.3133961260318756,,,,,,,,,,
3,349,1.3394361734390259,,,,,,,,,,
3,359,0.803946852684021,,,,,,,,,,
3,369,0.6749624013900757,,,,,,,,,,
3,379,0.9848480820655823,,,,,,,,,,
3,379,,0.9020177721977234,0.6148098111152649,0.49479156732559204,0.49584487080574036,0.5819019675254822,,,,,
4,389,0.23732703924179077,,,,,,,,,,
4,399,0.579775333404541,,,,,,,,,,
4,409,0.12026777118444443,,,,,,,,,,
4,419,0.9109209179878235,,,,,,,,,,
4,429,0.4918384552001953,,,,,,,,,,
4,439,0.08519329875707626,,,,,,,,,,
4,449,0.5662392973899841,,,,,,,,,,
4,459,0.7106499075889587,,,,,,,,,,
4,469,0.15260374546051025,,,,,,,,,,
4,474,,0.9006898999214172,0.609990656375885,0.4877513647079468,0.49584487080574036,0.576789915561676,,,,,
5,475,,,,,,,0.49584487080574036,0.576789915561676,0.9006898999214172,0.4877513647079468,0.609990656375885
