step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0.7008604407310486,0,,,,,,
19,0.34211039543151855,0,,,,,,
29,0.2519531846046448,0,,,,,,
39,0.2091897577047348,0,,,,,,
49,0.2863331437110901,0,,,,,,
59,0.17526687681674957,0,,,,,,
69,0.298616886138916,0,,,,,,
79,0.11681253463029861,0,,,,,,
89,0.10692650079727173,0,,,,,,
99,0.12129606306552887,0,,,,,,
109,0.18921731412410736,0,,,,,,
119,0.2496400624513626,0,,,,,,
129,0.12689167261123657,0,,,,,,
139,0.1813672035932541,0,,,,,,
149,0.15438805520534515,0,,,,,,
159,0.09956475347280502,0,,,,,,
169,0.14984823763370514,0,,,,,,
179,0.08254238963127136,0,,,,,,
189,0.18019939959049225,0,,,,,,
199,0.0644182562828064,0,,,,,,
209,0.10892052948474884,0,,,,,,
219,0.18873277306556702,0,,,,,,
229,0.19215074181556702,0,,,,,,
239,0.10877512395381927,0,,,,,,
249,0.2692357301712036,0,,,,,,
259,0.08680703490972519,0,,,,,,
269,0.1650228500366211,0,,,,,,
279,0.09234759956598282,0,,,,,,
289,0.09307211637496948,0,,,,,,
299,0.24150188267230988,0,,,,,,
309,0.10853539407253265,0,,,,,,
319,0.12131959199905396,0,,,,,,
329,0.1709444522857666,0,,,,,,
339,0.2370278686285019,0,,,,,,
349,0.15522229671478271,0,,,,,,
356,,0,0.24838532507419586,0.09776563942432404,0.19055373966693878,0.3041552007198334,0.7858180999755859,
359,0.1366104632616043,1,,,,,,
369,0.07387831807136536,1,,,,,,
379,0.2019272744655609,1,,,,,,
389,0.12196296453475952,1,,,,,,
399,0.12799693644046783,1,,,,,,
409,0.2279329001903534,1,,,,,,
419,0.19948047399520874,1,,,,,,
429,0.1591356247663498,1,,,,,,
439,0.11674812436103821,1,,,,,,
449,0.23338139057159424,1,,,,,,
459,0.14359760284423828,1,,,,,,
469,0.10040050745010376,1,,,,,,
479,0.20812006294727325,1,,,,,,
489,0.12862183153629303,1,,,,,,
499,0.10213112086057663,1,,,,,,
509,0.08947744965553284,1,,,,,,
519,0.14059586822986603,1,,,,,,
529,0.20053817331790924,1,,,,,,
539,0.11967568099498749,1,,,,,,
549,0.10382780432701111,1,,,,,,
559,0.18028229475021362,1,,,,,,
569,0.11806094646453857,1,,,,,,
579,0.11709226667881012,1,,,,,,
589,0.08024140447378159,1,,,,,,
599,0.1551104336977005,1,,,,,,
609,0.12103131413459778,1,,,,,,
619,0.21718768775463104,1,,,,,,
629,0.10898052155971527,1,,,,,,
639,0.05424663797020912,1,,,,,,
649,0.12971511483192444,1,,,,,,
659,0.16923612356185913,1,,,,,,
669,0.11994429677724838,1,,,,,,
679,0.08849187195301056,1,,,,,,
689,0.10335852205753326,1,,,,,,
699,0.0767236277461052,1,,,,,,
709,0.07748878747224808,1,,,,,,
713,,1,0.2677977979183197,0.11290505528450012,0.21335504949092865,0.3234924077987671,0.794442355632782,
719,0.07826017588376999,2,,,,,,
729,0.12952420115470886,2,,,,,,
739,0.03892071172595024,2,,,,,,
749,0.09172607213258743,2,,,,,,
759,0.09091130644083023,2,,,,,,
769,0.10328055918216705,2,,,,,,
779,0.07273737341165543,2,,,,,,
789,0.07017195969820023,2,,,,,,
799,0.22384096682071686,2,,,,,,
809,0.09528275579214096,2,,,,,,
819,0.08345220237970352,2,,,,,,
829,0.09176524728536606,2,,,,,,
839,0.1511402577161789,2,,,,,,
849,0.05592413246631622,2,,,,,,
859,0.065406933426857,2,,,,,,
