epoch,train_loss,step,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
0,1.2373379468917847,9,,,,,,,,,,
0,0.47239023447036743,19,,,,,,,,,,
0,0.8511297106742859,29,,,,,,,,,,
0,0.4780164659023285,39,,,,,,,,,,
0,0.6338053941726685,49,,,,,,,,,,
0,0.3616918623447418,59,,,,,,,,,,
0,0.29351258277893066,69,,,,,,,,,,
0,0.3779127597808838,79,,,,,,,,,,
0,0.2915532886981964,89,,,,,,,,,,
0,0.36587852239608765,99,,,,,,,,,,
0,0.357975572347641,109,,,,,,,,,,
0,0.35859379172325134,119,,,,,,,,,,
0,0.24098409712314606,129,,,,,,,,,,
0,0.44868266582489014,139,,,,,,,,,,
0,0.23502306640148163,149,,,,,,,,,,
0,0.31825047731399536,159,,,,,,,,,,
0,0.1626884639263153,169,,,,,,,,,,
0,,178,0.2833876311779022,0.7940255999565125,0.2277916818857193,0.3526611328125,0.32533180713653564,,,,,
1,0.21432620286941528,179,,,,,,,,,,
1,0.22729147970676422,189,,,,,,,,,,
1,0.2668505012989044,199,,,,,,,,,,
1,0.14682503044605255,209,,,,,,,,,,
1,0.2170695811510086,219,,,,,,,,,,
1,0.31247222423553467,229,,,,,,,,,,
1,0.2556692361831665,239,,,,,,,,,,
1,0.30945998430252075,249,,,,,,,,,,
1,0.23580819368362427,259,,,,,,,,,,
1,0.22113628685474396,269,,,,,,,,,,
1,0.21938498318195343,279,,,,,,,,,,
1,0.20839324593544006,289,,,,,,,,,,
1,0.37554967403411865,299,,,,,,,,,,
1,0.2536143362522125,309,,,,,,,,,,
1,0.19961711764335632,319,,,,,,,,,,
1,0.20615865290164948,329,,,,,,,,,,
1,0.2291029393672943,339,,,,,,,,,,
1,0.2092135101556778,349,,,,,,,,,,
1,,357,0.3485341966152191,0.8132843375205994,0.19521303474903107,0.40476012229919434,0.3941570520401001,,,,,
2,0.2340526431798935,359,,,,,,,,,,
2,0.20418961346149445,369,,,,,,,,,,
2,0.3148059844970703,379,,,,,,,,,,
2,0.21745263040065765,389,,,,,,,,,,
2,0.17357467114925385,399,,,,,,,,,,
2,0.21602731943130493,409,,,,,,,,,,
2,0.2419837862253189,419,,,,,,,,,,
2,0.1567862182855606,429,,,,,,,,,,
2,0.23979519307613373,439,,,,,,,,,,
2,0.30070629715919495,449,,,,,,,,,,
2,0.3212575614452362,459,,,,,,,,,,
2,0.1693839281797409,469,,,,,,,,,,
2,0.29584363102912903,479,,,,,,,,,,
2,0.15203535556793213,489,,,,,,,,,,
2,0.24355477094650269,499,,,,,,,,,,
2,0.12039768695831299,509,,,,,,,,,,
2,0.18185612559318542,519,,,,,,,,,,
2,0.21779662370681763,529,,,,,,,,,,
2,,536,0.38110747933387756,0.8370825052261353,0.18664738535881042,0.44968199729919434,0.43196937441825867,,,,,
3,0.20014618337154388,539,,,,,,,,,,
3,0.19106589257717133,549,,,,,,,,,,
3,0.2849540710449219,559,,,,,,,,,,
3,0.16761259734630585,569,,,,,,,,,,
3,0.2105746567249298,579,,,,,,,,,,
3,0.15122999250888824,589,,,,,,,,,,
3,0.17787645757198334,599,,,,,,,,,,
3,0.3309241235256195,609,,,,,,,,,,
3,0.15075047314167023,619,,,,,,,,,,
3,0.17043447494506836,629,,,,,,,,,,
3,0.15959784388542175,639,,,,,,,,,,
3,0.25054576992988586,649,,,,,,,,,,
3,0.18332864344120026,659,,,,,,,,,,
3,0.20949997007846832,669,,,,,,,,,,
3,0.21000921726226807,679,,,,,,,,,,
3,0.19019140303134918,689,,,,,,,,,,
3,0.15031751990318298,699,,,,,,,,,,
3,0.16215330362319946,709,,,,,,,,,,
3,,715,0.3973941504955292,0.8354694843292236,0.17202231287956238,0.45220789313316345,0.44493064284324646,,,,,
4,0.12583325803279877,719,,,,,,,,,,
4,0.19872377812862396,729,,,,,,,,,,
4,0.13938140869140625,739,,,,,,,,,,
4,0.11997359991073608,749,,,,,,,,,,
4,0.26834365725517273,759,,,,,,,,,,
4,0.21392399072647095,769,,,,,,,,,,
4,0.14034231007099152,779,,,,,,,,,,
4,0.17858612537384033,789,,,,,,,,,,
4,0.175151526927948,799,,,,,,,,,,
4,0.1543537974357605,809,,,,,,,,,,
4,0.20670638978481293,819,,,,,,,,,,
4,0.19364573061466217,829,,,,,,,,,,
4,0.21851864457130432,839,,,,,,,,,,
4,0.20595647394657135,849,,,,,,,,,,
4,0.15362189710140228,859,,,,,,,,,,
4,0.19407963752746582,869,,,,,,,,,,
4,0.203351229429245,879,,,,,,,,,,
4,0.11503123492002487,889,,,,,,,,,,
4,,894,0.4267100989818573,0.8459405303001404,0.16215334832668304,0.47898513078689575,0.47302693128585815,,,,,
5,,895,,,,,,0.16215334832668304,0.8459405303001404,0.47302693128585815,0.47898513078689575,0.4267100989818573
