train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
0.11660586297512054,9,0,,,,,,
0.09297622740268707,19,0,,,,,,
0.051771800965070724,29,0,,,,,,
0.05343211069703102,39,0,,,,,,
0.07283325493335724,49,0,,,,,,
0.06197499483823776,59,0,,,,,,
0.057711757719516754,69,0,,,,,,
0.07636991143226624,79,0,,,,,,
0.07246797531843185,89,0,,,,,,
0.061241939663887024,99,0,,,,,,
0.05536894127726555,109,0,,,,,,
0.04851071164011955,119,0,,,,,,
0.09470421820878983,129,0,,,,,,
0.06374716013669968,139,0,,,,,,
0.060658521950244904,149,0,,,,,,
0.05638691410422325,159,0,,,,,,
0.043354764580726624,169,0,,,,,,
0.059995416551828384,179,0,,,,,,
0.07273627072572708,189,0,,,,,,
,189,0,0.11869662255048752,0.2435508668422699,0.18105849623680115,0.3503096401691437,0.8282623291015625,
0.05353827401995659,199,1,,,,,,
0.059552811086177826,209,1,,,,,,
0.06172885373234749,219,1,,,,,,
0.061376653611660004,229,1,,,,,,
0.05457077920436859,239,1,,,,,,
0.06772305071353912,249,1,,,,,,
0.06750339269638062,259,1,,,,,,
0.04818736016750336,269,1,,,,,,
0.07464838027954102,279,1,,,,,,
0.049230799078941345,289,1,,,,,,
0.06800944358110428,299,1,,,,,,
0.04939846694469452,309,1,,,,,,
0.0680268257856369,319,1,,,,,,
0.04747491329908371,329,1,,,,,,
0.07204758375883102,339,1,,,,,,
0.06628888100385666,349,1,,,,,,
0.051145631819963455,359,1,,,,,,
0.054964330047369,369,1,,,,,,
0.05830783396959305,379,1,,,,,,
,379,1,0.0798720046877861,0.24332965910434723,0.19220055639743805,0.32982757687568665,0.8081607222557068,
0.0642363429069519,389,2,,,,,,
0.06063816696405411,399,2,,,,,,
0.05465000867843628,409,2,,,,,,
0.06074933707714081,419,2,,,,,,
0.048904743045568466,429,2,,,,,,
0.05856577679514885,439,2,,,,,,
0.06213325262069702,449,2,,,,,,
0.04920511320233345,459,2,,,,,,
0.06710910052061081,469,2,,,,,,
0.053316693753004074,479,2,,,,,,
0.07169114053249359,489,2,,,,,,
0.049244511872529984,499,2,,,,,,
0.06005525961518288,509,2,,,,,,
0.048538051545619965,519,2,,,,,,
0.06615684926509857,529,2,,,,,,
0.06003056466579437,539,2,,,,,,
0.03628704324364662,549,2,,,,,,
0.0522179938852787,559,2,,,,,,
0.056424349546432495,569,2,,,,,,
,569,2,0.07807721942663193,0.24149179458618164,0.18941503763198853,0.32382094860076904,0.8078000545501709,
0.11024659872055054,579,3,,,,,,
0.0557086244225502,589,3,,,,,,
0.04858288913965225,599,3,,,,,,
0.05627131089568138,609,3,,,,,,
0.04441193491220474,619,3,,,,,,
0.05344471335411072,629,3,,,,,,
0.054163798689842224,639,3,,,,,,
0.04367707297205925,649,3,,,,,,
0.05926322191953659,659,3,,,,,,
0.04858051612973213,669,3,,,,,,
0.06343898922204971,679,3,,,,,,
0.04704856872558594,689,3,,,,,,
0.0543157234787941,699,3,,,,,,
0.045510221272706985,709,3,,,,,,
0.05662316456437111,719,3,,,,,,
0.05393756926059723,729,3,,,,,,
0.03247860446572304,739,3,,,,,,
0.044815294444561005,749,3,,,,,,
0.039943061769008636,759,3,,,,,,
,759,3,0.08469358086585999,0.2733204662799835,0.21727019548416138,0.3607253432273865,0.8273921608924866,
0.046521544456481934,769,4,,,,,,
0.05420884117484093,779,4,,,,,,
0.04013729467988014,789,4,,,,,,
0.05359650030732155,799,4,,,,,,
0.0356895849108696,809,4,,,,,,
0.043642446398735046,819,4,,,,,,
0.0435740202665329,829,4,,,,,,
0.033086590468883514,839,4,,,,,,
0.04387272149324417,849,4,,,,,,
0.04112682864069939,859,4,,,,,,
0.04836820065975189,869,4,,,,,,
0.04206527769565582,879,4,,,,,,
0.04073403403162956,889,4,,,,,,
0.03668328747153282,899,4,,,,,,
0.03910093382000923,909,4,,,,,,
0.040558312088251114,919,4,,,,,,
0.023383930325508118,929,4,,,,,,
0.031040780246257782,939,4,,,,,,
0.017628835514187813,949,4,,,,,,
,949,4,0.11297739297151566,0.2800866663455963,0.22284123301506042,0.360807329416275,0.8308781385421753,
,950,5,,,,,,0.11297739297151566
