train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
0.5311592817306519,0,9,,,,,,
0.9445606470108032,0,19,,,,,,
0.35137349367141724,0,29,,,,,,
0.4150657057762146,0,39,,,,,,
0.5382359027862549,0,49,,,,,,
0.19378691911697388,0,59,,,,,,
0.15767917037010193,0,69,,,,,,
0.7758724689483643,0,79,,,,,,
0.1353420913219452,0,89,,,,,,
0.34615641832351685,0,99,,,,,,
0.30995097756385803,0,109,,,,,,
0.22909775376319885,0,119,,,,,,
0.23379072546958923,0,129,,,,,,
0.13346810638904572,0,139,,,,,,
0.29159361124038696,0,149,,,,,,
0.28342390060424805,0,159,,,,,,
0.5184460282325745,0,169,,,,,,
0.2145000398159027,0,179,,,,,,
0.8539612293243408,0,189,,,,,,
0.176752969622612,0,199,,,,,,
0.5076568126678467,0,209,,,,,,
0.3231944441795349,0,219,,,,,,
0.1921423226594925,0,229,,,,,,
0.12388426065444946,0,239,,,,,,
0.10872010886669159,0,249,,,,,,
0.2331983745098114,0,259,,,,,,
0.17702853679656982,0,269,,,,,,
0.11712823808193207,0,279,,,,,,
0.3210327625274658,0,289,,,,,,
0.17717084288597107,0,299,,,,,,
0.24199295043945312,0,309,,,,,,
0.09808351844549179,0,319,,,,,,
0.24030402302742004,0,329,,,,,,
0.21753628551959991,0,339,,,,,,
0.06454938650131226,0,349,,,,,,
,0,356,0.8696258068084717,0.46341463923454285,0.6011440753936768,0.5765665769577026,0.18253085017204285,
0.12322080880403519,1,359,,,,,,
0.1028459221124649,1,369,,,,,,
0.4432086646556854,1,379,,,,,,
0.15243197977542877,1,389,,,,,,
0.1965189427137375,1,399,,,,,,
0.09457051008939743,1,409,,,,,,
0.22431722283363342,1,419,,,,,,
0.10162162780761719,1,429,,,,,,
0.16321352124214172,1,439,,,,,,
0.43217167258262634,1,449,,,,,,
0.10462458431720734,1,459,,,,,,
0.07436896115541458,1,469,,,,,,
0.206842839717865,1,479,,,,,,
0.2649215757846832,1,489,,,,,,
0.0744994729757309,1,499,,,,,,
0.12865504622459412,1,509,,,,,,
0.15959545969963074,1,519,,,,,,
0.05654066056013107,1,529,,,,,,
0.0671931654214859,1,539,,,,,,
0.07215458154678345,1,549,,,,,,
0.0460965521633625,1,559,,,,,,
0.6177307963371277,1,569,,,,,,
0.16269659996032715,1,579,,,,,,
0.07634946703910828,1,589,,,,,,
0.20078910887241364,1,599,,,,,,
0.2949420213699341,1,609,,,,,,
0.2842106819152832,1,619,,,,,,
0.10782428830862045,1,629,,,,,,
0.1568308174610138,1,639,,,,,,
0.0849565714597702,1,649,,,,,,
0.06435699015855789,1,659,,,,,,
0.12476357072591782,1,669,,,,,,
0.07299716770648956,1,679,,,,,,
0.06619103252887726,1,689,,,,,,
0.062006641179323196,1,699,,,,,,
0.17885658144950867,1,709,,,,,,
,1,713,0.882604718208313,0.5,0.6190598607063293,0.6021485328674316,0.18310725688934326,
0.028049947693943977,2,719,,,,,,
0.10364965349435806,2,729,,,,,,
0.03635323420166969,2,739,,,,,,
0.08401380479335785,2,749,,,,,,
0.12346353381872177,2,759,,,,,,
0.038477107882499695,2,769,,,,,,
0.13779139518737793,2,779,,,,,,
0.022178329527378082,2,789,,,,,,
0.16738274693489075,2,799,,,,,,
0.12108301371335983,2,809,,,,,,
0.046962738037109375,2,819,,,,,,
0.09403707087039948,2,829,,,,,,
0.010480215772986412,2,839,,,,,,
0.3563517928123474,2,849,,,,,,
0.13331738114356995,2,859,,,,,,
0.1294078677892685,2,869,,,,,,
0.10705772042274475,2,879,,,,,,
0.12194489687681198,2,889,,,,,,
0.20528079569339752,2,899,,,,,,
0.07624312490224838,2,909,,,,,,
0.07680868357419968,2,919,,,,,,
0.20757080614566803,2,929,,,,,,
0.13287724554538727,2,939,,,,,,
0.017101585865020752,2,949,,,,,,
0.07706086337566376,2,959,,,,,,
0.012933771125972271,2,969,,,,,,
0.013894259929656982,2,979,,,,,,
0.1066177636384964,2,989,,,,,,
0.027656903490424156,2,999,,,,,,
0.02329172194004059,2,1009,,,,,,
0.018072450533509254,2,1019,,,,,,
0.06025092676281929,2,1029,,,,,,
0.02372853271663189,2,1039,,,,,,
0.020171813666820526,2,1049,,,,,,
0.014139602892100811,2,1059,,,,,,
0.051680803298950195,2,1069,,,,,,
,2,1070,0.8838232159614563,0.5040650367736816,0.6295014023780823,0.6096398830413818,0.21228496730327606,
0.01693921722471714,3,1079,,,,,,
0.021746210753917694,3,1089,,,,,,
0.018862873315811157,3,1099,,,,,,
0.16978035867214203,3,1109,,,,,,
0.02326551266014576,3,1119,,,,,,
0.07098514586687088,3,1129,,,,,,
0.049092527478933334,3,1139,,,,,,
0.07513629645109177,3,1149,,,,,,
0.06905339658260345,3,1159,,,,,,
0.028736548498272896,3,1169,,,,,,
0.060537345707416534,3,1179,,,,,,
0.004616857506334782,3,1189,,,,,,
0.012910191901028156,3,1199,,,,,,
0.009598004631698132,3,1209,,,,,,
0.003633149666711688,3,1219,,,,,,
0.08501749485731125,3,1229,,,,,,
0.029672352597117424,3,1239,,,,,,
0.0036373790353536606,3,1249,,,,,,
0.032115187495946884,3,1259,,,,,,
0.052211228758096695,3,1269,,,,,,
0.007899104617536068,3,1279,,,,,,
0.004014681093394756,3,1289,,,,,,
0.043451618403196335,3,1299,,,,,,
0.004596151877194643,3,1309,,,,,,
0.020030945539474487,3,1319,,,,,,
0.009593753144145012,3,1329,,,,,,
0.09315558522939682,3,1339,,,,,,
0.3034250736236572,3,1349,,,,,,
0.07386279851198196,3,1359,,,,,,
0.013562800362706184,3,1369,,,,,,
0.028155876323580742,3,1379,,,,,,
0.11921130865812302,3,1389,,,,,,
0.005884804297238588,3,1399,,,,,,
0.006132218986749649,3,1409,,,,,,
0.003527311375364661,3,1419,,,,,,
,3,1427,0.8789669871330261,0.5,0.6188753843307495,0.601381242275238,0.249650239944458,
0.008322390727698803,4,1429,,,,,,
0.0063080741092562675,4,1439,,,,,,
0.003938911948353052,4,1449,,,,,,
0.11680898815393448,4,1459,,,,,,
0.02723623625934124,4,1469,,,,,,
0.006259619258344173,4,1479,,,,,,
