epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_loss
0,0.3627086579799652,9,,,,,,
0,0.11522458493709564,19,,,,,,
0,0.06800346076488495,29,,,,,,
0,0.2079915702342987,39,,,,,,
0,0.36899837851524353,49,,,,,,
0,0.07030424475669861,59,,,,,,
0,0.5332817435264587,69,,,,,,
0,0.061731524765491486,79,,,,,,
0,0.2709309756755829,89,,,,,,
0,0.32151833176612854,99,,,,,,
0,0.06445355713367462,109,,,,,,
0,0.39453259110450745,119,,,,,,
0,0.3698994815349579,129,,,,,,
0,0.07158397883176804,139,,,,,,
0,0.0597970150411129,149,,,,,,
0,0.046915292739868164,159,,,,,,
0,0.2405591607093811,169,,,,,,
0,0.06834403425455093,179,,,,,,
0,0.11593357473611832,189,,,,,,
0,,189,0.8505704402923584,0.3490230441093445,0.43063652515411377,0.2952646315097809,0.16344334185123444,
1,0.04240184649825096,199,,,,,,
1,0.8359981775283813,209,,,,,,
1,0.06843312829732895,219,,,,,,
1,0.05249927565455437,229,,,,,,
1,0.049039117991924286,239,,,,,,
1,0.0680813416838646,249,,,,,,
1,0.06477572023868561,259,,,,,,
1,0.044112738221883774,269,,,,,,
1,0.11534580588340759,279,,,,,,
1,0.05098368227481842,289,,,,,,
1,0.08893731236457825,299,,,,,,
1,0.3170681893825531,309,,,,,,
1,0.258034348487854,319,,,,,,
1,0.6446709632873535,329,,,,,,
1,0.05925309658050537,339,,,,,,
1,0.055477313697338104,349,,,,,,
1,0.5066530108451843,359,,,,,,
1,0.613890528678894,369,,,,,,
1,0.04076075181365013,379,,,,,,
1,,379,0.8761515617370605,0.5004737377166748,0.5506185293197632,0.4623955488204956,0.12022874504327774,
2,0.03512609004974365,389,,,,,,
2,0.6361327171325684,399,,,,,,
2,0.050660934299230576,409,,,,,,
2,0.0374184288084507,419,,,,,,
2,0.03578633815050125,429,,,,,,
2,0.05230788141489029,439,,,,,,
2,0.05261607468128204,449,,,,,,
2,0.025702472776174545,459,,,,,,
2,0.07282324880361557,469,,,,,,
2,0.036396611481904984,479,,,,,,
2,0.05843335762619972,489,,,,,,
2,0.2452884465456009,499,,,,,,
2,0.16704076528549194,509,,,,,,
2,0.5202839970588684,519,,,,,,
2,0.0665048211812973,529,,,,,,
2,0.026630472391843796,539,,,,,,
2,0.3869760036468506,549,,,,,,
2,0.4697173535823822,559,,,,,,
2,0.013304682448506355,569,,,,,,
2,,569,0.9200578331947327,0.6521724462509155,0.6787569522857666,0.6239554286003113,0.132766455411911,
3,0.02546348050236702,579,,,,,,
3,nan,589,,,,,,
3,0.03670552745461464,599,,,,,,
3,0.01492386870086193,609,,,,,,
3,0.013170642778277397,619,,,,,,
3,0.030616724863648415,629,,,,,,
3,0.0371798574924469,639,,,,,,
3,0.012763189151883125,649,,,,,,
3,0.04720965400338173,659,,,,,,
3,0.02775983326137066,669,,,,,,
3,0.03373665362596512,679,,,,,,
3,0.1948758363723755,689,,,,,,
3,0.09467577189207077,699,,,,,,
3,0.3795633912086487,709,,,,,,
3,0.045630570501089096,719,,,,,,
3,0.0165835190564394,729,,,,,,
3,0.2647629380226135,739,,,,,,
3,0.3364412784576416,749,,,,,,
3,0.004075691103935242,759,,,,,,
3,,759,0.9234746098518372,0.6672383546829224,0.69294673204422,0.640668511390686,0.16586823761463165,
4,0.01989947073161602,769,,,,,,
4,0.4921552240848541,779,,,,,,
4,0.03469881787896156,789,,,,,,
4,nan,799,,,,,,
4,0.005512753967195749,809,,,,,,
4,0.01676175370812416,819,,,,,,
4,0.027931952849030495,829,,,,,,
4,0.008670719340443611,839,,,,,,
4,0.04360545799136162,849,,,,,,
4,0.022494729608297348,859,,,,,,
4,0.018135877326130867,869,,,,,,
4,0.13757486641407013,879,,,,,,
4,0.043504342436790466,889,,,,,,
4,0.24009370803833008,899,,,,,,
4,0.02575446106493473,909,,,,,,
4,0.010453292168676853,919,,,,,,
4,0.1371244490146637,929,,,,,,
4,0.21030840277671814,939,,,,,,
4,0.0014358352636918426,949,,,,,,
4,,949,0.9230622053146362,0.6629363298416138,0.6894158720970154,0.632311999797821,0.19904273748397827,
5,,950,,,,,,0.19904273748397827
