train_loss,step,epoch,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0.11603830754756927,9,0,,,,,,
0.10181044042110443,19,0,,,,,,
0.06857893615961075,29,0,,,,,,
0.08502910286188126,39,0,,,,,,
0.0377698577940464,49,0,,,,,,
0.04042118787765503,59,0,,,,,,
0.0363139808177948,69,0,,,,,,
0.05035192146897316,79,0,,,,,,
0.05083220452070236,89,0,,,,,,
0.06653543561697006,99,0,,,,,,
0.03454722464084625,109,0,,,,,,
0.036056242883205414,119,0,,,,,,
0.044506773352622986,129,0,,,,,,
0.036463744938373566,139,0,,,,,,
0.04887976497411728,149,0,,,,,,
0.04379650950431824,159,0,,,,,,
0.03747858107089996,169,0,,,,,,
0.030861148610711098,179,0,,,,,,
0.04862155392765999,189,0,,,,,,
0.04710966348648071,199,0,,,,,,
0.05844654515385628,209,0,,,,,,
0.037323836237192154,219,0,,,,,,
0.06054241210222244,229,0,,,,,,
0.05169113725423813,239,0,,,,,,
0.030407018959522247,249,0,,,,,,
0.07124454528093338,259,0,,,,,,
0.036604199558496475,269,0,,,,,,
0.06241020932793617,279,0,,,,,,
0.08663274347782135,289,0,,,,,,
0.0307917483150959,299,0,,,,,,
0.04265185445547104,309,0,,,,,,
0.05144547298550606,319,0,,,,,,
0.05302759259939194,329,0,,,,,,
0.04596812650561333,339,0,,,,,,
0.04561131075024605,349,0,,,,,,
0.04019315540790558,359,0,,,,,,
0.03575875982642174,369,0,,,,,,
0.029830940067768097,379,0,,,,,,
0.04750949516892433,389,0,,,,,,
0.03547670692205429,399,0,,,,,,
0.046486105769872665,409,0,,,,,,
0.03864097595214844,419,0,,,,,,
,421,0,0.10451448708772659,0.1958041936159134,0.8341372013092041,0.2833144962787628,0.3566531836986542,
0.03413347527384758,429,1,,,,,,
0.03438687324523926,439,1,,,,,,
0.03809884935617447,449,1,,,,,,
0.03289790451526642,459,1,,,,,,
0.03183985501527786,469,1,,,,,,
0.031507886946201324,479,1,,,,,,
0.03916829824447632,489,1,,,,,,
0.03184638172388077,499,1,,,,,,
0.033451423048973083,509,1,,,,,,
0.060852523893117905,519,1,,,,,,
0.03841548413038254,529,1,,,,,,
0.03554048389196396,539,1,,,,,,
0.032603222876787186,549,1,,,,,,
0.03687462583184242,559,1,,,,,,
0.027653664350509644,569,1,,,,,,
0.027008602395653725,579,1,,,,,,
0.04158897325396538,589,1,,,,,,
0.026763496920466423,599,1,,,,,,
0.056052397936582565,609,1,,,,,,
0.04341636225581169,619,1,,,,,,
0.04005218297243118,629,1,,,,,,
0.034512415528297424,639,1,,,,,,
0.0339948795735836,649,1,,,,,,
0.03014276549220085,659,1,,,,,,
0.031033990904688835,669,1,,,,,,
0.027788396924734116,679,1,,,,,,
0.03698480874300003,689,1,,,,,,
0.0425199531018734,699,1,,,,,,
0.02414833940565586,709,1,,,,,,
0.06722710281610489,719,1,,,,,,
0.037297528237104416,729,1,,,,,,
0.04217413067817688,739,1,,,,,,
0.030573545023798943,749,1,,,,,,
0.060690514743328094,759,1,,,,,,
0.05377782881259918,769,1,,,,,,
0.05622442811727524,779,1,,,,,,
0.04187954217195511,789,1,,,,,,
0.0549398809671402,799,1,,,,,,
0.03037284128367901,809,1,,,,,,
0.04241540655493736,819,1,,,,,,
0.03791443258523941,829,1,,,,,,
0.03332783654332161,839,1,,,,,,
,843,1,0.11414772272109985,0.2097902148962021,0.8363564014434814,0.2951444089412689,0.36741185188293457,
0.03930274397134781,849,2,,,,,,
0.035632871091365814,859,2,,,,,,
0.03945458307862282,869,2,,,,,,
0.020688917487859726,879,2,,,,,,
0.039416104555130005,889,2,,,,,,
0.037421584129333496,899,2,,,,,,
0.027353020384907722,909,2,,,,,,
0.03057708777487278,919,2,,,,,,
0.03580009192228317,929,2,,,,,,
0.041305333375930786,939,2,,,,,,
0.02012770250439644,949,2,,,,,,
0.047116901725530624,959,2,,,,,,
0.026911554858088493,969,2,,,,,,
0.024199334904551506,979,2,,,,,,
0.02955484203994274,989,2,,,,,,
0.01595897041261196,999,2,,,,,,
0.02975980006158352,1009,2,,,,,,
0.03556725010275841,1019,2,,,,,,
0.038560595363378525,1029,2,,,,,,
0.02085496298968792,1039,2,,,,,,
0.015489104203879833,1049,2,,,,,,
0.030967872589826584,1059,2,,,,,,
0.03619994595646858,1069,2,,,,,,
0.020899111405014992,1079,2,,,,,,
0.030062951147556305,1089,2,,,,,,
0.04610675200819969,1099,2,,,,,,
0.02540356107056141,1109,2,,,,,,
0.03471754118800163,1119,2,,,,,,
0.028378337621688843,1129,2,,,,,,
0.029956571757793427,1139,2,,,,,,
0.04572201520204544,1149,2,,,,,,
0.017350725829601288,1159,2,,,,,,
0.02746603451669216,1169,2,,,,,,
0.021867206320166588,1179,2,,,,,,
0.04680139571428299,1189,2,,,,,,
0.026125593110919,1199,2,,,,,,
0.023179002106189728,1209,2,,,,,,
0.029864372685551643,1219,2,,,,,,
0.018069449812173843,1229,2,,,,,,
0.03233575075864792,1239,2,,,,,,
0.024018069729208946,1249,2,,,,,,
0.02266685478389263,1259,2,,,,,,
,1265,2,0.11629536747932434,0.22610722482204437,0.8380465507507324,0.30555498600006104,0.375669926404953,
0.022159311920404434,1269,3,,,,,,
0.02568957395851612,1279,3,,,,,,
0.03025713562965393,1289,3,,,,,,
0.03043011948466301,1299,3,,,,,,
0.03087642230093479,1309,3,,,,,,
0.029531586915254593,1319,3,,,,,,
0.033032190054655075,1329,3,,,,,,
0.03691576048731804,1339,3,,,,,,
0.019904518499970436,1349,3,,,,,,
0.024159962311387062,1359,3,,,,,,
0.03753543645143509,1369,3,,,,,,
0.039152733981609344,1379,3,,,,,,
0.031231869012117386,1389,3,,,,,,
0.038266077637672424,1399,3,,,,,,
0.03609345108270645,1409,3,,,,,,
0.01332900207489729,1419,3,,,,,,
0.02794591896235943,1429,3,,,,,,
0.03727469593286514,1439,3,,,,,,
0.025803688913583755,1449,3,,,,,,
0.04105411469936371,1459,3,,,,,,
0.03366175666451454,1469,3,,,,,,
0.0377693772315979,1479,3,,,,,,
0.059333596378564835,1489,3,,,,,,
0.034373898059129715,1499,3,,,,,,
0.06702794134616852,1509,3,,,,,,
0.03486686944961548,1519,3,,,,,,
0.027715707197785378,1529,3,,,,,,
0.032695334404706955,1539,3,,,,,,
0.03303194418549538,1549,3,,,,,,
0.027638476341962814,1559,3,,,,,,
0.017158422619104385,1569,3,,,,,,
0.0341825857758522,1579,3,,,,,,
0.05254679173231125,1589,3,,,,,,
0.03990868851542473,1599,3,,,,,,
0.03355500102043152,1609,3,,,,,,
0.016111385077238083,1619,3,,,,,,
0.027040787041187286,1629,3,,,,,,
0.01853967271745205,1639,3,,,,,,
0.031121760606765747,1649,3,,,,,,
0.0246318019926548,1659,3,,,,,,
0.019950328394770622,1669,3,,,,,,
0.03126269206404686,1679,3,,,,,,
,1687,3,0.10436788946390152,0.24242424964904785,0.8401902914047241,0.31668055057525635,0.3861704170703888,
0.028175175189971924,1689,4,,,,,,
0.02674092911183834,1699,4,,,,,,
0.014373626559972763,1709,4,,,,,,
0.01858782395720482,1719,4,,,,,,
0.017125403508543968,1729,4,,,,,,
0.029834875836968422,1739,4,,,,,,
0.024816539138555527,1749,4,,,,,,
0.02299269661307335,1759,4,,,,,,
0.018927568569779396,1769,4,,,,,,
0.03439898043870926,1779,4,,,,,,
0.02420123666524887,1789,4,,,,,,
0.02680235542356968,1799,4,,,,,,
0.029218323528766632,1809,4,,,,,,
0.01552722230553627,1819,4,,,,,,
0.0068710241466760635,1829,4,,,,,,
0.02158455178141594,1839,4,,,,,,
0.008425181731581688,1849,4,,,,,,
0.011819152161478996,1859,4,,,,,,
0.016706721857190132,1869,4,,,,,,
0.01967724785208702,1879,4,,,,,,
0.02353721112012863,1889,4,,,,,,
0.019084317609667778,1899,4,,,,,,
0.02679324895143509,1909,4,,,,,,
0.019405078142881393,1919,4,,,,,,
0.03277182579040527,1929,4,,,,,,
0.033467136323451996,1939,4,,,,,,
0.02169255167245865,1949,4,,,,,,
0.025937099009752274,1959,4,,,,,,
0.012562231160700321,1969,4,,,,,,
0.017642630264163017,1979,4,,,,,,
0.010225895792245865,1989,4,,,,,,
0.04122224077582359,1999,4,,,,,,
0.032405752688646317,2009,4,,,,,,
0.04244926944375038,2019,4,,,,,,
0.009765438735485077,2029,4,,,,,,
0.03532545641064644,2039,4,,,,,,
0.015807418152689934,2049,4,,,,,,
0.020885730162262917,2059,4,,,,,,
0.011298852041363716,2069,4,,,,,,
0.028429120779037476,2079,4,,,,,,
0.0029351075645536184,2089,4,,,,,,
0.026598986238241196,2099,4,,,,,,
0.0359424389898777,2109,4,,,,,,
,2109,4,0.10992399603128433,0.2657342553138733,0.8432115316390991,0.3355175852775574,0.3931542634963989,
,2110,5,,,,,,0.10992399603128433
