epoch,step,train_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,test_loss
0,9,1.2333929538726807,,,,,,
0,19,0.24435913562774658,,,,,,
0,29,0.24623426795005798,,,,,,
0,39,0.22517745196819305,,,,,,
0,49,0.23503056168556213,,,,,,
0,59,0.22740857303142548,,,,,,
0,69,0.13087591528892517,,,,,,
0,79,0.10758966207504272,,,,,,
0,89,0.18131037056446075,,,,,,
0,99,0.1334238052368164,,,,,,
0,104,,0.2574257552623749,0.6249582767486572,0.5161229372024536,0.16613183915615082,0.8681166172027588,
1,109,0.06691257655620575,,,,,,
1,119,0.1630510538816452,,,,,,
1,129,0.6071141958236694,,,,,,
1,139,0.14807045459747314,,,,,,
1,149,0.14118865132331848,,,,,,
1,159,0.19485604763031006,,,,,,
1,169,0.19131547212600708,,,,,,
1,179,0.19602905213832855,,,,,,
1,189,0.11758396029472351,,,,,,
1,199,0.10296028852462769,,,,,,
1,209,0.10457075387239456,,,,,,
1,209,,0.4009900987148285,0.6958734393119812,0.6116825342178345,0.1469382345676422,0.8940797448158264,
2,219,0.12843024730682373,,,,,,
2,229,0.10866064578294754,,,,,,
2,239,0.11810589581727982,,,,,,
2,249,0.06283178180456161,,,,,,
2,259,0.19051489233970642,,,,,,
2,269,0.05817685276269913,,,,,,
2,279,0.05534074082970619,,,,,,
2,289,0.03460146486759186,,,,,,
2,299,0.08921974897384644,,,,,,
2,309,0.15779440104961395,,,,,,
2,314,,0.39603960514068604,0.6908697485923767,0.6227374076843262,0.13698385655879974,0.8963379263877869,
3,319,0.021113090217113495,,,,,,
3,329,0.07136191427707672,,,,,,
3,339,0.2695440351963043,,,,,,
3,349,0.04100917652249336,,,,,,
3,359,0.0456666573882103,,,,,,
3,369,0.09645827114582062,,,,,,
3,379,0.11972113698720932,,,,,,
3,389,0.09842878580093384,,,,,,
3,399,0.0498105026781559,,,,,,
3,409,0.03466015309095383,,,,,,
3,419,0.002922923769801855,,,,,,
3,419,,0.4306930601596832,0.7110559940338135,0.6475434303283691,0.13464148342609406,0.9031288623809814,
4,429,0.046992283314466476,,,,,,
4,439,0.043300461024045944,,,,,,
4,449,0.06195108965039253,,,,,,
4,459,0.02137787640094757,,,,,,
4,469,0.07237929850816727,,,,,,
4,479,0.022754350677132607,,,,,,
4,489,0.022692225873470306,,,,,,
4,499,0.008784876205027103,,,,,,
4,509,0.024272050708532333,,,,,,
4,519,0.0664626732468605,,,,,,
4,524,,0.39603960514068604,0.7063418626785278,0.6296048760414124,0.14444726705551147,0.8991557955741882,
5,525,,,,,,,0.14444726705551147
