epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
0,9,1.4939136505126953,,,,,,
0,19,0.4758993089199066,,,,,,
0,29,0.5333263874053955,,,,,,
0,39,0.9112367630004883,,,,,,
0,49,0.4745568335056305,,,,,,
0,59,0.27434584498405457,,,,,,
0,69,0.5868797898292542,,,,,,
0,79,0.37826719880104065,,,,,,
0,89,0.3188897371292114,,,,,,
0,99,1.1418124437332153,,,,,,
0,109,0.4704434871673584,,,,,,
0,110,,0.1440943479537964,0.5573484301567078,0.5817046761512756,0.446540892124176,0.8563695549964905,
1,119,0.4206899106502533,,,,,,
1,129,0.35668641328811646,,,,,,
1,139,0.1653086394071579,,,,,,
1,149,0.141185000538826,,,,,,
1,159,0.6495486497879028,,,,,,
1,169,0.1480487883090973,,,,,,
1,179,0.3230043053627014,,,,,,
1,189,0.2550791800022125,,,,,,
1,199,1.051695704460144,,,,,,
1,209,0.5707611441612244,,,,,,
1,219,0.5272778868675232,,,,,,
1,221,,0.13481590151786804,0.6066097617149353,0.6383150815963745,0.5031446814537048,0.8734483122825623,
2,229,0.31910812854766846,,,,,,
2,239,0.31701263785362244,,,,,,
2,249,0.3315780758857727,,,,,,
2,259,0.44494593143463135,,,,,,
2,269,0.16006796061992645,,,,,,
2,279,0.7829201221466064,,,,,,
2,289,0.25508177280426025,,,,,,
2,299,0.14100463688373566,,,,,,
2,309,0.17290456593036652,,,,,,
2,319,0.1626182645559311,,,,,,
2,329,0.19276146590709686,,,,,,
2,332,,0.13111060857772827,0.6339731812477112,0.6565514206886292,0.5283018946647644,0.8808197379112244,
3,339,0.058502886444330215,,,,,,
3,349,0.052706919610500336,,,,,,
3,359,0.15689867734909058,,,,,,
3,369,0.283439576625824,,,,,,
3,379,0.17841500043869019,,,,,,
3,389,0.23440031707286835,,,,,,
3,399,0.17053218185901642,,,,,,
3,409,0.08628111332654953,,,,,,
3,419,0.09207247942686081,,,,,,
3,429,0.07711327821016312,,,,,,
3,439,3.8774688243865967,,,,,,
3,443,,0.1325952112674713,0.6227969527244568,0.6518411636352539,0.5094339847564697,0.8764293193817139,
4,449,0.0542132668197155,,,,,,
4,459,0.09193499386310577,,,,,,
4,469,0.026525290682911873,,,,,,
4,479,0.08054593950510025,,,,,,
4,489,0.022313067689538002,,,,,,
4,499,0.062122322618961334,,,,,,
4,509,0.07109569758176804,,,,,,
4,519,0.13194167613983154,,,,,,
4,529,0.16367560625076294,,,,,,
4,539,0.6766747236251831,,,,,,
4,549,0.011575451120734215,,,,,,
4,554,,0.1425056904554367,0.6085410714149475,0.637112021446228,0.49685534834861755,0.8726770877838135,
5,555,,,,,,,0.1425056904554367
