step,epoch,train_loss,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
9,0,0.42229583859443665,,,,,,
19,0,0.19926320016384125,,,,,,
29,0,0.49442341923713684,,,,,,
39,0,0.2907942533493042,,,,,,
49,0,0.42689651250839233,,,,,,
59,0,0.3255249559879303,,,,,,
69,0,0.2420959323644638,,,,,,
79,0,0.2962402105331421,,,,,,
89,0,0.23596729338169098,,,,,,
99,0,0.22627559304237366,,,,,,
109,0,0.14440679550170898,,,,,,
119,0,0.27855220437049866,,,,,,
129,0,0.30764317512512207,,,,,,
139,0,0.21101543307304382,,,,,,
149,0,0.3405015468597412,,,,,,
159,0,0.18412792682647705,,,,,,
169,0,0.22291480004787445,,,,,,
179,0,0.37534594535827637,,,,,,
189,0,0.33332860469818115,,,,,,
199,0,0.2201835662126541,,,,,,
209,0,0.4147864878177643,,,,,,
219,0,0.11639338731765747,,,,,,
229,0,0.3056212067604065,,,,,,
239,0,0.1579616218805313,,,,,,
249,0,0.2571810781955719,,,,,,
259,0,0.18189473450183868,,,,,,
269,0,0.1518206000328064,,,,,,
279,0,0.23781467974185944,,,,,,
289,0,0.2007455974817276,,,,,,
299,0,0.15908603370189667,,,,,,
309,0,0.23340554535388947,,,,,,
319,0,0.18676088750362396,,,,,,
329,0,0.19844014942646027,,,,,,
339,0,0.245137557387352,,,,,,
349,0,0.10001292824745178,,,,,,
359,0,0.1407952606678009,,,,,,
369,0,0.14445798099040985,,,,,,
379,0,0.25734370946884155,,,,,,
389,0,0.1414175182580948,,,,,,
399,0,0.2388780266046524,,,,,,
409,0,0.1031728982925415,,,,,,
419,0,0.09861723333597183,,,,,,
429,0,0.19140376150608063,,,,,,
439,0,0.12608036398887634,,,,,,
449,0,0.14638155698776245,,,,,,
459,0,0.13015228509902954,,,,,,
469,0,0.10614315420389175,,,,,,
479,0,0.2065453827381134,,,,,,
489,0,0.1774061620235443,,,,,,
499,0,0.2278943657875061,,,,,,
509,0,0.20595107972621918,,,,,,
519,0,0.12442974001169205,,,,,,
529,0,0.0879179835319519,,,,,,
539,0,0.06982754170894623,,,,,,
549,0,0.12841910123825073,,,,,,
559,0,0.13403302431106567,,,,,,
569,0,0.19289907813072205,,,,,,
579,0,0.20455388724803925,,,,,,
589,0,0.14196118712425232,,,,,,
599,0,0.136474147439003,,,,,,
609,0,0.1453820914030075,,,,,,
619,0,0.14573250710964203,,,,,,
629,0,0.19989924132823944,,,,,,
639,0,0.19145852327346802,,,,,,
649,0,0.10100503265857697,,,,,,
659,0,0.1488511860370636,,,,,,
669,0,0.14113113284111023,,,,,,
679,0,0.11650518327951431,,,,,,
689,0,0.08701589703559875,,,,,,
699,0,0.1668080985546112,,,,,,
709,0,0.22869616746902466,,,,,,
719,0,0.1541346162557602,,,,,,
729,0,0.12290962040424347,,,,,,
739,0,0.20044606924057007,,,,,,
749,0,0.27914151549339294,,,,,,
759,0,0.12720200419425964,,,,,,
769,0,0.11295274645090103,,,,,,
779,0,0.16054214537143707,,,,,,
789,0,0.1409153789281845,,,,,,
799,0,0.05441056564450264,,,,,,
809,0,0.14781929552555084,,,,,,
819,0,0.15574656426906586,,,,,,
829,0,0.3005644679069519,,,,,,
839,0,0.10715225338935852,,,,,,
849,0,0.10737022012472153,,,,,,
859,0,0.10376138985157013,,,,,,
869,0,0.07304519414901733,,,,,,
879,0,0.09525682777166367,,,,,,
889,0,0.1262522041797638,,,,,,
899,0,0.07727795839309692,,,,,,
909,0,0.13333289325237274,,,,,,
919,0,0.17379580438137054,,,,,,
929,0,0.109309621155262,,,,,,
939,0,0.07451089471578598,,,,,,
949,0,0.12886443734169006,,,,,,
959,0,0.12555058300495148,,,,,,
969,0,0.1370471715927124,,,,,,
979,0,0.2291673868894577,,,,,,
989,0,0.08515655994415283,,,,,,
999,0,0.13105838000774384,,,,,,
1009,0,0.16040802001953125,,,,,,
1019,0,0.1511232703924179,,,,,,
1029,0,0.16623014211654663,,,,,,
1039,0,0.09170287847518921,,,,,,
1049,0,0.07458397001028061,,,,,,
1059,0,0.08082417398691177,,,,,,
1069,0,0.1422480046749115,,,,,,
1079,0,0.10998491942882538,,,,,,
1089,0,0.049803607165813446,,,,,,
1099,0,0.09426936507225037,,,,,,
1109,0,0.1013299748301506,,,,,,
1119,0,0.09789392352104187,,,,,,
1129,0,0.14157702028751373,,,,,,
1139,0,0.1352938413619995,,,,,,
1149,0,0.06763505935668945,,,,,,
1159,0,0.05622592940926552,,,,,,
1169,0,0.0738271027803421,,,,,,
1179,0,0.09905487298965454,,,,,,
1189,0,0.11087841540575027,,,,,,
1199,0,0.05808177962899208,,,,,,
1209,0,0.1295521855354309,,,,,,
1219,0,0.1357254683971405,,,,,,
1229,0,0.06845445930957794,,,,,,
1239,0,0.10845749825239182,,,,,,
1249,0,0.08631876111030579,,,,,,
1259,0,0.10612963885068893,,,,,,
1269,0,0.13306353986263275,,,,,,
1279,0,0.12101838737726212,,,,,,
1289,0,0.08468347042798996,,,,,,
1299,0,0.09527207165956497,,,,,,
1309,0,0.2172802835702896,,,,,,
1319,0,0.049053825438022614,,,,,,
1329,0,0.10932441800832748,,,,,,
1339,0,0.13360629975795746,,,,,,
1349,0,0.06651405245065689,,,,,,
1359,0,0.0430050753057003,,,,,,
1369,0,0.05930647626519203,,,,,,
1379,0,0.1177738606929779,,,,,,
1389,0,0.19999851286411285,,,,,,
1399,0,0.09272749722003937,,,,,,
1409,0,0.09954103082418442,,,,,,
1419,0,0.10498304665088654,,,,,,
1429,0,0.09028692543506622,,,,,,
1439,0,0.1148047149181366,,,,,,
1449,0,0.08862685412168503,,,,,,
1459,0,0.16598495841026306,,,,,,
1469,0,0.10689365863800049,,,,,,
1479,0,0.11674629151821136,,,,,,
1489,0,0.11191859096288681,,,,,,
1499,0,0.09728344529867172,,,,,,
1509,0,0.10723187029361725,,,,,,
1519,0,0.08108416944742203,,,,,,
1529,0,0.08794951438903809,,,,,,
1539,0,0.06933019310235977,,,,,,
1549,0,0.06987089663743973,,,,,,
1559,0,0.08467965573072433,,,,,,
1569,0,0.10816267132759094,,,,,,
1579,0,0.08681226521730423,,,,,,
1589,0,0.23848292231559753,,,,,,
1599,0,0.09919930249452591,,,,,,
1609,0,0.12721838057041168,,,,,,
1619,0,0.15797452628612518,,,,,,
1619,0,,0.16784203052520752,0.785921573638916,0.2949693202972412,0.23749114573001862,0.11737556755542755,
1629,1,0.11924031376838684,,,,,,
1639,1,0.06660409271717072,,,,,,
1649,1,0.1809157133102417,,,,,,
1659,1,0.09584254026412964,,,,,,
1669,1,0.16867023706436157,,,,,,
1679,1,0.10836686193943024,,,,,,
1689,1,0.07336651533842087,,,,,,
1699,1,0.08861637860536575,,,,,,
1709,1,0.11772230267524719,,,,,,
1719,1,0.10437729209661484,,,,,,
1729,1,0.06590360403060913,,,,,,
1739,1,0.10962270945310593,,,,,,
1749,1,0.1784827560186386,,,,,,
1759,1,0.08731210976839066,,,,,,
1769,1,0.04876374453306198,,,,,,
1779,1,0.19432669878005981,,,,,,
1789,1,0.09425385296344757,,,,,,
1799,1,0.16046322882175446,,,,,,
1809,1,0.08615919202566147,,,,,,
1819,1,0.09957458823919296,,,,,,
1829,1,0.06640706956386566,,,,,,
1839,1,0.06073516979813576,,,,,,
1849,1,0.1467416137456894,,,,,,
1859,1,0.14073196053504944,,,,,,
1869,1,0.08437074720859528,,,,,,
1879,1,0.0826510414481163,,,,,,
1889,1,0.08352362364530563,,,,,,
1899,1,0.11686419695615768,,,,,,
1909,1,0.07276542484760284,,,,,,
1919,1,0.09327570348978043,,,,,,
1929,1,0.08858045935630798,,,,,,
1939,1,0.03147237375378609,,,,,,
1949,1,0.06698061525821686,,,,,,
1959,1,0.05289560556411743,,,,,,
1969,1,0.08574473112821579,,,,,,
1979,1,0.05926096811890602,,,,,,
1989,1,0.12325878441333771,,,,,,
1999,1,0.22915028035640717,,,,,,
2009,1,0.09282037615776062,,,,,,
2019,1,0.05490029603242874,,,,,,
2029,1,0.03968777135014534,,,,,,
2039,1,0.06113126873970032,,,,,,
2049,1,0.08961844444274902,,,,,,
2059,1,0.060969579964876175,,,,,,
2069,1,0.1084742322564125,,,,,,
2079,1,0.06030463054776192,,,,,,
2089,1,0.08579178154468536,,,,,,
2099,1,0.05442749336361885,,,,,,
2109,1,0.04702616482973099,,,,,,
2119,1,0.13654477894306183,,,,,,
2129,1,0.059368476271629333,,,,,,
2139,1,0.22387196123600006,,,,,,
2149,1,0.08541947603225708,,,,,,
2159,1,0.11018217355012894,,,,,,
2169,1,0.04983290657401085,,,,,,
2179,1,0.15133148431777954,,,,,,
2189,1,0.07484187185764313,,,,,,
2199,1,0.10393611341714859,,,,,,
