step,epoch,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas
9,0,2.4399609565734863,,,,,,,,,,
19,0,1.0232768058776855,,,,,,,,,,
29,0,1.8455214500427246,,,,,,,,,,
39,0,1.613856315612793,,,,,,,,,,
49,0,0.5657716393470764,,,,,,,,,,
59,0,1.3106019496917725,,,,,,,,,,
69,0,1.7983843088150024,,,,,,,,,,
79,0,0.7370657920837402,,,,,,,,,,
89,0,0.6604005694389343,,,,,,,,,,
99,0,0.7776507139205933,,,,,,,,,,
107,0,,0.24930748343467712,1.183225393295288,0.8312149047851562,0.42691928148269653,0.4944935739040375,,,,,
109,1,2.120878219604492,,,,,,,,,,
119,1,2.1704113483428955,,,,,,,,,,
129,1,0.7348247170448303,,,,,,,,,,
139,1,0.6117169260978699,,,,,,,,,,
149,1,0.7824135422706604,,,,,,,,,,
159,1,0.43396395444869995,,,,,,,,,,
169,1,1.1948682069778442,,,,,,,,,,
179,1,1.4424571990966797,,,,,,,,,,
189,1,1.2626113891601562,,,,,,,,,,
199,1,1.070343017578125,,,,,,,,,,
209,1,1.204015851020813,,,,,,,,,,
215,1,,0.2714681327342987,1.1286193132400513,0.8380120396614075,0.4281180799007416,0.4942401349544525,,,,,
219,2,1.1819334030151367,,,,,,,,,,
229,2,1.0439672470092773,,,,,,,,,,
239,2,0.7119781970977783,,,,,,,,,,
249,2,0.5807479619979858,,,,,,,,,,
259,2,0.6707319617271423,,,,,,,,,,
269,2,1.188515305519104,,,,,,,,,,
279,2,1.6245949268341064,,,,,,,,,,
289,2,1.3604559898376465,,,,,,,,,,
299,2,1.4121012687683105,,,,,,,,,,
309,2,0.702346682548523,,,,,,,,,,
319,2,1.566040277481079,,,,,,,,,,
323,2,,0.2659279704093933,1.1005527973175049,0.8409342765808105,0.4339098632335663,0.502457320690155,,,,,
329,3,0.3903581500053406,,,,,,,,,,
339,3,1.5543102025985718,,,,,,,,,,
349,3,1.1907459497451782,,,,,,,,,,
359,3,0.692764937877655,,,,,,,,,,
369,3,1.650755763053894,,,,,,,,,,
379,3,1.1110872030258179,,,,,,,,,,
389,3,0.600472092628479,,,,,,,,,,
399,3,1.2199435234069824,,,,,,,,,,
409,3,0.9741917252540588,,,,,,,,,,
419,3,1.2948626279830933,,,,,,,,,,
429,3,1.6266268491744995,,,,,,,,,,
431,3,,0.2742382287979126,1.0849113464355469,0.8417876958847046,0.43778082728385925,0.5084255337715149,,,,,
439,4,1.3367475271224976,,,,,,,,,,
449,4,0.8610547184944153,,,,,,,,,,
459,4,0.9278447031974792,,,,,,,,,,
469,4,1.0736308097839355,,,,,,,,,,
479,4,1.5267205238342285,,,,,,,,,,
489,4,0.3759360611438751,,,,,,,,,,
499,4,1.1897082328796387,,,,,,,,,,
509,4,1.3251442909240723,,,,,,,,,,
519,4,1.2730712890625,,,,,,,,,,
529,4,2.5211637020111084,,,,,,,,,,
539,4,0.9351211786270142,,,,,,,,,,
539,4,,0.2742382287979126,1.0713433027267456,0.8396613001823425,0.4364454448223114,0.5043573975563049,,,,,
540,5,,,,,,,0.2742382287979126,0.8396613001823425,1.0713433027267456,0.4364454448223114,0.5043573975563049
