step,train_loss,epoch,val_qa_sas,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_loss,test_loss
9,0.10879244655370712,0,,,,,,
19,0.08368409425020218,0,,,,,,
29,0.05214609578251839,0,,,,,,
39,0.04956367611885071,0,,,,,,
49,0.07906671613454819,0,,,,,,
59,0.05401971936225891,0,,,,,,
69,0.07144025713205338,0,,,,,,
79,0.05958472937345505,0,,,,,,
89,0.07397248595952988,0,,,,,,
99,0.0581299252808094,0,,,,,,
109,0.05181655287742615,0,,,,,,
119,0.04007832705974579,0,,,,,,
129,0.0676179900765419,0,,,,,,
139,0.05846185237169266,0,,,,,,
149,0.05114786699414253,0,,,,,,
159,0.05269718915224075,0,,,,,,
169,0.04092325270175934,0,,,,,,
179,0.0649002268910408,0,,,,,,
189,0.043081194162368774,0,,,,,,
189,,0,0.36410608887672424,0.1977715939283371,0.26287469267845154,0.8329142332077026,0.1262263059616089,
199,0.04901454225182533,1,,,,,,
209,0.05279070511460304,1,,,,,,
219,0.05863100662827492,1,,,,,,
229,0.05295616388320923,1,,,,,,
239,0.043357305228710175,1,,,,,,
249,0.05560729280114174,1,,,,,,
259,0.06148500740528107,1,,,,,,
269,0.040951237082481384,1,,,,,,
279,0.060347892343997955,1,,,,,,
289,0.05948365479707718,1,,,,,,
299,0.07707972079515457,1,,,,,,
309,0.05255772918462753,1,,,,,,
319,0.07073678076267242,1,,,,,,
329,0.05379726365208626,1,,,,,,
339,0.05941392108798027,1,,,,,,
349,0.06187420338392258,1,,,,,,
359,0.05166921019554138,1,,,,,,
369,0.06708575040102005,1,,,,,,
379,0.05173530429601669,1,,,,,,
379,,1,0.34689706563949585,0.20055709779262543,0.25786474347114563,0.8220434188842773,0.08332742750644684,
389,0.04634808376431465,2,,,,,,
399,0.0499611534178257,2,,,,,,
409,0.05945746973156929,2,,,,,,
419,0.04974597319960594,2,,,,,,
429,0.0372110977768898,2,,,,,,
439,0.05466103553771973,2,,,,,,
449,0.05800943821668625,2,,,,,,
459,0.05277653783559799,2,,,,,,
469,0.06301967799663544,2,,,,,,
479,0.056290462613105774,2,,,,,,
489,0.06826560199260712,2,,,,,,
499,0.05356894060969353,2,,,,,,
509,0.06588146835565567,2,,,,,,
519,0.052307356148958206,2,,,,,,
529,0.06311614066362381,2,,,,,,
539,0.07387111335992813,2,,,,,,
549,0.05005790665745735,2,,,,,,
559,0.0511995367705822,2,,,,,,
569,0.06179352477192879,2,,,,,,
569,,2,0.35576552152633667,0.208913654088974,0.271216481924057,0.828618586063385,0.0839691236615181,
579,0.04462888091802597,3,,,,,,
589,0.046892985701560974,3,,,,,,
599,0.045282114297151566,3,,,,,,
609,0.04984833672642708,3,,,,,,
619,0.03644641116261482,3,,,,,,
629,0.05059066414833069,3,,,,,,
639,0.05210406705737114,3,,,,,,
649,0.03521573171019554,3,,,,,,
659,0.047877151519060135,3,,,,,,
669,0.05486713722348213,3,,,,,,
679,0.061190009117126465,3,,,,,,
689,0.04804548621177673,3,,,,,,
699,0.06324098259210587,3,,,,,,
709,0.05141418054699898,3,,,,,,
719,0.04793066158890724,3,,,,,,
729,0.05135009437799454,3,,,,,,
739,0.04699639603495598,3,,,,,,
749,0.05986644700169563,3,,,,,,
759,0.036097217351198196,3,,,,,,
759,,3,0.35796651244163513,0.21169915795326233,0.2737084627151489,0.83287113904953,0.09634850919246674,
769,0.038557957857847214,4,,,,,,
779,0.043238040059804916,4,,,,,,
789,0.03766338527202606,4,,,,,,
799,0.04323011264204979,4,,,,,,
809,0.028940372169017792,4,,,,,,
819,0.04197164252400398,4,,,,,,
829,0.04226798191666603,4,,,,,,
839,0.02427169494330883,4,,,,,,
849,0.030575841665267944,4,,,,,,
859,0.051383644342422485,4,,,,,,
869,0.037585824728012085,4,,,,,,
879,0.041459519416093826,4,,,,,,
889,0.05048391595482826,4,,,,,,
899,0.04833408445119858,4,,,,,,
909,0.031206075102090836,4,,,,,,
919,0.03871380537748337,4,,,,,,
929,0.035001691430807114,4,,,,,,
939,0.04450277239084244,4,,,,,,
949,0.012747329659759998,4,,,,,,
949,,4,0.3406856060028076,0.20334261655807495,0.26382625102996826,0.8276119828224182,0.12347065657377243,
950,,5,,,,,,0.12347065657377243
