train_loss,step,epoch,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_loss
0.19980701804161072,9,0,,,,,,
0.7856460809707642,19,0,,,,,,
0.09549611806869507,29,0,,,,,,
0.10518093407154083,39,0,,,,,,
0.10434982925653458,49,0,,,,,,
0.30167096853256226,59,0,,,,,,
0.119779072701931,69,0,,,,,,
0.14588576555252075,79,0,,,,,,
0.5635282397270203,89,0,,,,,,
0.14534828066825867,99,0,,,,,,
0.17222771048545837,109,0,,,,,,
0.25470444560050964,119,0,,,,,,
0.1515449434518814,129,0,,,,,,
0.15059702098369598,139,0,,,,,,
0.07235913723707199,149,0,,,,,,
0.3418048322200775,159,0,,,,,,
0.21429993212223053,169,0,,,,,,
0.10677188634872437,179,0,,,,,,
0.22740669548511505,189,0,,,,,,
0.16138876974582672,199,0,,,,,,
0.1066657081246376,209,0,,,,,,
0.13595236837863922,219,0,,,,,,
0.1280897855758667,229,0,,,,,,
0.09404181689023972,239,0,,,,,,
0.07434336841106415,249,0,,,,,,
0.11489101499319077,259,0,,,,,,
0.0792822539806366,269,0,,,,,,
0.07711680233478546,279,0,,,,,,
0.15206322073936462,289,0,,,,,,
0.08971934765577316,299,0,,,,,,
0.06047409400343895,309,0,,,,,,
0.11724872142076492,319,0,,,,,,
0.10201755166053772,329,0,,,,,,
0.0468754917383194,339,0,,,,,,
0.12617331743240356,349,0,,,,,,
0.06800880283117294,359,0,,,,,,
0.07253975421190262,369,0,,,,,,
0.17806941270828247,379,0,,,,,,
0.06472048163414001,389,0,,,,,,
0.047675080597400665,399,0,,,,,,
0.04640364274382591,409,0,,,,,,
0.04253038763999939,419,0,,,,,,
0.03430786356329918,429,0,,,,,,
0.10551686584949493,439,0,,,,,,
0.07993750274181366,449,0,,,,,,
0.039627738296985626,459,0,,,,,,
0.04164298623800278,469,0,,,,,,
0.06846000999212265,479,0,,,,,,
0.08567631989717484,489,0,,,,,,
0.08108974248170853,499,0,,,,,,
0.0420805923640728,509,0,,,,,,
0.07376725971698761,519,0,,,,,,
0.03146406263113022,529,0,,,,,,
0.07682866603136063,539,0,,,,,,
0.04427984729409218,549,0,,,,,,
0.031530410051345825,559,0,,,,,,
0.1025097593665123,569,0,,,,,,
,573,0,0.7280257344245911,0.09381696581840515,0.42129629850387573,0.6742201447486877,0.9147123098373413,
0.041614167392253876,579,1,,,,,,
0.04293394461274147,589,1,,,,,,
0.041543178260326385,599,1,,,,,,
0.1406606286764145,609,1,,,,,,
0.048574913293123245,619,1,,,,,,
0.09561717510223389,629,1,,,,,,
0.03720114007592201,639,1,,,,,,
0.0746275782585144,649,1,,,,,,
0.04286641627550125,659,1,,,,,,
0.03990611061453819,669,1,,,,,,
0.06734433770179749,679,1,,,,,,
0.1343095302581787,689,1,,,,,,
0.027792198583483696,699,1,,,,,,
0.02713509276509285,709,1,,,,,,
0.041072744876146317,719,1,,,,,,
0.03575536608695984,729,1,,,,,,
0.028212374076247215,739,1,,,,,,
0.046219922602176666,749,1,,,,,,
0.08684686571359634,759,1,,,,,,
0.05702422186732292,769,1,,,,,,
0.05515144765377045,779,1,,,,,,
0.03979568928480148,789,1,,,,,,
0.03473355248570442,799,1,,,,,,
0.028450455516576767,809,1,,,,,,
0.09034603834152222,819,1,,,,,,
0.035889871418476105,829,1,,,,,,
0.026991814374923706,839,1,,,,,,
0.038220006972551346,849,1,,,,,,
0.060078494250774384,859,1,,,,,,
0.03631218522787094,869,1,,,,,,
0.01746472716331482,879,1,,,,,,
0.09086135029792786,889,1,,,,,,
0.06550361216068268,899,1,,,,,,
0.02334483526647091,909,1,,,,,,
0.06310760974884033,919,1,,,,,,
0.02443849854171276,929,1,,,,,,
0.025174517184495926,939,1,,,,,,
0.07058272510766983,949,1,,,,,,
0.03646149858832359,959,1,,,,,,
0.07841415703296661,969,1,,,,,,
0.02089609205722809,979,1,,,,,,
0.03506922721862793,989,1,,,,,,
0.0411359928548336,999,1,,,,,,
0.028775803744792938,1009,1,,,,,,
0.08373303711414337,1019,1,,,,,,
0.06523160636425018,1029,1,,,,,,
0.03383254632353783,1039,1,,,,,,
0.0196668840944767,1049,1,,,,,,
0.05482541397213936,1059,1,,,,,,
0.02531483769416809,1069,1,,,,,,
0.049353595823049545,1079,1,,,,,,
0.031325530260801315,1089,1,,,,,,
0.0249283779412508,1099,1,,,,,,
0.014888005331158638,1109,1,,,,,,
0.032542936503887177,1119,1,,,,,,
0.03163590654730797,1129,1,,,,,,
0.07651397585868835,1139,1,,,,,,
,1147,1,0.7266950011253357,0.11491110175848007,0.4166666567325592,0.6704469323158264,0.9146429896354675,
0.007076479960232973,1149,2,,,,,,
0.033290181308984756,1159,2,,,,,,
0.02260585129261017,1169,2,,,,,,
0.02432389371097088,1179,2,,,,,,
0.02298564836382866,1189,2,,,,,,
0.01702950708568096,1199,2,,,,,,
0.020507602021098137,1209,2,,,,,,
0.009764215908944607,1219,2,,,,,,
0.020035594701766968,1229,2,,,,,,
0.011277084238827229,1239,2,,,,,,
0.012717160396277905,1249,2,,,,,,
0.012083012610673904,1259,2,,,,,,
0.03277415782213211,1269,2,,,,,,
0.0055387732572853565,1279,2,,,,,,
0.005826161243021488,1289,2,,,,,,
0.06163216754794121,1299,2,,,,,,
0.04002758488059044,1309,2,,,,,,
0.030661839991807938,1319,2,,,,,,
0.004379146732389927,1329,2,,,,,,
0.013983199372887611,1339,2,,,,,,
0.03169377148151398,1349,2,,,,,,
0.006810654886066914,1359,2,,,,,,
0.008523952215909958,1369,2,,,,,,
0.054025787860155106,1379,2,,,,,,
0.012647295370697975,1389,2,,,,,,
0.006637365557253361,1399,2,,,,,,
0.008940552361309528,1409,2,,,,,,
0.014459643512964249,1419,2,,,,,,
0.02575223334133625,1429,2,,,,,,
0.013189835473895073,1439,2,,,,,,
0.012530134990811348,1449,2,,,,,,
0.004226191435009241,1459,2,,,,,,
0.04851052165031433,1469,2,,,,,,
0.005362804047763348,1479,2,,,,,,
0.008344355970621109,1489,2,,,,,,
0.02850085310637951,1499,2,,,,,,
0.0029626013711094856,1509,2,,,,,,
0.01601932942867279,1519,2,,,,,,
0.08326049149036407,1529,2,,,,,,
0.013727312907576561,1539,2,,,,,,
0.005239569582045078,1549,2,,,,,,
0.010665505193173885,1559,2,,,,,,
0.012977850623428822,1569,2,,,,,,
0.011593276634812355,1579,2,,,,,,
0.025337612256407738,1589,2,,,,,,
0.0072690644301474094,1599,2,,,,,,
0.012838168069720268,1609,2,,,,,,
0.033237677067518234,1619,2,,,,,,
0.13133737444877625,1629,2,,,,,,
0.005143615882843733,1639,2,,,,,,
0.020161135122179985,1649,2,,,,,,
0.011155596002936363,1659,2,,,,,,
0.017591875046491623,1669,2,,,,,,
