step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
9,0.4038521945476532,0,,,,,,,,,,
19,0.2478780448436737,0,,,,,,,,,,
29,0.345745712518692,0,,,,,,,,,,
39,0.1814214438199997,0,,,,,,,,,,
49,0.15567800402641296,0,,,,,,,,,,
59,0.22548694908618927,0,,,,,,,,,,
69,0.1361515372991562,0,,,,,,,,,,
79,0.16212427616119385,0,,,,,,,,,,
89,0.1670437455177307,0,,,,,,,,,,
96,,0,0.43686944246292114,0.09969493001699448,0.39938080310821533,0.876681387424469,0.508661150932312,,,,,
99,0.17486415803432465,1,,,,,,,,,,
109,0.1159934550523758,1,,,,,,,,,,
119,0.13919052481651306,1,,,,,,,,,,
129,0.15933051705360413,1,,,,,,,,,,
139,0.12473627924919128,1,,,,,,,,,,
149,0.1489180624485016,1,,,,,,,,,,
159,0.1361118108034134,1,,,,,,,,,,
169,0.09482342004776001,1,,,,,,,,,,
179,0.11861531436443329,1,,,,,,,,,,
189,0.08464430272579193,1,,,,,,,,,,
193,,1,0.5508589744567871,0.08554831147193909,0.5139318704605103,0.8953611254692078,0.5936453938484192,,,,,
199,0.1166495755314827,2,,,,,,,,,,
209,0.14444926381111145,2,,,,,,,,,,
219,0.1221701055765152,2,,,,,,,,,,
229,0.11325423419475555,2,,,,,,,,,,
239,0.08882999420166016,2,,,,,,,,,,
249,0.17712153494358063,2,,,,,,,,,,
259,0.12392912060022354,2,,,,,,,,,,
269,0.17273561656475067,2,,,,,,,,,,
279,0.08878663927316666,2,,,,,,,,,,
289,0.10135781764984131,2,,,,,,,,,,
290,,2,0.558243989944458,0.07668104022741318,0.5201238393783569,0.8974831104278564,0.595342755317688,,,,,
299,0.10036908090114594,3,,,,,,,,,,
309,0.07701654732227325,3,,,,,,,,,,
319,0.09551528096199036,3,,,,,,,,,,
329,0.13548730313777924,3,,,,,,,,,,
339,0.09347417950630188,3,,,,,,,,,,
349,0.09478927403688431,3,,,,,,,,,,
359,0.10674265772104263,3,,,,,,,,,,
369,0.1024019718170166,3,,,,,,,,,,
379,0.11869794875383377,3,,,,,,,,,,
387,,3,0.5927556157112122,0.07280860096216202,0.5510835647583008,0.9074254035949707,0.628173828125,,,,,
389,0.09894567728042603,4,,,,,,,,,,
399,0.15685594081878662,4,,,,,,,,,,
409,0.0707879513502121,4,,,,,,,,,,
419,0.07388684153556824,4,,,,,,,,,,
429,0.1007918119430542,4,,,,,,,,,,
439,0.06898075342178345,4,,,,,,,,,,
449,0.09358125180006027,4,,,,,,,,,,
459,0.08888181298971176,4,,,,,,,,,,
469,0.08436276763677597,4,,,,,,,,,,
479,0.06555815786123276,4,,,,,,,,,,
484,,4,0.6142139434814453,0.07137081027030945,0.5727553963661194,0.9105076789855957,0.6438918113708496,,,,,
485,,5,,,,,,0.6142139434814453,0.07137081027030945,0.9105076789855957,0.5727553963661194,0.6438918113708496
