train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1
0.526473879814148,9,0,,,,,,,,,,
0.3995649218559265,19,0,,,,,,,,,,
0.7096810936927795,29,0,,,,,,,,,,
0.40533438324928284,39,0,,,,,,,,,,
0.31912267208099365,49,0,,,,,,,,,,
0.40285366773605347,59,0,,,,,,,,,,
0.6481540203094482,69,0,,,,,,,,,,
0.5168368816375732,79,0,,,,,,,,,,
0.24160639941692352,89,0,,,,,,,,,,
0.18225619196891785,99,0,,,,,,,,,,
0.3549381196498871,109,0,,,,,,,,,,
0.1965339481830597,119,0,,,,,,,,,,
0.20775872468948364,129,0,,,,,,,,,,
0.17936329543590546,139,0,,,,,,,,,,
0.21930161118507385,149,0,,,,,,,,,,
0.25754910707473755,159,0,,,,,,,,,,
0.2925315499305725,169,0,,,,,,,,,,
0.11542786657810211,179,0,,,,,,,,,,
,181,0,0.1735648214817047,0.5333442687988281,0.5208672285079956,0.8726886510848999,0.465753436088562,,,,,
0.10603931546211243,189,1,,,,,,,,,,
0.18455655872821808,199,1,,,,,,,,,,
0.3190390169620514,209,1,,,,,,,,,,
0.20983923971652985,219,1,,,,,,,,,,
0.28468355536460876,229,1,,,,,,,,,,
0.1918131709098816,239,1,,,,,,,,,,
0.641990065574646,249,1,,,,,,,,,,
0.28294968605041504,259,1,,,,,,,,,,
0.29608389735221863,269,1,,,,,,,,,,
0.22771203517913818,279,1,,,,,,,,,,
0.11246203631162643,289,1,,,,,,,,,,
0.1687018871307373,299,1,,,,,,,,,,
0.1794407069683075,309,1,,,,,,,,,,
0.24264787137508392,319,1,,,,,,,,,,
0.14263659715652466,329,1,,,,,,,,,,
0.17167751491069794,339,1,,,,,,,,,,
0.8695836663246155,349,1,,,,,,,,,,
0.4476613998413086,359,1,,,,,,,,,,
,363,1,0.13403114676475525,0.5820660591125488,0.572394609451294,0.8879594206809998,0.516438364982605,,,,,
0.15972480177879333,369,2,,,,,,,,,,
0.1497301459312439,379,2,,,,,,,,,,
0.11018748581409454,389,2,,,,,,,,,,
0.16763845086097717,399,2,,,,,,,,,,
0.16586236655712128,409,2,,,,,,,,,,
0.24643073976039886,419,2,,,,,,,,,,
0.2622796297073364,429,2,,,,,,,,,,
0.11562836170196533,439,2,,,,,,,,,,
0.354759156703949,449,2,,,,,,,,,,
0.1597328633069992,459,2,,,,,,,,,,
0.28585729002952576,469,2,,,,,,,,,,
0.296561062335968,479,2,,,,,,,,,,
0.1915404349565506,489,2,,,,,,,,,,
0.16370616853237152,499,2,,,,,,,,,,
0.13844096660614014,509,2,,,,,,,,,,
0.17243556678295135,519,2,,,,,,,,,,
0.24628324806690216,529,2,,,,,,,,,,
0.34326741099357605,539,2,,,,,,,,,,
,545,2,0.11302683502435684,0.6169834136962891,0.6112722754478455,0.8979422450065613,0.5657534003257751,,,,,
0.18467481434345245,549,3,,,,,,,,,,
0.2020074874162674,559,3,,,,,,,,,,
0.12643621861934662,569,3,,,,,,,,,,
0.10552805662155151,579,3,,,,,,,,,,
0.11220765113830566,589,3,,,,,,,,,,
0.1394844353199005,599,3,,,,,,,,,,
0.4313778877258301,609,3,,,,,,,,,,
0.07536814361810684,619,3,,,,,,,,,,
0.11191507428884506,629,3,,,,,,,,,,
0.15007179975509644,639,3,,,,,,,,,,
0.1123972088098526,649,3,,,,,,,,,,
0.13171468675136566,659,3,,,,,,,,,,
0.26447710394859314,669,3,,,,,,,,,,
0.07970445603132248,679,3,,,,,,,,,,
0.30359458923339844,689,3,,,,,,,,,,
0.14985720813274384,699,3,,,,,,,,,,
0.118739053606987,709,3,,,,,,,,,,
0.06933031231164932,719,3,,,,,,,,,,
,727,3,0.10386313498020172,0.6412046551704407,0.634692370891571,0.9066458344459534,0.5876712203025818,,,,,
0.12135526537895203,729,4,,,,,,,,,,
0.07819115370512009,739,4,,,,,,,,,,
0.097328320145607,749,4,,,,,,,,,,
0.06979475170373917,759,4,,,,,,,,,,
0.10478903353214264,769,4,,,,,,,,,,
0.31864890456199646,779,4,,,,,,,,,,
0.1357135772705078,789,4,,,,,,,,,,
0.14597377181053162,799,4,,,,,,,,,,
0.09665477275848389,809,4,,,,,,,,,,
0.15409572422504425,819,4,,,,,,,,,,
0.2230936735868454,829,4,,,,,,,,,,
0.08958261460065842,839,4,,,,,,,,,,
0.08613235503435135,849,4,,,,,,,,,,
0.06119970232248306,859,4,,,,,,,,,,
0.10598786175251007,869,4,,,,,,,,,,
0.08228278160095215,879,4,,,,,,,,,,
0.10429470241069794,889,4,,,,,,,,,,
0.31241375207901,899,4,,,,,,,,,,
0.034858543425798416,909,4,,,,,,,,,,
,909,4,0.09702682495117188,0.659579336643219,0.6543899178504944,0.9114986658096313,0.6109589338302612,,,,,
,910,5,,,,,,0.659579336643219,0.09702682495117188,0.9114986658096313,0.6109589338302612,0.6543899178504944
