step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
9,0.2642982602119446,0,,,,,,
19,0.3834371268749237,0,,,,,,
29,0.1330232471227646,0,,,,,,
39,0.26775386929512024,0,,,,,,
49,0.26548686623573303,0,,,,,,
59,0.24543626606464386,0,,,,,,
69,0.21113716065883636,0,,,,,,
79,0.17624427378177643,0,,,,,,
89,0.1334087997674942,0,,,,,,
99,0.4801906645298004,0,,,,,,
102,,0,0.12470584362745285,0.8572201728820801,0.25581395626068115,0.5171260833740234,0.5960175395011902,
109,0.15093129873275757,1,,,,,,
119,0.24658872187137604,1,,,,,,
129,0.18915550410747528,1,,,,,,
139,0.1566474735736847,1,,,,,,
149,0.21204794943332672,1,,,,,,
159,0.11640504747629166,1,,,,,,
169,0.0975801944732666,1,,,,,,
179,0.1870000809431076,1,,,,,,
189,0.11638043075799942,1,,,,,,
199,0.21198436617851257,1,,,,,,
205,,1,0.11439850926399231,0.8625665903091431,0.302325576543808,0.5428858995437622,0.6182320713996887,
209,0.17324040830135345,2,,,,,,
219,0.2082643061876297,2,,,,,,
229,0.10508007556200027,2,,,,,,
239,0.26563820242881775,2,,,,,,
249,0.1134485974907875,2,,,,,,
259,0.1220964789390564,2,,,,,,
269,0.09330321848392487,2,,,,,,
279,0.11522548645734787,2,,,,,,
289,0.11469102650880814,2,,,,,,
299,0.15072858333587646,2,,,,,,
308,,2,0.1094287559390068,0.8649182915687561,0.32093024253845215,0.5543951392173767,0.6262270212173462,
309,0.14624878764152527,3,,,,,,
319,0.07402832806110382,3,,,,,,
329,0.08749395608901978,3,,,,,,
339,0.15846693515777588,3,,,,,,
349,0.08524953573942184,3,,,,,,
359,0.03589847683906555,3,,,,,,
369,0.06213736534118652,3,,,,,,
379,0.11656112968921661,3,,,,,,
389,0.054136257618665695,3,,,,,,
399,0.07845358550548553,3,,,,,,
409,0.09937584400177002,3,,,,,,
411,,3,0.09614533931016922,0.8668981790542603,0.3255814015865326,0.5647139549255371,0.6391876935958862,
419,0.07412701100111008,4,,,,,,
429,0.04930838942527771,4,,,,,,
439,0.05860159918665886,4,,,,,,
449,0.07641838490962982,4,,,,,,
459,0.03488711267709732,4,,,,,,
469,0.03988746926188469,4,,,,,,
479,0.03208295628428459,4,,,,,,
489,0.035260580480098724,4,,,,,,
499,0.21166425943374634,4,,,,,,
509,0.03498857468366623,4,,,,,,
514,,4,0.09754233807325363,0.868962287902832,0.33023256063461304,0.574859619140625,0.6511713266372681,
515,,5,,,,,,0.09754233807325363
