epoch,train_loss,step,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
0,0.4958436191082001,9,,,,,,
0,0.2501891851425171,19,,,,,,
0,0.23837457597255707,29,,,,,,
0,0.23450428247451782,39,,,,,,
0,0.3109084963798523,49,,,,,,
0,0.21671076118946075,59,,,,,,
0,0.09794658422470093,69,,,,,,
0,0.14035017788410187,79,,,,,,
0,0.18901938199996948,89,,,,,,
0,0.1745470017194748,99,,,,,,
0,0.1770612746477127,109,,,,,,
0,0.31809526681900024,119,,,,,,
0,0.21662160754203796,129,,,,,,
0,0.3049047291278839,139,,,,,,
0,0.1941996067762375,149,,,,,,
0,0.10704153776168823,159,,,,,,
0,0.14330831170082092,169,,,,,,
0,0.1392570286989212,179,,,,,,
0,0.1785975992679596,189,,,,,,
0,0.1292780339717865,199,,,,,,
0,0.17517989873886108,209,,,,,,
0,0.17941537499427795,219,,,,,,
0,0.13029032945632935,229,,,,,,
0,0.20136630535125732,239,,,,,,
0,0.19511598348617554,249,,,,,,
0,0.07634255290031433,259,,,,,,
0,0.1604584902524948,269,,,,,,
0,0.12192279100418091,279,,,,,,
0,0.1047668382525444,289,,,,,,
0,0.20893079042434692,299,,,,,,
0,0.06929508596658707,309,,,,,,
0,0.10467531532049179,319,,,,,,
0,0.14621540904045105,329,,,,,,
0,0.08160361647605896,339,,,,,,
0,,345,0.34094348549842834,0.23571428656578064,0.7948800921440125,0.08495689928531647,0.2987956404685974,
1,0.13202399015426636,349,,,,,,
1,0.10396523773670197,359,,,,,,
1,0.13262243568897247,369,,,,,,
1,0.13301284611225128,379,,,,,,
1,0.10345049202442169,389,,,,,,
1,0.13482743501663208,399,,,,,,
1,0.14253146946430206,409,,,,,,
1,0.09131498634815216,419,,,,,,
1,0.13055850565433502,429,,,,,,
1,0.09638015925884247,439,,,,,,
1,0.2158767729997635,449,,,,,,
1,0.18939992785453796,459,,,,,,
1,0.19790977239608765,469,,,,,,
1,0.12676244974136353,479,,,,,,
1,0.13715548813343048,489,,,,,,
1,0.10723984241485596,499,,,,,,
1,0.10166905075311661,509,,,,,,
1,0.13434088230133057,519,,,,,,
1,0.10783418267965317,529,,,,,,
1,0.14779140055179596,539,,,,,,
1,0.0800628662109375,549,,,,,,
1,0.06795628368854523,559,,,,,,
1,0.10390467941761017,569,,,,,,
1,0.054246753454208374,579,,,,,,
1,0.34865039587020874,589,,,,,,
1,0.08491744846105576,599,,,,,,
1,0.08313395082950592,609,,,,,,
1,0.07449568808078766,619,,,,,,
1,0.156843364238739,629,,,,,,
1,0.13502483069896698,639,,,,,,
1,0.12652890384197235,649,,,,,,
1,0.05417099595069885,659,,,,,,
1,0.0779365822672844,669,,,,,,
1,0.05264918506145477,679,,,,,,
1,0.09953214973211288,689,,,,,,
1,,691,0.4747738242149353,0.4057142734527588,0.8418991565704346,0.08065555989742279,0.45849016308784485,
2,0.15500310063362122,699,,,,,,
2,0.08343453705310822,709,,,,,,
2,0.10093910992145538,719,,,,,,
2,0.06109417602419853,729,,,,,,
2,0.10791588574647903,739,,,,,,
2,0.1080479696393013,749,,,,,,
2,0.09767065197229385,759,,,,,,
2,0.1459280401468277,769,,,,,,
2,0.06298904120922089,779,,,,,,
2,0.049394361674785614,789,,,,,,
2,0.06667200475931168,799,,,,,,
2,0.08084188401699066,809,,,,,,
2,0.06747598201036453,819,,,,,,
2,0.1194223091006279,829,,,,,,
2,0.11149706691503525,839,,,,,,
2,0.04577610269188881,849,,,,,,
2,0.06722643226385117,859,,,,,,
2,0.127134770154953,869,,,,,,
2,0.0858789011836052,879,,,,,,
2,0.05834752321243286,889,,,,,,
2,0.03644368797540665,899,,,,,,
2,0.11038357764482498,909,,,,,,
2,0.06816031038761139,919,,,,,,
2,0.06322987377643585,929,,,,,,
2,0.12046955525875092,939,,,,,,
2,0.05543765798211098,949,,,,,,
2,0.08441906422376633,959,,,,,,
2,0.07233524322509766,969,,,,,,
2,0.07992319762706757,979,,,,,,
