train_loss,step,epoch,val_qa_sas,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
0.4976753294467926,9,0,,,,,,,,,,
0.330617755651474,19,0,,,,,,,,,,
0.22642208635807037,29,0,,,,,,,,,,
0.15903407335281372,39,0,,,,,,,,,,
0.09110216796398163,49,0,,,,,,,,,,
0.2869100272655487,59,0,,,,,,,,,,
0.1711181253194809,69,0,,,,,,,,,,
0.2572910189628601,79,0,,,,,,,,,,
0.0786106288433075,89,0,,,,,,,,,,
0.1858040988445282,99,0,,,,,,,,,,
0.28628748655319214,109,0,,,,,,,,,,
0.07687311619520187,119,0,,,,,,,,,,
,120,0,0.7265756130218506,0.6794055104255676,0.7140817046165466,0.06365161389112473,0.9341759085655212,,,,,
0.14576514065265656,129,1,,,,,,,,,,
0.11665073782205582,139,1,,,,,,,,,,
0.07331321388483047,149,1,,,,,,,,,,
0.10802637040615082,159,1,,,,,,,,,,
0.07184266299009323,169,1,,,,,,,,,,
0.09460591524839401,179,1,,,,,,,,,,
0.11300205439329147,189,1,,,,,,,,,,
0.0805882140994072,199,1,,,,,,,,,,
0.30129367113113403,209,1,,,,,,,,,,
0.06274448335170746,219,1,,,,,,,,,,
0.06991451233625412,229,1,,,,,,,,,,
0.08794061839580536,239,1,,,,,,,,,,
,241,1,0.7512389421463013,0.7112526297569275,0.7392473220825195,0.05592000484466553,0.9407098293304443,,,,,
0.25134485960006714,249,2,,,,,,,,,,
0.07450736314058304,259,2,,,,,,,,,,
0.08711183071136475,269,2,,,,,,,,,,
0.04226163774728775,279,2,,,,,,,,,,
0.08901526778936386,289,2,,,,,,,,,,
0.05012710392475128,299,2,,,,,,,,,,
0.03317318111658096,309,2,,,,,,,,,,
0.2795851230621338,319,2,,,,,,,,,,
0.1641712486743927,329,2,,,,,,,,,,
0.057242315262556076,339,2,,,,,,,,,,
0.32662779092788696,349,2,,,,,,,,,,
0.05916872248053551,359,2,,,,,,,,,,
,362,2,0.7604994177818298,0.7239915132522583,0.7496561408042908,0.05142131447792053,0.9433689713478088,,,,,
0.08971554785966873,369,3,,,,,,,,,,
0.12166344374418259,379,3,,,,,,,,,,
0.0585392564535141,389,3,,,,,,,,,,
0.05209753289818764,399,3,,,,,,,,,,
0.03294450044631958,409,3,,,,,,,,,,
0.06310771405696869,419,3,,,,,,,,,,
0.04253307729959488,429,3,,,,,,,,,,
0.4329777657985687,439,3,,,,,,,,,,
0.1458008736371994,449,3,,,,,,,,,,
0.0630045235157013,459,3,,,,,,,,,,
0.06661088019609451,469,3,,,,,,,,,,
0.043227385729551315,479,3,,,,,,,,,,
,483,3,0.7644795775413513,0.7282378077507019,0.7540647983551025,0.04859543964266777,0.944674551486969,,,,,
0.07066189497709274,489,4,,,,,,,,,,
0.18672999739646912,499,4,,,,,,,,,,
0.04637979716062546,509,4,,,,,,,,,,
0.060124948620796204,519,4,,,,,,,,,,
0.2898438572883606,529,4,,,,,,,,,,
0.032298535108566284,539,4,,,,,,,,,,
0.035475488752126694,549,4,,,,,,,,,,
0.04503302648663521,559,4,,,,,,,,,,
0.38824740052223206,569,4,,,,,,,,,,
0.14753085374832153,579,4,,,,,,,,,,
0.07044778764247894,589,4,,,,,,,,,,
0.16773000359535217,599,4,,,,,,,,,,
,604,4,0.7675337195396423,0.7324841022491455,0.7574687600135803,0.04520484060049057,0.9454261064529419,,,,,
,605,5,,,,,,0.9454261064529419,0.04520484060049057,0.7675337195396423,0.7574687600135803,0.7324841022491455
