train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0.20608489215373993,9,0,,,,,,
0.17794211208820343,19,0,,,,,,
0.5014967918395996,29,0,,,,,,
0.18566584587097168,39,0,,,,,,
1.9241863489151,49,0,,,,,,
0.251103013753891,59,0,,,,,,
0.12093960493803024,69,0,,,,,,
0.18842345476150513,79,0,,,,,,
0.17858479917049408,89,0,,,,,,
0.21663741767406464,99,0,,,,,,
,102,0,0.6634922623634338,0.5888893604278564,0.09073617309331894,0.8892430067062378,0.32407405972480774,
0.18398819863796234,109,1,,,,,,
0.16726163029670715,119,1,,,,,,
0.19474533200263977,129,1,,,,,,
0.22310781478881836,139,1,,,,,,
0.5713615417480469,149,1,,,,,,
0.13336394727230072,159,1,,,,,,
0.12934784591197968,169,1,,,,,,
0.29640400409698486,179,1,,,,,,
0.0979672521352768,189,1,,,,,,
0.17303363978862762,199,1,,,,,,
,205,1,0.6848964095115662,0.630926787853241,0.08055352419614792,0.8981113433837891,0.38425925374031067,
0.11839862167835236,209,2,,,,,,
0.05993778258562088,219,2,,,,,,
0.1908578723669052,229,2,,,,,,
0.05975101515650749,239,2,,,,,,
0.2602218687534332,249,2,,,,,,
0.14788290858268738,259,2,,,,,,
0.07336485385894775,269,2,,,,,,
0.09485508501529694,279,2,,,,,,
0.11287908256053925,289,2,,,,,,
0.13273335993289948,299,2,,,,,,
,308,2,0.7309844493865967,0.678267240524292,0.08026906847953796,0.9105908870697021,0.43981480598449707,
0.0346914678812027,309,3,,,,,,
0.05836009979248047,319,3,,,,,,
0.08187802881002426,329,3,,,,,,
0.06373199820518494,339,3,,,,,,
0.04019596800208092,349,3,,,,,,
0.06408374756574631,359,3,,,,,,
0.10038748383522034,369,3,,,,,,
0.09364303201436996,379,3,,,,,,
0.049197737127542496,389,3,,,,,,
0.015124508179724216,399,3,,,,,,
0.0685417577624321,409,3,,,,,,
,411,3,0.7308518290519714,0.6724517345428467,0.0842292532324791,0.9087604284286499,0.44907405972480774,
0.027528272941708565,419,4,,,,,,
0.029810884967446327,429,4,,,,,,
0.029934503138065338,439,4,,,,,,
0.09241491556167603,449,4,,,,,,
0.0840315967798233,459,4,,,,,,
0.07413089275360107,469,4,,,,,,
0.03322282433509827,479,4,,,,,,
0.01474585011601448,489,4,,,,,,
0.020563365891575813,499,4,,,,,,
0.003974327817559242,509,4,,,,,,
,514,4,0.7199390530586243,0.6640118360519409,0.0919833779335022,0.9066721796989441,0.4027777910232544,
,515,5,,,,,,0.0919833779335022
