train_loss,epoch,step,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0.9187873601913452,0,9,,,,,,
0.4527953565120697,0,19,,,,,,
0.39526790380477905,0,29,,,,,,
0.3377699553966522,0,39,,,,,,
0.30525845289230347,0,49,,,,,,
0.28545889258384705,0,59,,,,,,
0.4475201368331909,0,69,,,,,,
0.22863247990608215,0,79,,,,,,
0.24697533249855042,0,89,,,,,,
0.29133278131484985,0,99,,,,,,
0.214469775557518,0,109,,,,,,
0.3735104501247406,0,119,,,,,,
0.1949884444475174,0,129,,,,,,
0.5005341172218323,0,139,,,,,,
0.27730122208595276,0,149,,,,,,
0.2784280776977539,0,159,,,,,,
0.21740664541721344,0,169,,,,,,
0.24766068160533905,0,179,,,,,,
0.2157900184392929,0,189,,,,,,
0.21365191042423248,0,199,,,,,,
0.28295964002609253,0,209,,,,,,
0.27013102173805237,0,219,,,,,,
0.22671911120414734,0,229,,,,,,
0.2072838395833969,0,239,,,,,,
0.21388183534145355,0,249,,,,,,
0.23929767310619354,0,259,,,,,,
0.17232263088226318,0,269,,,,,,
0.24377849698066711,0,279,,,,,,
0.2138914316892624,0,289,,,,,,
0.2670343518257141,0,299,,,,,,
0.21938613057136536,0,309,,,,,,
0.23761960864067078,0,319,,,,,,
0.1845211386680603,0,329,,,,,,
0.22814927995204926,0,339,,,,,,
0.15470938384532928,0,349,,,,,,
0.20373189449310303,0,359,,,,,,
0.14314892888069153,0,369,,,,,,
0.12385620921850204,0,379,,,,,,
0.28973260521888733,0,389,,,,,,
0.09257669746875763,0,399,,,,,,
0.2743639051914215,0,409,,,,,,
0.33907803893089294,0,419,,,,,,
0.16811037063598633,0,429,,,,,,
0.23324477672576904,0,439,,,,,,
0.23696090281009674,0,449,,,,,,
0.3602449893951416,0,459,,,,,,
0.1910090446472168,0,469,,,,,,
0.1432936042547226,0,479,,,,,,
0.18531283736228943,0,489,,,,,,
0.16904237866401672,0,499,,,,,,
0.07655471563339233,0,509,,,,,,
0.21181301772594452,0,519,,,,,,
0.15856465697288513,0,529,,,,,,
0.17781202495098114,0,539,,,,,,
