epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0,0.44092118740081787,9,,,,,,
0,0.1272542029619217,19,,,,,,
0,0.37842580676078796,29,,,,,,
0,0.2497594803571701,39,,,,,,
0,0.404828816652298,49,,,,,,
0,2.238067626953125,59,,,,,,
0,0.23685339093208313,69,,,,,,
0,0.25564008951187134,79,,,,,,
0,0.23606424033641815,89,,,,,,
0,0.19714313745498657,99,,,,,,
0,0.29440513253211975,109,,,,,,
0,0.8381235599517822,119,,,,,,
0,0.2040213644504547,129,,,,,,
0,0.06213134154677391,139,,,,,,
0,0.124334916472435,149,,,,,,
0,0.11642704159021378,159,,,,,,
0,0.12976916134357452,169,,,,,,
0,0.2366696298122406,179,,,,,,
0,0.13558577001094818,189,,,,,,
0,0.10598085075616837,199,,,,,,
0,0.08442430198192596,209,,,,,,
0,0.27230557799339294,219,,,,,,
0,0.092952199280262,229,,,,,,
0,0.805348813533783,239,,,,,,
0,0.37267547845840454,249,,,,,,
0,0.2806723713874817,259,,,,,,
0,0.16141317784786224,269,,,,,,
0,0.11130699515342712,279,,,,,,
0,0.07222761958837509,289,,,,,,
0,0.2718607187271118,299,,,,,,
0,0.07496855407953262,309,,,,,,
0,0.12984606623649597,319,,,,,,
0,0.06901770085096359,329,,,,,,
0,0.19542625546455383,339,,,,,,
0,0.7051378488540649,349,,,,,,
0,0.24216116964817047,359,,,,,,
0,0.4355608820915222,369,,,,,,
0,0.22985348105430603,379,,,,,,
0,0.17035777866840363,389,,,,,,
0,0.23912285268306732,399,,,,,,
0,0.20975522696971893,409,,,,,,
0,0.16333390772342682,419,,,,,,
0,0.1221386268734932,429,,,,,,
0,0.12928129732608795,439,,,,,,
0,0.19237840175628662,449,,,,,,
0,0.21027334034442902,459,,,,,,
0,0.25188934803009033,469,,,,,,
0,0.17660273611545563,479,,,,,,
0,0.07412715256214142,489,,,,,,
0,0.12610167264938354,499,,,,,,
0,0.09644699096679688,509,,,,,,
0,0.10179328918457031,519,,,,,,
0,0.15786290168762207,529,,,,,,
0,0.1064462885260582,539,,,,,,
0,0.09396734833717346,549,,,,,,
0,0.04804500937461853,559,,,,,,
0,0.21675442159175873,569,,,,,,
0,0.040696728974580765,579,,,,,,
0,0.05804409086704254,589,,,,,,
0,0.1503504067659378,599,,,,,,
0,0.06847252696752548,609,,,,,,
0,0.12821775674819946,619,,,,,,
0,0.09090717881917953,629,,,,,,
0,0.09425762295722961,639,,,,,,
0,0.058229535818099976,649,,,,,,
0,0.15178461372852325,659,,,,,,
0,0.10993828624486923,669,,,,,,
0,0.08279194682836533,679,,,,,,
0,0.19034737348556519,689,,,,,,
0,0.07908673584461212,699,,,,,,
