epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,9,0.6853642463684082,,,,,,
0,19,0.2492547631263733,,,,,,
0,29,0.37110763788223267,,,,,,
0,39,0.22165781259536743,,,,,,
0,49,0.38057249784469604,,,,,,
0,59,0.146537184715271,,,,,,
0,69,0.20357774198055267,,,,,,
0,79,0.07536853104829788,,,,,,
0,89,0.08962175995111465,,,,,,
0,99,0.0710362121462822,,,,,,
0,109,0.20568186044692993,,,,,,
0,119,0.19857977330684662,,,,,,
0,129,0.09259223192930222,,,,,,
0,139,0.14376135170459747,,,,,,
0,149,0.1286587119102478,,,,,,
0,159,0.08822527527809143,,,,,,
0,169,0.15593372285366058,,,,,,
0,179,0.11779236793518066,,,,,,
0,189,0.13415174186229706,,,,,,
0,199,0.09441579133272171,,,,,,
0,209,0.09536659717559814,,,,,,
0,219,0.14865782856941223,,,,,,
0,229,0.09793731570243835,,,,,,
0,239,0.1154015064239502,,,,,,
0,249,0.19629189372062683,,,,,,
0,259,0.06897985935211182,,,,,,
0,269,0.13512349128723145,,,,,,
0,279,0.10581047087907791,,,,,,
0,289,0.0627208724617958,,,,,,
0,299,0.19448745250701904,,,,,,
0,309,0.10669399797916412,,,,,,
0,319,0.09082535654306412,,,,,,
0,329,0.0906509980559349,,,,,,
0,339,0.20216719806194305,,,,,,
0,349,0.08249180018901825,,,,,,
0,356,,0.08684266358613968,0.29886776208877563,0.3321049213409424,0.7907865643501282,0.22312703728675842,
1,359,0.1329534500837326,,,,,,
1,369,0.05904971435666084,,,,,,
1,379,0.16510137915611267,,,,,,
1,389,0.07856632024049759,,,,,,
1,399,0.1025209128856659,,,,,,
1,409,0.23133374750614166,,,,,,
1,419,0.14385372400283813,,,,,,
1,429,0.09790061414241791,,,,,,
1,439,0.09829957783222198,,,,,,
1,449,0.2150854617357254,,,,,,
1,459,0.10147655010223389,,,,,,
1,469,0.08945917338132858,,,,,,
1,479,0.16210244596004486,,,,,,
1,489,0.16029171645641327,,,,,,
1,499,0.08041717857122421,,,,,,
1,509,0.07361815124750137,,,,,,
1,519,0.07871579378843307,,,,,,
1,529,0.1975431889295578,,,,,,
1,539,0.1180579736828804,,,,,,
1,549,0.08001330494880676,,,,,,
1,559,0.13233274221420288,,,,,,
1,569,0.05785060673952103,,,,,,
1,579,0.11210085451602936,,,,,,
1,589,0.05198371782898903,,,,,,
1,599,0.11084607243537903,,,,,,
1,609,0.08401734381914139,,,,,,
1,619,0.16427946090698242,,,,,,
1,629,0.06795171648263931,,,,,,
1,639,0.055494509637355804,,,,,,
1,649,0.11243963986635208,,,,,,
1,659,0.1927463263273239,,,,,,
1,669,0.07758915424346924,,,,,,
1,679,0.053030118346214294,,,,,,
1,689,0.11603496968746185,,,,,,
1,699,0.042678240686655045,,,,,,
1,709,0.07302872091531754,,,,,,
1,713,,0.08912403136491776,0.4846445918083191,0.4916788935661316,0.849072277545929,0.43322476744651794,
2,719,0.051833342760801315,,,,,,
2,729,0.08817145973443985,,,,,,
2,739,0.04549038037657738,,,,,,
2,749,0.0502675399184227,,,,,,
2,759,0.08325722068548203,,,,,,
2,769,0.07487049698829651,,,,,,
2,779,0.040384113788604736,,,,,,
2,789,0.06315410137176514,,,,,,
2,799,0.16840055584907532,,,,,,
2,809,0.09604929387569427,,,,,,
2,819,0.06980056315660477,,,,,,
2,829,0.04905896633863449,,,,,,
2,839,0.11329709738492966,,,,,,
2,849,0.03378944471478462,,,,,,
2,859,0.027091072872281075,,,,,,
2,869,0.11824400722980499,,,,,,
2,879,0.13936886191368103,,,,,,
2,889,0.03771882504224777,,,,,,
2,899,0.05648833513259888,,,,,,
2,909,0.0778985321521759,,,,,,
2,919,0.05739704146981239,,,,,,
2,929,0.027681564912199974,,,,,,
2,939,0.04744638502597809,,,,,,
2,949,0.0766996443271637,,,,,,
2,959,0.021102169528603554,,,,,,
2,969,0.05288076773285866,,,,,,
2,979,0.04573804885149002,,,,,,
2,989,0.02727534994482994,,,,,,
2,999,0.0424138605594635,,,,,,
2,1009,0.03856230154633522,,,,,,
2,1019,0.032341476529836655,,,,,,
2,1029,0.07179234176874161,,,,,,
2,1039,0.07223441451787949,,,,,,
2,1049,0.06395372748374939,,,,,,
2,1059,0.02221641130745411,,,,,,
2,1069,0.048079218715429306,,,,,,
2,1070,,0.08229416608810425,0.5668344497680664,0.565801739692688,0.8732048273086548,0.5179153084754944,
3,1079,0.03187951445579529,,,,,,
3,1089,0.028944624587893486,,,,,,
3,1099,0.0647820383310318,,,,,,
3,1109,0.04937084764242172,,,,,,
3,1119,0.042082980275154114,,,,,,
3,1129,0.03635282441973686,,,,,,
3,1139,0.052650004625320435,,,,,,
3,1149,0.04353794455528259,,,,,,
3,1159,0.04327607899904251,,,,,,
3,1169,0.061277177184820175,,,,,,
3,1179,0.035887714475393295,,,,,,
3,1189,0.022894995287060738,,,,,,
3,1199,0.014514435082674026,,,,,,
3,1209,0.027118239551782608,,,,,,
3,1219,0.022869842126965523,,,,,,
3,1229,0.02983013167977333,,,,,,
3,1239,0.024668630212545395,,,,,,
3,1249,0.03993413224816322,,,,,,
3,1259,0.016269398853182793,,,,,,
3,1269,0.026726922020316124,,,,,,
3,1279,0.013021206483244896,,,,,,
3,1289,0.01729930005967617,,,,,,
3,1299,0.03364693373441696,,,,,,
3,1309,0.01858159713447094,,,,,,
3,1319,0.03273199871182442,,,,,,
3,1329,0.05519404262304306,,,,,,
3,1339,0.03913186118006706,,,,,,
3,1349,0.028041908517479897,,,,,,
3,1359,0.009828219190239906,,,,,,
3,1369,0.00921804178506136,,,,,,
3,1379,0.02104470506310463,,,,,,
3,1389,0.027942877262830734,,,,,,
3,1399,0.021848110482096672,,,,,,
3,1409,0.017113452777266502,,,,,,
3,1419,0.06702958047389984,,,,,,
3,1427,,0.09560632705688477,0.5574759840965271,0.5552467703819275,0.8696290254592896,0.509772002696991,
4,1429,0.031786635518074036,,,,,,
4,1439,0.014088299125432968,,,,,,
4,1449,0.02508874237537384,,,,,,
4,1459,0.006545531563460827,,,,,,
4,1469,0.009136630222201347,,,,,,
4,1479,0.03598034381866455,,,,,,
4,1489,0.016366539523005486,,,,,,
4,1499,0.04153367877006531,,,,,,
4,1509,0.018645530566573143,,,,,,
4,1519,0.005183895584195852,,,,,,
4,1529,0.022844629362225533,,,,,,
4,1539,0.031740158796310425,,,,,,
4,1549,0.03892497718334198,,,,,,
4,1559,0.028005529195070267,,,,,,
4,1569,0.02129795216023922,,,,,,
4,1579,0.009432856924831867,,,,,,
4,1589,0.011537972837686539,,,,,,
4,1599,0.004826138261705637,,,,,,
4,1609,0.02384272962808609,,,,,,
4,1619,0.006613154895603657,,,,,,
4,1629,0.023991206660866737,,,,,,
4,1639,0.00505816238000989,,,,,,
4,1649,0.009028255939483643,,,,,,
4,1659,0.022151390090584755,,,,,,
4,1669,0.02492545358836651,,,,,,
4,1679,0.0034257867373526096,,,,,,
4,1689,0.0018786874134093523,,,,,,
4,1699,0.008086079731583595,,,,,,
4,1709,0.0218246728181839,,,,,,
4,1719,0.018616467714309692,,,,,,
4,1729,0.02059035561978817,,,,,,
4,1739,0.03960536792874336,,,,,,
4,1749,0.018148992210626602,,,,,,
4,1759,0.012134543620049953,,,,,,
4,1769,0.012964953668415546,,,,,,
4,1779,0.0341363362967968,,,,,,
4,1784,,0.12723425030708313,0.5526076555252075,0.55485999584198,0.8702682256698608,0.5081433057785034,
5,1785,,,,,,,0.12723425030708313
