step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0.9899028539657593,0,,,,,,
19,0.8657253384590149,0,,,,,,
29,0.276860773563385,0,,,,,,
39,0.513364315032959,0,,,,,,
49,0.5111761689186096,0,,,,,,
59,0.22206489741802216,0,,,,,,
69,0.4094044864177704,0,,,,,,
79,0.23875798285007477,0,,,,,,
89,0.24568665027618408,0,,,,,,
99,0.29804903268814087,0,,,,,,
109,0.11303698271512985,0,,,,,,
118,,0,0.363116592168808,0.08359602838754654,0.37325164675712585,0.2867647111415863,0.8204399347305298,
119,0.20032840967178345,1,,,,,,
129,0.2724984586238861,1,,,,,,
139,0.23850823938846588,1,,,,,,
149,0.15511777997016907,1,,,,,,
159,0.23643609881401062,1,,,,,,
169,0.32294175028800964,1,,,,,,
179,0.1775556057691574,1,,,,,,
189,0.21944674849510193,1,,,,,,
199,0.13850386440753937,1,,,,,,
209,0.09837855398654938,1,,,,,,
219,0.2473452091217041,1,,,,,,
229,0.26441431045532227,1,,,,,,
237,,1,0.4528401792049408,0.07021890580654144,0.4275675415992737,0.3860294222831726,0.841941773891449,
239,0.17753185331821442,2,,,,,,
249,0.1058320477604866,2,,,,,,
259,0.10336066782474518,2,,,,,,
269,0.06747208535671234,2,,,,,,
279,0.1292984038591385,2,,,,,,
289,0.0803132876753807,2,,,,,,
299,0.09903930872678757,2,,,,,,
309,0.15375560522079468,2,,,,,,
319,0.09546448290348053,2,,,,,,
329,0.126559779047966,2,,,,,,
339,0.15145203471183777,2,,,,,,
349,0.06625189632177353,2,,,,,,
356,,2,0.49457040429115295,0.06960701942443848,0.4674222469329834,0.4264705777168274,0.8543031811714172,
359,0.07874640077352524,3,,,,,,
369,0.09955427795648575,3,,,,,,
379,0.07113940268754959,3,,,,,,
389,0.06799041479825974,3,,,,,,
399,0.10090990364551544,3,,,,,,
409,0.06719255447387695,3,,,,,,
419,0.07899582386016846,3,,,,,,
429,0.0598890520632267,3,,,,,,
439,0.08093792200088501,3,,,,,,
449,0.04270211607217789,3,,,,,,
459,0.05205201357603073,3,,,,,,
469,0.0686657577753067,3,,,,,,
475,,3,0.5023658871650696,0.07349830120801926,0.476174533367157,0.43014705181121826,0.8559705018997192,
479,0.05993245542049408,4,,,,,,
489,0.027950303629040718,4,,,,,,
499,0.015061704441905022,4,,,,,,
509,0.0330788753926754,4,,,,,,
519,0.08864392340183258,4,,,,,,
529,0.08008038252592087,4,,,,,,
539,0.04401308670639992,4,,,,,,
549,0.04832456633448601,4,,,,,,
559,0.04301154240965843,4,,,,,,
569,0.017807425931096077,4,,,,,,
579,0.05005170777440071,4,,,,,,
589,0.028155341744422913,4,,,,,,
594,,4,0.5317778587341309,0.08225729316473007,0.5097423195838928,0.46691176295280457,0.8638016581535339,
595,,5,,,,,,0.08225729316473007
