train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
1.2713650465011597,9,0,,,,,,,,,,
0.3078797459602356,19,0,,,,,,,,,,
0.7976481914520264,29,0,,,,,,,,,,
0.43388524651527405,39,0,,,,,,,,,,
0.4180977940559387,49,0,,,,,,,,,,
0.29620498418807983,59,0,,,,,,,,,,
0.2273508757352829,69,0,,,,,,,,,,
0.2722668945789337,79,0,,,,,,,,,,
0.27036362886428833,89,0,,,,,,,,,,
0.33189064264297485,99,0,,,,,,,,,,
0.2593357563018799,109,0,,,,,,,,,,
0.2537364959716797,119,0,,,,,,,,,,
0.18429668247699738,129,0,,,,,,,,,,
0.3493557274341583,139,0,,,,,,,,,,
0.1972060352563858,149,0,,,,,,,,,,
0.29279035329818726,159,0,,,,,,,,,,
0.1607479453086853,169,0,,,,,,,,,,
,178,0,0.45441770553588867,0.8426798582077026,0.39902278780937195,0.19838666915893555,0.4493618905544281,,,,,
0.21618348360061646,179,1,,,,,,,,,,
0.16689912974834442,189,1,,,,,,,,,,
0.23269276320934296,199,1,,,,,,,,,,
0.12295525521039963,209,1,,,,,,,,,,
0.33028101921081543,219,1,,,,,,,,,,
0.28236961364746094,229,1,,,,,,,,,,
0.20414285361766815,239,1,,,,,,,,,,
0.29323747754096985,249,1,,,,,,,,,,
0.19641657173633575,259,1,,,,,,,,,,
0.17613637447357178,269,1,,,,,,,,,,
0.3739137053489685,279,1,,,,,,,,,,
0.11984286457300186,289,1,,,,,,,,,,
0.26714667677879333,299,1,,,,,,,,,,
0.18641482293605804,309,1,,,,,,,,,,
0.12999847531318665,319,1,,,,,,,,,,
0.15851850807666779,329,1,,,,,,,,,,
0.1776151955127716,339,1,,,,,,,,,,
0.16082820296287537,349,1,,,,,,,,,,
,357,1,0.4986228048801422,0.8568663001060486,0.44951140880584717,0.15196345746517181,0.5017234683036804,,,,,
0.18550018966197968,359,2,,,,,,,,,,
0.1424795538187027,369,2,,,,,,,,,,
0.3283712863922119,379,2,,,,,,,,,,
0.18204118311405182,389,2,,,,,,,,,,
0.1247018501162529,399,2,,,,,,,,,,
0.16167771816253662,409,2,,,,,,,,,,
0.2095920294523239,419,2,,,,,,,,,,
0.12016482651233673,429,2,,,,,,,,,,
0.16851451992988586,439,2,,,,,,,,,,
0.21124911308288574,449,2,,,,,,,,,,
0.2502616047859192,459,2,,,,,,,,,,
0.1463124006986618,469,2,,,,,,,,,,
0.15895912051200867,479,2,,,,,,,,,,
0.14873673021793365,489,2,,,,,,,,,,
0.0899057388305664,499,2,,,,,,,,,,
0.11789397150278091,509,2,,,,,,,,,,
0.16904807090759277,519,2,,,,,,,,,,
0.12956836819648743,529,2,,,,,,,,,,
,536,2,0.5388872027397156,0.8655462861061096,0.4869706928730011,0.13480444252490997,0.5309653282165527,,,,,
0.1221136823296547,539,3,,,,,,,,,,
0.16309185326099396,549,3,,,,,,,,,,
0.20835356414318085,559,3,,,,,,,,,,
0.09796876460313797,569,3,,,,,,,,,,
0.16314056515693665,579,3,,,,,,,,,,
0.15267516672611237,589,3,,,,,,,,,,
0.15896447002887726,599,3,,,,,,,,,,
0.3477131128311157,609,3,,,,,,,,,,
0.11098013073205948,619,3,,,,,,,,,,
0.14202870428562164,629,3,,,,,,,,,,
0.12356889247894287,639,3,,,,,,,,,,
0.14776843786239624,649,3,,,,,,,,,,
0.12136136740446091,659,3,,,,,,,,,,
0.12285663932561874,669,3,,,,,,,,,,
0.16415779292583466,679,3,,,,,,,,,,
0.13466249406337738,689,3,,,,,,,,,,
0.11184751987457275,699,3,,,,,,,,,,
0.1466292291879654,709,3,,,,,,,,,,
,715,3,0.5666441321372986,0.8734011650085449,0.5195439457893372,0.1297788918018341,0.5651591420173645,,,,,
0.13387052714824677,719,4,,,,,,,,,,
0.12170764058828354,729,4,,,,,,,,,,
0.12671002745628357,739,4,,,,,,,,,,
0.08693825453519821,749,4,,,,,,,,,,
0.19962243735790253,759,4,,,,,,,,,,
0.1773630976676941,769,4,,,,,,,,,,
0.08369071036577225,779,4,,,,,,,,,,
0.14876243472099304,789,4,,,,,,,,,,
0.15073838829994202,799,4,,,,,,,,,,
0.1360175758600235,809,4,,,,,,,,,,
0.14743314683437347,819,4,,,,,,,,,,
0.07515303790569305,829,4,,,,,,,,,,
0.16379223763942719,839,4,,,,,,,,,,
0.14890296757221222,849,4,,,,,,,,,,
0.09543567150831223,859,4,,,,,,,,,,
0.17354698479175568,869,4,,,,,,,,,,
0.1614224761724472,879,4,,,,,,,,,,
0.08577181398868561,889,4,,,,,,,,,,
,894,4,0.5881597995758057,0.8798936605453491,0.5504885911941528,0.10888677835464478,0.594042181968689,,,,,
,895,5,,,,,,0.8798936605453491,0.10888677835464478,0.594042181968689,0.5881597995758057,0.5504885911941528
