train_loss,step,epoch,val_loss,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss
0.5557758808135986,9,0,,,,,,
0.2706699073314667,19,0,,,,,,
0.3358636200428009,29,0,,,,,,
0.40072914958000183,39,0,,,,,,
0.29966679215431213,49,0,,,,,,
0.306025892496109,59,0,,,,,,
0.16711637377738953,69,0,,,,,,
0.09676802158355713,79,0,,,,,,
0.08505038172006607,89,0,,,,,,
0.2519572973251343,99,0,,,,,,
0.18651360273361206,109,0,,,,,,
0.12850865721702576,119,0,,,,,,
0.3265455961227417,129,0,,,,,,
0.20951715111732483,139,0,,,,,,
0.08150741457939148,149,0,,,,,,
0.1322271227836609,159,0,,,,,,
0.17536556720733643,169,0,,,,,,
0.21604596078395844,179,0,,,,,,
0.2098943293094635,189,0,,,,,,
0.1609753966331482,199,0,,,,,,
0.17074726521968842,209,0,,,,,,
0.24588359892368317,219,0,,,,,,
0.1529165357351303,229,0,,,,,,
0.13963840901851654,239,0,,,,,,
0.1802586168050766,249,0,,,,,,
0.12003877758979797,259,0,,,,,,
0.2099086344242096,269,0,,,,,,
0.14424124360084534,279,0,,,,,,
0.20982593297958374,289,0,,,,,,
0.18715856969356537,299,0,,,,,,
0.1748897284269333,309,0,,,,,,
0.12858575582504272,319,0,,,,,,
0.20486131310462952,329,0,,,,,,
0.0652567595243454,339,0,,,,,,
0.1961713582277298,349,0,,,,,,
0.20661024749279022,359,0,,,,,,
0.14754317700862885,369,0,,,,,,
0.2074381560087204,379,0,,,,,,
0.11678735911846161,389,0,,,,,,
0.13281314074993134,399,0,,,,,,
0.10836194455623627,409,0,,,,,,
0.10572733730077744,419,0,,,,,,
0.0658598467707634,429,0,,,,,,
0.1673077791929245,439,0,,,,,,
0.08097207546234131,449,0,,,,,,
0.10319498926401138,459,0,,,,,,
0.12092386186122894,469,0,,,,,,
0.13171783089637756,479,0,,,,,,
0.06504172086715698,489,0,,,,,,
0.19167156517505646,499,0,,,,,,
0.10444528609514236,509,0,,,,,,
0.09018099308013916,519,0,,,,,,
0.08793257921934128,529,0,,,,,,
0.09528250992298126,539,0,,,,,,
0.20954637229442596,549,0,,,,,,
0.11758517473936081,559,0,,,,,,
0.05447030067443848,569,0,,,,,,
0.2696313261985779,579,0,,,,,,
0.1418188065290451,589,0,,,,,,
0.11680908501148224,599,0,,,,,,
0.0994478091597557,609,0,,,,,,
0.2491350620985031,619,0,,,,,,
0.13684529066085815,629,0,,,,,,
0.09557820856571198,639,0,,,,,,
0.13423709571361542,649,0,,,,,,
0.1011369600892067,659,0,,,,,,
0.1756245642900467,669,0,,,,,,
0.14016015827655792,679,0,,,,,,
0.11451855301856995,689,0,,,,,,
0.1432323306798935,699,0,,,,,,
0.1811937391757965,709,0,,,,,,
0.09031389653682709,719,0,,,,,,
0.17249852418899536,729,0,,,,,,
0.12828229367733002,739,0,,,,,,
0.06040830537676811,749,0,,,,,,
0.102120541036129,759,0,,,,,,
0.060342639684677124,769,0,,,,,,
0.0873107761144638,779,0,,,,,,
0.09946272522211075,789,0,,,,,,
0.07799137383699417,799,0,,,,,,
0.0891895666718483,809,0,,,,,,
0.05054318159818649,819,0,,,,,,
0.14163963496685028,829,0,,,,,,
0.10295502096414566,839,0,,,,,,
0.11970111727714539,849,0,,,,,,
0.07339756190776825,859,0,,,,,,
0.06831924617290497,869,0,,,,,,
0.09530298411846161,879,0,,,,,,
0.09763842076063156,889,0,,,,,,
0.06877516955137253,899,0,,,,,,
0.09314620494842529,909,0,,,,,,
0.07780265808105469,919,0,,,,,,
0.12585577368736267,929,0,,,,,,
0.134934201836586,939,0,,,,,,
0.0625280812382698,949,0,,,,,,
0.09395810216665268,959,0,,,,,,
0.11635587364435196,969,0,,,,,,
0.14695537090301514,979,0,,,,,,
0.08968918025493622,989,0,,,,,,
