epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_loss
0,0.12733250856399536,9,,,,,,
0,0.4190561771392822,19,,,,,,
0,0.10940057784318924,29,,,,,,
0,0.29794517159461975,39,,,,,,
0,0.16347166895866394,49,,,,,,
0,0.4253067970275879,59,,,,,,
0,0.29429882764816284,69,,,,,,
0,0.6355686783790588,79,,,,,,
0,0.08885825425386429,89,,,,,,
0,0.4113014042377472,99,,,,,,
0,0.5073117613792419,109,,,,,,
0,0.952392578125,119,,,,,,
0,0.05885903909802437,129,,,,,,
0,0.583187460899353,139,,,,,,
0,0.5682108998298645,149,,,,,,
0,0.1541680246591568,159,,,,,,
0,0.058902449905872345,169,,,,,,
0,0.0498596616089344,179,,,,,,
0,1.0616434812545776,189,,,,,,
0,,193,0.8440659046173096,0.3584977984428406,0.4321902394294739,0.30959752202033997,0.10356781631708145,
1,0.06283291429281235,199,,,,,,
1,0.05965283513069153,209,,,,,,
1,0.3246031105518341,219,,,,,,
1,0.39679330587387085,229,,,,,,
1,0.6450828909873962,239,,,,,,
1,0.039201464504003525,249,,,,,,
1,0.1969897747039795,259,,,,,,
1,0.048983898013830185,269,,,,,,
1,0.059249911457300186,279,,,,,,
1,0.04849463701248169,289,,,,,,
1,0.05328242480754852,299,,,,,,
1,0.06391409784555435,309,,,,,,
1,0.41284865140914917,319,,,,,,
1,0.03515787422657013,329,,,,,,
1,0.06752107292413712,339,,,,,,
1,0.20295830070972443,349,,,,,,
1,0.0607176311314106,359,,,,,,
1,0.11107064038515091,369,,,,,,
1,0.06439497321844101,379,,,,,,
1,,387,0.8843086361885071,0.4916500449180603,0.5474517345428467,0.45201238989830017,0.10484420508146286,
2,0.2691929042339325,389,,,,,,
2,0.4100378155708313,399,,,,,,
2,0.19622096419334412,409,,,,,,
2,0.1700989305973053,419,,,,,,
2,0.16486094892024994,429,,,,,,
2,0.036612678319215775,439,,,,,,
2,0.27669283747673035,449,,,,,,
2,0.04553491622209549,459,,,,,,
2,0.10749777406454086,469,,,,,,
2,0.05464356765151024,479,,,,,,
2,0.1619458645582199,489,,,,,,
2,0.301745742559433,499,,,,,,
2,0.3540404438972473,509,,,,,,
2,0.05325046181678772,519,,,,,,
2,0.10938473045825958,529,,,,,,
2,0.27575549483299255,539,,,,,,
2,0.310242623090744,549,,,,,,
2,0.045420315116643906,559,,,,,,
2,0.08444416522979736,569,,,,,,
2,0.035382770001888275,579,,,,,,
2,,581,0.9304899573326111,0.6955407857894897,0.7136483788490295,0.6749225854873657,0.08774559199810028,
3,0.11151406913995743,589,,,,,,
3,0.04296446591615677,599,,,,,,
3,0.1209358274936676,609,,,,,,
3,0.26607388257980347,619,,,,,,
3,0.0998571589589119,629,,,,,,
3,0.21740570664405823,639,,,,,,
3,0.030122825875878334,649,,,,,,
3,0.025695880874991417,659,,,,,,
3,0.17119474709033966,669,,,,,,
3,0.4951068162918091,679,,,,,,
3,0.1539289504289627,689,,,,,,
3,0.03615029901266098,699,,,,,,
3,0.3385360836982727,709,,,,,,
3,0.11777263879776001,719,,,,,,
3,0.06977375596761703,729,,,,,,
3,0.036051828414201736,739,,,,,,
3,0.2552005350589752,749,,,,,,
3,0.22957028448581696,759,,,,,,
3,0.17903278768062592,769,,,,,,
3,,775,0.9454454779624939,0.7587141990661621,0.7678157091140747,0.7430340647697449,0.09607484936714172,
4,0.0222808588296175,779,,,,,,
4,0.0300204548984766,789,,,,,,
4,0.23795321583747864,799,,,,,,
4,0.03569966182112694,809,,,,,,
4,0.04802079126238823,819,,,,,,
4,0.028267715126276016,829,,,,,,
4,0.015656620264053345,839,,,,,,
4,0.22085823118686676,849,,,,,,
4,0.01728050969541073,859,,,,,,
4,0.19210538268089294,869,,,,,,
4,0.10742691159248352,879,,,,,,
4,0.0853838324546814,889,,,,,,
4,0.07421017438173294,899,,,,,,
4,0.019900726154446602,909,,,,,,
4,0.13731631636619568,919,,,,,,
4,0.0540265254676342,929,,,,,,
4,0.009398127906024456,939,,,,,,
4,0.014324578456580639,949,,,,,,
4,0.022580143064260483,959,,,,,,
4,0.028758928179740906,969,,,,,,
4,,969,0.9461025595664978,0.7580091953277588,0.7675135135650635,0.7399380803108215,0.10953889787197113,
5,,970,,,,,,0.10953889787197113
