step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_loss
9,0.6621971726417542,0,,,,,,
19,0.38243475556373596,0,,,,,,
29,0.24878302216529846,0,,,,,,
39,0.30983293056488037,0,,,,,,
49,0.2857789099216461,0,,,,,,
59,0.3049643933773041,0,,,,,,
69,0.15060052275657654,0,,,,,,
79,0.19112840294837952,0,,,,,,
89,0.1529151201248169,0,,,,,,
99,0.18288813531398773,0,,,,,,
109,0.18307676911354065,0,,,,,,
119,0.29491719603538513,0,,,,,,
129,0.1895390748977661,0,,,,,,
139,0.2783210873603821,0,,,,,,
149,0.2106049507856369,0,,,,,,
159,0.17248113453388214,0,,,,,,
169,0.2927815616130829,0,,,,,,
179,0.1653103083372116,0,,,,,,
189,0.25945624709129333,0,,,,,,
199,0.2760818302631378,0,,,,,,
209,0.1508665829896927,0,,,,,,
219,0.1259641945362091,0,,,,,,
229,0.30574315786361694,0,,,,,,
239,0.12363279610872269,0,,,,,,
249,0.23887507617473602,0,,,,,,
259,0.29090890288352966,0,,,,,,
269,0.1796479970216751,0,,,,,,
279,0.27281638979911804,0,,,,,,
289,0.3015444278717041,0,,,,,,
299,0.1523839384317398,0,,,,,,
309,0.2043360024690628,0,,,,,,
319,0.10319708287715912,0,,,,,,
329,0.17066721618175507,0,,,,,,
339,0.16100433468818665,0,,,,,,
344,,0,0.26602688431739807,0.31738147139549255,0.7890115976333618,0.142081156373024,0.20169252157211304,
349,0.15264052152633667,1,,,,,,
359,0.15640367567539215,1,,,,,,
369,0.19181860983371735,1,,,,,,
379,0.26664024591445923,1,,,,,,
389,0.13701608777046204,1,,,,,,
399,0.19112691283226013,1,,,,,,
409,0.09270130842924118,1,,,,,,
419,0.20805753767490387,1,,,,,,
429,0.17457377910614014,1,,,,,,
439,0.21532826125621796,1,,,,,,
449,0.14130529761314392,1,,,,,,
459,0.1874290257692337,1,,,,,,
469,0.2015439122915268,1,,,,,,
479,0.14024057984352112,1,,,,,,
489,0.16380326449871063,1,,,,,,
499,0.2568734288215637,1,,,,,,
509,0.17419956624507904,1,,,,,,
519,0.1833960860967636,1,,,,,,
529,0.22239208221435547,1,,,,,,
539,0.17740298807621002,1,,,,,,
549,0.1218644306063652,1,,,,,,
559,0.14543774724006653,1,,,,,,
569,0.21849308907985687,1,,,,,,
579,0.19539140164852142,1,,,,,,
589,0.20402249693870544,1,,,,,,
599,0.1801954060792923,1,,,,,,
609,0.21168412268161774,1,,,,,,
619,0.18544243276119232,1,,,,,,
629,0.20694604516029358,1,,,,,,
639,0.1448863297700882,1,,,,,,
649,0.1051783412694931,1,,,,,,
659,0.14666032791137695,1,,,,,,
669,0.1502525955438614,1,,,,,,
679,0.129721999168396,1,,,,,,
689,0.19224122166633606,1,,,,,,
689,,1,0.29061734676361084,0.33968740701675415,0.7941790223121643,0.1236741915345192,0.22708038985729218,
699,0.16170912981033325,2,,,,,,
709,0.13035552203655243,2,,,,,,
719,0.10884352773427963,2,,,,,,
729,0.13986019790172577,2,,,,,,
739,0.16765841841697693,2,,,,,,
749,0.12847597897052765,2,,,,,,
759,0.11762771755456924,2,,,,,,
769,0.15383380651474,2,,,,,,
779,0.13177618384361267,2,,,,,,
789,0.13746660947799683,2,,,,,,
799,0.14351877570152283,2,,,,,,
809,0.12395508587360382,2,,,,,,
819,0.13292482495307922,2,,,,,,
829,0.13195474445819855,2,,,,,,
839,0.07733423262834549,2,,,,,,
849,0.13800546526908875,2,,,,,,
859,0.1407506763935089,2,,,,,,
869,0.16264545917510986,2,,,,,,
879,0.1500115990638733,2,,,,,,
889,0.0946793183684349,2,,,,,,
899,0.12203758955001831,2,,,,,,
909,0.19611650705337524,2,,,,,,
919,0.19412434101104736,2,,,,,,
929,0.13296502828598022,2,,,,,,
939,0.12179484218358994,2,,,,,,
949,0.17411652207374573,2,,,,,,
959,0.2715829014778137,2,,,,,,
969,0.15721477568149567,2,,,,,,
979,0.14478661119937897,2,,,,,,
989,0.12296777218580246,2,,,,,,
999,0.11000867187976837,2,,,,,,
1009,0.07903628796339035,2,,,,,,
1019,0.1970992237329483,2,,,,,,
1029,0.07763192802667618,2,,,,,,
1034,,2,0.3047568202018738,0.3537963032722473,0.7992757558822632,0.11683524399995804,0.2411847710609436,
1039,0.11418294906616211,3,,,,,,
1049,0.10758291184902191,3,,,,,,
1059,0.09289798140525818,3,,,,,,
1069,0.15240122377872467,3,,,,,,
1079,0.08795149624347687,3,,,,,,
