train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
0.7744542956352234,0,9,,,,,,
0.3285849094390869,0,19,,,,,,
0.3510260283946991,0,29,,,,,,
0.23483867943286896,0,39,,,,,,
0.34783878922462463,0,49,,,,,,
0.24810169637203217,0,59,,,,,,
0.14655520021915436,0,69,,,,,,
0.11873862147331238,0,79,,,,,,
0.2427758127450943,0,89,,,,,,
0.2173960655927658,0,99,,,,,,
0.2143973410129547,0,109,,,,,,
0.22120189666748047,0,119,,,,,,
0.24705791473388672,0,129,,,,,,
0.23027344048023224,0,139,,,,,,
0.1347305178642273,0,149,,,,,,
0.208403542637825,0,159,,,,,,
0.11625135689973831,0,169,,,,,,
0.20435921847820282,0,179,,,,,,
0.17120400071144104,0,189,,,,,,
0.2076004594564438,0,199,,,,,,
0.21656732261180878,0,209,,,,,,
0.1394556164741516,0,219,,,,,,
0.2026614397764206,0,229,,,,,,
0.15213719010353088,0,239,,,,,,
0.18274855613708496,0,249,,,,,,
0.15452910959720612,0,259,,,,,,
0.125377357006073,0,269,,,,,,
0.15916527807712555,0,279,,,,,,
0.20125699043273926,0,289,,,,,,
0.12937520444393158,0,299,,,,,,
0.20317913591861725,0,309,,,,,,
0.1074310690164566,0,319,,,,,,
0.14218446612358093,0,329,,,,,,
,0,338,0.8185747265815735,0.3892115652561188,0.11154993623495102,0.41262492537498474,0.33377134799957275,
0.11611747741699219,1,339,,,,,,
0.1648310422897339,1,349,,,,,,
0.0855066105723381,1,359,,,,,,
0.16269733011722565,1,369,,,,,,
0.1609858274459839,1,379,,,,,,
0.1991622895002365,1,389,,,,,,
0.11385413259267807,1,399,,,,,,
0.08961115777492523,1,409,,,,,,
0.12657903134822845,1,419,,,,,,
0.09632410854101181,1,429,,,,,,
0.1058323085308075,1,439,,,,,,
0.11141376942396164,1,449,,,,,,
0.12462359666824341,1,459,,,,,,
0.21624065935611725,1,469,,,,,,
0.12308606505393982,1,479,,,,,,
0.18443039059638977,1,489,,,,,,
0.1183575689792633,1,499,,,,,,
0.12940943241119385,1,509,,,,,,
0.12067241966724396,1,519,,,,,,
0.16002100706100464,1,529,,,,,,
0.1809237152338028,1,539,,,,,,
0.1481945663690567,1,549,,,,,,
0.11877177655696869,1,559,,,,,,
0.10801955312490463,1,569,,,,,,
0.28349217772483826,1,579,,,,,,
0.1568179875612259,1,589,,,,,,
0.08614124357700348,1,599,,,,,,
0.09985815733671188,1,609,,,,,,
0.18401868641376495,1,619,,,,,,
0.19352948665618896,1,629,,,,,,
0.09760867804288864,1,639,,,,,,
0.3125205636024475,1,649,,,,,,
0.18444553017616272,1,659,,,,,,
0.08503440767526627,1,669,,,,,,
,1,677,0.8275608420372009,0.4263764023780823,0.08600848913192749,0.44692370295524597,0.378449410200119,
0.09297215193510056,2,679,,,,,,
0.06753425300121307,2,689,,,,,,
0.06200070306658745,2,699,,,,,,
0.08964180201292038,2,709,,,,,,
0.10334412753582001,2,719,,,,,,
0.05957407504320145,2,729,,,,,,
0.11038752645254135,2,739,,,,,,
0.056501541286706924,2,749,,,,,,
nan,2,759,,,,,,
0.06675341725349426,2,769,,,,,,
0.07172662764787674,2,779,,,,,,
0.0756983533501625,2,789,,,,,,
0.08221229165792465,2,799,,,,,,
0.08407275378704071,2,809,,,,,,
0.07740174233913422,2,819,,,,,,
0.0779503583908081,2,829,,,,,,
0.07958146184682846,2,839,,,,,,
0.11321377009153366,2,849,,,,,,
0.1020222157239914,2,859,,,,,,
0.0888160914182663,2,869,,,,,,
0.06602177023887634,2,879,,,,,,
0.21097922325134277,2,889,,,,,,
0.12979719042778015,2,899,,,,,,
0.054308295249938965,2,909,,,,,,
0.06511625647544861,2,919,,,,,,
0.08006157726049423,2,929,,,,,,
0.09593698382377625,2,939,,,,,,
0.0352821983397007,2,949,,,,,,
0.07545272260904312,2,959,,,,,,
0.1431683599948883,2,969,,,,,,
0.07450241595506668,2,979,,,,,,
0.052083466202020645,2,989,,,,,,
0.07334543764591217,2,999,,,,,,
0.0763491541147232,2,1009,,,,,,
,2,1016,0.8379241228103638,0.4667847156524658,0.0831892117857933,0.4847829043865204,0.4191852807998657,
0.07012976706027985,3,1019,,,,,,
0.043289851397275925,3,1029,,,,,,
0.07440660893917084,3,1039,,,,,,
0.06725560873746872,3,1049,,,,,,
0.07129856199026108,3,1059,,,,,,
0.05763900652527809,3,1069,,,,,,
0.04464564472436905,3,1079,,,,,,
0.07354845106601715,3,1089,,,,,,
0.04345656931400299,3,1099,,,,,,
0.03965451195836067,3,1109,,,,,,
0.06064014136791229,3,1119,,,,,,
0.04707400128245354,3,1129,,,,,,
0.033359479159116745,3,1139,,,,,,
0.10132919251918793,3,1149,,,,,,
0.054757699370384216,3,1159,,,,,,
0.03324891999363899,3,1169,,,,,,
0.04043349623680115,3,1179,,,,,,
0.06047680228948593,3,1189,,,,,,
0.05119572579860687,3,1199,,,,,,
0.029094109311699867,3,1209,,,,,,
0.04893043264746666,3,1219,,,,,,
0.060183893889188766,3,1229,,,,,,
0.04500078409910202,3,1239,,,,,,
0.060442134737968445,3,1249,,,,,,
0.06118588522076607,3,1259,,,,,,
0.057622745633125305,3,1269,,,,,,
0.07287922501564026,3,1279,,,,,,
0.036690808832645416,3,1289,,,,,,
0.08392425626516342,3,1299,,,,,,
0.021293731406331062,3,1309,,,,,,
0.054865628480911255,3,1319,,,,,,
0.02945861592888832,3,1329,,,,,,
0.06030967831611633,3,1339,,,,,,
0.0710972249507904,3,1349,,,,,,
,3,1355,0.846294641494751,0.49082475900650024,0.09165055304765701,0.5078377723693848,0.44678056240081787,
0.020396854728460312,4,1359,,,,,,
0.029811305925250053,4,1369,,,,,,
0.02977619506418705,4,1379,,,,,,
0.0200604610145092,4,1389,,,,,,
0.04030437022447586,4,1399,,,,,,
0.02554195187985897,4,1409,,,,,,
0.02397250570356846,4,1419,,,,,,
0.05523741990327835,4,1429,,,,,,
0.035112157464027405,4,1439,,,,,,
0.029450390487909317,4,1449,,,,,,
0.0236414335668087,4,1459,,,,,,
0.02766084484755993,4,1469,,,,,,
0.02982325851917267,4,1479,,,,,,
0.026100099086761475,4,1489,,,,,,
0.042496517300605774,4,1499,,,,,,
0.044245246797800064,4,1509,,,,,,
0.038514621555805206,4,1519,,,,,,
nan,4,1529,,,,,,
0.020513543859124184,4,1539,,,,,,
0.06519331783056259,4,1549,,,,,,
0.03672574460506439,4,1559,,,,,,
0.051646310836076736,4,1569,,,,,,
0.015533436089754105,4,1579,,,,,,
0.051316842436790466,4,1589,,,,,,
0.05751797929406166,4,1599,,,,,,
0.039868924766778946,4,1609,,,,,,
0.028154857456684113,4,1619,,,,,,
0.02259785868227482,4,1629,,,,,,
0.04930237680673599,4,1639,,,,,,
0.027995867654681206,4,1649,,,,,,
0.019276589155197144,4,1659,,,,,,
0.038284581154584885,4,1669,,,,,,
0.037441693246364594,4,1679,,,,,,
0.025427503511309624,4,1689,,,,,,
,4,1694,0.8486341834068298,0.4982813000679016,0.11119083315134048,0.5124200582504272,0.4520367980003357,
,5,1695,,,,,,0.11119083315134048
