train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0.30397477746009827,9,0,,,,,,
0.38256964087486267,19,0,,,,,,
0.692879319190979,29,0,,,,,,
0.2708709239959717,39,0,,,,,,
0.1553509682416916,49,0,,,,,,
0.1664883941411972,59,0,,,,,,
0.18711569905281067,69,0,,,,,,
0.18729451298713684,79,0,,,,,,
0.26586732268333435,89,0,,,,,,
0.22018657624721527,99,0,,,,,,
0.4354363977909088,109,0,,,,,,
0.24378147721290588,119,0,,,,,,
0.21631357073783875,129,0,,,,,,
0.3349151611328125,139,0,,,,,,
0.20452575385570526,149,0,,,,,,
0.15563467144966125,159,0,,,,,,
0.1615782231092453,169,0,,,,,,
0.29267245531082153,179,0,,,,,,
0.27079296112060547,189,0,,,,,,
0.3240262269973755,199,0,,,,,,
0.16040274500846863,209,0,,,,,,
0.18223461508750916,219,0,,,,,,
0.22022010385990143,229,0,,,,,,
0.14413398504257202,239,0,,,,,,
0.21126149594783783,249,0,,,,,,
0.11202806234359741,259,0,,,,,,
0.12088466435670853,269,0,,,,,,
0.17759107053279877,279,0,,,,,,
0.12144139409065247,289,0,,,,,,
0.18715766072273254,299,0,,,,,,
0.16169826686382294,309,0,,,,,,
0.15706416964530945,319,0,,,,,,
0.16237114369869232,329,0,,,,,,
0.17097149789333344,339,0,,,,,,
0.13850346207618713,349,0,,,,,,
0.2247791439294815,359,0,,,,,,
0.192586287856102,369,0,,,,,,
0.08422782272100449,379,0,,,,,,
0.1266145557165146,389,0,,,,,,
0.16733253002166748,399,0,,,,,,
0.09535778313875198,409,0,,,,,,
0.1756593883037567,419,0,,,,,,
0.14263279736042023,429,0,,,,,,
0.17648033797740936,439,0,,,,,,
0.1072363331913948,449,0,,,,,,
0.13725131750106812,459,0,,,,,,
0.11507169902324677,469,0,,,,,,
0.2060568779706955,479,0,,,,,,
0.06799373030662537,489,0,,,,,,
0.1360439956188202,499,0,,,,,,
0.17497092485427856,509,0,,,,,,
0.16901683807373047,519,0,,,,,,
0.09855154901742935,529,0,,,,,,
0.2721209228038788,539,0,,,,,,
0.24848000705242157,549,0,,,,,,
0.15702617168426514,559,0,,,,,,
0.14293362200260162,569,0,,,,,,
0.15953555703163147,579,0,,,,,,
0.11364254355430603,589,0,,,,,,
0.13948778808116913,599,0,,,,,,
0.13733746111392975,609,0,,,,,,
0.13984613120555878,619,0,,,,,,
0.14902611076831818,629,0,,,,,,
0.17831045389175415,639,0,,,,,,
0.11046900600194931,649,0,,,,,,
0.11465661972761154,659,0,,,,,,
0.1474032998085022,669,0,,,,,,
0.09655074775218964,679,0,,,,,,
0.2040749043226242,689,0,,,,,,
0.1833101511001587,699,0,,,,,,
0.12394322454929352,709,0,,,,,,
0.17124851047992706,719,0,,,,,,
0.1978750079870224,729,0,,,,,,
0.0976216048002243,739,0,,,,,,
0.1367027461528778,749,0,,,,,,
0.21935629844665527,759,0,,,,,,
0.0743352472782135,769,0,,,,,,
0.11487383395433426,779,0,,,,,,
0.12089844793081284,789,0,,,,,,
0.14711245894432068,799,0,,,,,,
0.16572009027004242,809,0,,,,,,
0.11909987032413483,819,0,,,,,,
0.21661581099033356,829,0,,,,,,
0.1317085474729538,839,0,,,,,,
0.08491967618465424,849,0,,,,,,
0.13049577176570892,859,0,,,,,,
0.1723325401544571,869,0,,,,,,
