train_loss,epoch,step,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
0.42292559146881104,0,9,,,,,,
0.2969007194042206,0,19,,,,,,
0.23509401082992554,0,29,,,,,,
0.4275513291358948,0,39,,,,,,
0.07835319638252258,0,49,,,,,,
0.2096753865480423,0,59,,,,,,
0.4257136285305023,0,69,,,,,,
0.15844565629959106,0,79,,,,,,
0.3728407919406891,0,89,,,,,,
0.10057885944843292,0,99,,,,,,
0.17543108761310577,0,109,,,,,,
0.32584571838378906,0,119,,,,,,
0.17584525048732758,0,129,,,,,,
0.15942947566509247,0,139,,,,,,
0.1335507184267044,0,149,,,,,,
0.08879145979881287,0,159,,,,,,
0.16860701143741608,0,169,,,,,,
0.47361400723457336,0,179,,,,,,
0.3094479739665985,0,189,,,,,,
0.16235791146755219,0,199,,,,,,
0.13457870483398438,0,209,,,,,,
0.12166471779346466,0,219,,,,,,
0.10709261894226074,0,229,,,,,,
0.1367723047733307,0,239,,,,,,
0.10747107118368149,0,249,,,,,,
0.1277560442686081,0,259,,,,,,
0.1172584518790245,0,269,,,,,,
0.10890814661979675,0,279,,,,,,
0.231008380651474,0,289,,,,,,
0.06488858163356781,0,299,,,,,,
0.17532576620578766,0,309,,,,,,
0.12510481476783752,0,319,,,,,,
0.1087665855884552,0,329,,,,,,
0.12568403780460358,0,339,,,,,,
0.08487039804458618,0,349,,,,,,
0.18898631632328033,0,359,,,,,,
0.13816557824611664,0,369,,,,,,
0.2475181221961975,0,379,,,,,,
0.10113870352506638,0,389,,,,,,
0.11650316417217255,0,399,,,,,,
0.08187467604875565,0,409,,,,,,
0.21144016087055206,0,419,,,,,,
0.14751216769218445,0,429,,,,,,
0.17445656657218933,0,439,,,,,,
0.1628747135400772,0,449,,,,,,
0.1661822497844696,0,459,,,,,,
0.13039031624794006,0,469,,,,,,
0.0967206358909607,0,479,,,,,,
0.19063007831573486,0,489,,,,,,
0.11391124129295349,0,499,,,,,,
0.17087842524051666,0,509,,,,,,
0.10199304670095444,0,519,,,,,,
0.15107044577598572,0,529,,,,,,
0.07531401515007019,0,539,,,,,,
0.11809972673654556,0,549,,,,,,
0.2101399451494217,0,559,,,,,,
0.10765735059976578,0,569,,,,,,
0.08474630862474442,0,579,,,,,,
0.09346900135278702,0,589,,,,,,
0.1537720263004303,0,599,,,,,,
0.1332276463508606,0,609,,,,,,
0.12714099884033203,0,619,,,,,,
0.13550658524036407,0,629,,,,,,
0.0852154865860939,0,639,,,,,,
0.17025940120220184,0,649,,,,,,
0.13614237308502197,0,659,,,,,,
0.09860414266586304,0,669,,,,,,
0.12800319492816925,0,679,,,,,,
0.09347216784954071,0,689,,,,,,
0.09249413758516312,0,699,,,,,,
0.08550016582012177,0,709,,,,,,
0.12441210448741913,0,719,,,,,,
0.1337941735982895,0,729,,,,,,
0.13874243199825287,0,739,,,,,,
0.19548754394054413,0,749,,,,,,
0.15197798609733582,0,759,,,,,,
0.16622421145439148,0,769,,,,,,
0.1584705114364624,0,779,,,,,,
0.06203686073422432,0,789,,,,,,
0.08623531460762024,0,799,,,,,,
0.13791586458683014,0,809,,,,,,
0.13524580001831055,0,819,,,,,,
0.11699610948562622,0,829,,,,,,
0.05276937410235405,0,839,,,,,,
0.13968223333358765,0,849,,,,,,
0.1279546171426773,0,859,,,,,,
0.07363452017307281,0,869,,,,,,
0.1115868091583252,0,879,,,,,,
0.18362626433372498,0,889,,,,,,
0.135544091463089,0,899,,,,,,
0.20441842079162598,0,909,,,,,,
0.08642110228538513,0,919,,,,,,
0.09392542392015457,0,929,,,,,,
0.15946371853351593,0,939,,,,,,
0.07550708204507828,0,949,,,,,,
0.11625871062278748,0,959,,,,,,
0.0579395554959774,0,969,,,,,,
0.08164741843938828,0,979,,,,,,
0.0741751492023468,0,989,,,,,,
0.08497199416160583,0,999,,,,,,
0.10376449674367905,0,1009,,,,,,
0.12337608635425568,0,1019,,,,,,
0.12008287012577057,0,1029,,,,,,
0.10434781759977341,0,1039,,,,,,
0.06208009645342827,0,1049,,,,,,
0.08536917716264725,0,1059,,,,,,
0.10094116628170013,0,1069,,,,,,
0.09235084056854248,0,1079,,,,,,
0.14462906122207642,0,1089,,,,,,
0.21738332509994507,0,1099,,,,,,
0.09827051311731339,0,1109,,,,,,
0.10500047355890274,0,1119,,,,,,
0.08830004185438156,0,1129,,,,,,
0.05589655041694641,0,1139,,,,,,
0.07113513350486755,0,1149,,,,,,
0.09953935444355011,0,1159,,,,,,
0.04891832172870636,0,1169,,,,,,
0.08703897148370743,0,1179,,,,,,
0.11131244152784348,0,1189,,,,,,
0.0684623196721077,0,1199,,,,,,
0.12448199093341827,0,1209,,,,,,
0.11015883088111877,0,1219,,,,,,
0.12402263283729553,0,1229,,,,,,
0.0757606104016304,0,1239,,,,,,
0.07307565212249756,0,1249,,,,,,
0.0769476369023323,0,1259,,,,,,
