step,train_loss,epoch,val_qa_em,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,test_loss
9,0.5923065543174744,0,,,,,,
19,0.2242436558008194,0,,,,,,
29,0.3947656750679016,0,,,,,,
39,0.44535747170448303,0,,,,,,
49,0.2879628837108612,0,,,,,,
59,0.3390085697174072,0,,,,,,
69,0.18825092911720276,0,,,,,,
79,0.11888747662305832,0,,,,,,
89,0.11417222768068314,0,,,,,,
99,0.2770935297012329,0,,,,,,
109,0.20396797358989716,0,,,,,,
119,0.15178656578063965,0,,,,,,
129,0.3525019884109497,0,,,,,,
139,0.27750805020332336,0,,,,,,
149,0.1249917671084404,0,,,,,,
159,0.12169556319713593,0,,,,,,
169,0.17926859855651855,0,,,,,,
179,0.2279151827096939,0,,,,,,
189,0.27602294087409973,0,,,,,,
199,0.12679046392440796,0,,,,,,
209,0.1767989695072174,0,,,,,,
219,0.2834455966949463,0,,,,,,
229,0.14739026129245758,0,,,,,,
239,0.16817250847816467,0,,,,,,
249,0.13002343475818634,0,,,,,,
259,0.11182858794927597,0,,,,,,
269,0.208052858710289,0,,,,,,
279,0.16152365505695343,0,,,,,,
289,0.2160114049911499,0,,,,,,
299,0.2122688889503479,0,,,,,,
309,0.17907316982746124,0,,,,,,
319,0.14071610569953918,0,,,,,,
329,0.14395706355571747,0,,,,,,
339,0.0886116698384285,0,,,,,,
349,0.25847479701042175,0,,,,,,
359,0.24276787042617798,0,,,,,,
369,0.16193073987960815,0,,,,,,
379,0.13090099394321442,0,,,,,,
389,0.1395833045244217,0,,,,,,
399,0.11429985612630844,0,,,,,,
409,0.10707896947860718,0,,,,,,
419,0.15529462695121765,0,,,,,,
429,0.14576347172260284,0,,,,,,
439,0.2562452554702759,0,,,,,,
449,0.10512365400791168,0,,,,,,
459,0.20373956859111786,0,,,,,,
469,0.12171675264835358,0,,,,,,
479,0.13883763551712036,0,,,,,,
489,0.104448102414608,0,,,,,,
499,0.2162155658006668,0,,,,,,
509,0.175140842795372,0,,,,,,
519,0.1270890086889267,0,,,,,,
529,0.10759209096431732,0,,,,,,
539,0.12164618819952011,0,,,,,,
549,0.18065637350082397,0,,,,,,
559,0.09309563785791397,0,,,,,,
569,0.08800056576728821,0,,,,,,
579,0.1985136717557907,0,,,,,,
589,0.11288414895534515,0,,,,,,
599,0.11531469970941544,0,,,,,,
609,0.1158110722899437,0,,,,,,
619,0.1576642245054245,0,,,,,,
629,0.1503644585609436,0,,,,,,
639,0.09380386024713516,0,,,,,,
649,0.22946631908416748,0,,,,,,
659,0.1131320670247078,0,,,,,,
669,0.2735764682292938,0,,,,,,
679,0.1354658305644989,0,,,,,,
689,0.13508036732673645,0,,,,,,
699,0.18376769125461578,0,,,,,,
709,0.13773870468139648,0,,,,,,
719,0.0773676186800003,0,,,,,,
729,0.36399319767951965,0,,,,,,
739,0.13265611231327057,0,,,,,,
749,0.11850098520517349,0,,,,,,
759,0.0768454447388649,0,,,,,,
769,0.08936981111764908,0,,,,,,
779,0.1283930242061615,0,,,,,,
789,0.10991311818361282,0,,,,,,
799,0.10884013772010803,0,,,,,,
809,0.08743957430124283,0,,,,,,
819,0.10062994062900543,0,,,,,,
829,0.14210133254528046,0,,,,,,
839,0.13256031274795532,0,,,,,,
849,0.15956950187683105,0,,,,,,
859,0.10269131511449814,0,,,,,,
869,0.06326640397310257,0,,,,,,
879,0.10719028115272522,0,,,,,,
889,0.11998453736305237,0,,,,,,
899,0.09544774889945984,0,,,,,,
909,0.10572907328605652,0,,,,,,
919,0.08482775837182999,0,,,,,,
929,0.0787103921175003,0,,,,,,
939,0.09687863290309906,0,,,,,,
949,0.0950203388929367,0,,,,,,
959,0.0726228579878807,0,,,,,,
969,0.1722675859928131,0,,,,,,
979,0.18396838009357452,0,,,,,,
989,0.08001209050416946,0,,,,,,
999,0.12769119441509247,0,,,,,,
1009,0.10967887938022614,0,,,,,,
1019,0.12790167331695557,0,,,,,,
1029,0.09666814655065536,0,,,,,,
1039,0.09548784047365189,0,,,,,,
1049,0.1042676717042923,0,,,,,,
1059,0.17724376916885376,0,,,,,,
1069,0.12324879318475723,0,,,,,,
1079,0.1330142617225647,0,,,,,,
1089,0.12176483124494553,0,,,,,,
1099,0.050018906593322754,0,,,,,,
1109,0.07755438983440399,0,,,,,,
1119,0.08085933327674866,0,,,,,,
1129,0.11881110817193985,0,,,,,,
1139,0.12034422159194946,0,,,,,,
1149,0.20374031364917755,0,,,,,,
1159,0.09501753747463226,0,,,,,,
1169,0.1325656920671463,0,,,,,,
1179,0.1426173746585846,0,,,,,,
1189,0.0411992222070694,0,,,,,,
1199,0.1493588536977768,0,,,,,,
1209,0.06095154955983162,0,,,,,,
1219,0.05166297405958176,0,,,,,,
1229,0.09474842995405197,0,,,,,,
1239,0.17923958599567413,0,,,,,,
1249,0.06824090331792831,0,,,,,,
1259,0.07836641371250153,0,,,,,,
1269,0.05381274223327637,0,,,,,,
1279,0.07044327259063721,0,,,,,,
1289,0.07659205794334412,0,,,,,,
1299,0.12261950224637985,0,,,,,,
1309,0.16223447024822235,0,,,,,,
1319,0.15085066854953766,0,,,,,,
1329,0.08855079859495163,0,,,,,,
1339,0.08191189169883728,0,,,,,,
1349,0.06068713963031769,0,,,,,,
1359,0.0787845179438591,0,,,,,,
1369,0.09821269661188126,0,,,,,,
1379,0.06939078867435455,0,,,,,,
1389,0.16137100756168365,0,,,,,,
1399,0.09026237577199936,0,,,,,,
1409,0.08432137221097946,0,,,,,,
1419,0.08802703022956848,0,,,,,,
1429,0.08272916823625565,0,,,,,,
1439,0.058263812214136124,0,,,,,,
1449,0.051656078547239304,0,,,,,,
1459,0.11579888314008713,0,,,,,,
1469,0.05133594945073128,0,,,,,,
1479,0.16631324589252472,0,,,,,,
1489,0.05508283153176308,0,,,,,,
1499,0.11049075424671173,0,,,,,,
1509,0.05148857459425926,0,,,,,,
1519,0.09489402174949646,0,,,,,,
1529,0.13535469770431519,0,,,,,,
1539,0.08190327882766724,0,,,,,,
1549,0.07735513895750046,0,,,,,,
1559,0.09040717035531998,0,,,,,,
1569,0.06939765810966492,0,,,,,,
1579,0.05422161519527435,0,,,,,,
1589,0.10122881084680557,0,,,,,,
1599,0.139339417219162,0,,,,,,
1609,0.07525455951690674,0,,,,,,
1619,0.0835971012711525,0,,,,,,
1629,0.05633425712585449,0,,,,,,
1639,0.14940351247787476,0,,,,,,
1649,0.11144501715898514,0,,,,,,
1659,0.05209146440029144,0,,,,,,
1669,0.05149165540933609,0,,,,,,
1679,0.08837758004665375,0,,,,,,
1686,,0,0.21409574151039124,0.11416174471378326,0.28187310695648193,0.3493198752403259,0.8134579658508301,
1689,0.1764000803232193,1,,,,,,
1699,0.09641015529632568,1,,,,,,
1709,0.06590942293405533,1,,,,,,
1719,0.07885779440402985,1,,,,,,
1729,0.08927501738071442,1,,,,,,
1739,0.039052728563547134,1,,,,,,
1749,0.10910186171531677,1,,,,,,
1759,0.07360919564962387,1,,,,,,
1769,0.1669781357049942,1,,,,,,
1779,0.11896487325429916,1,,,,,,
1789,0.10194757580757141,1,,,,,,
1799,0.13944055140018463,1,,,,,,
1809,0.06820036470890045,1,,,,,,
1819,0.055891089141368866,1,,,,,,
1829,0.14820890128612518,1,,,,,,
1839,0.10843682289123535,1,,,,,,
1849,0.05061576887965202,1,,,,,,
1859,0.0822114646434784,1,,,,,,
1869,0.22362330555915833,1,,,,,,
1879,0.08668165653944016,1,,,,,,
1889,0.08976878225803375,1,,,,,,
1899,0.09600227326154709,1,,,,,,
1909,0.061176277697086334,1,,,,,,
1919,0.09374397993087769,1,,,,,,
1929,0.06649189442396164,1,,,,,,
1939,0.10138426721096039,1,,,,,,
1949,0.04184293374419212,1,,,,,,
1959,0.03926192596554756,1,,,,,,
1969,0.08258561044931412,1,,,,,,
1979,0.055777374655008316,1,,,,,,
1989,0.10058660805225372,1,,,,,,
1999,0.07638826966285706,1,,,,,,
2009,0.09521813690662384,1,,,,,,
2019,0.041894011199474335,1,,,,,,
2029,0.031015999615192413,1,,,,,,
2039,0.06093274801969528,1,,,,,,
2049,0.11011797189712524,1,,,,,,
2059,0.03603401407599449,1,,,,,,
2069,0.12692861258983612,1,,,,,,
2079,0.07874758541584015,1,,,,,,
2089,0.10593082755804062,1,,,,,,
2099,0.06643065065145493,1,,,,,,
2109,0.059200771152973175,1,,,,,,
2119,0.1059381365776062,1,,,,,,
2129,0.07243592292070389,1,,,,,,
2139,0.10978072136640549,1,,,,,,
2149,0.05556189641356468,1,,,,,,
2159,0.05982523411512375,1,,,,,,
2169,0.060900866985321045,1,,,,,,
2179,0.04098697006702423,1,,,,,,
2189,0.05230990797281265,1,,,,,,
2199,0.11458180099725723,1,,,,,,
2209,0.07886118441820145,1,,,,,,
2219,0.10032359510660172,1,,,,,,
2229,0.029936105012893677,1,,,,,,
2239,0.06510278582572937,1,,,,,,
2249,0.10699352622032166,1,,,,,,
2259,0.05417703837156296,1,,,,,,
2269,0.08134928345680237,1,,,,,,
2279,0.08590807765722275,1,,,,,,
2289,0.0599653385579586,1,,,,,,
2299,0.10223289579153061,1,,,,,,
2309,0.07254704087972641,1,,,,,,
2319,0.12773855030536652,1,,,,,,
2329,0.10193342715501785,1,,,,,,
2339,0.09787065535783768,1,,,,,,
2349,0.05416277050971985,1,,,,,,
2359,0.10919986665248871,1,,,,,,
2369,0.07520311325788498,1,,,,,,
2379,0.07400348782539368,1,,,,,,
2389,0.12326155602931976,1,,,,,,
2399,0.027063127607107162,1,,,,,,
2409,0.07369929552078247,1,,,,,,
2419,0.06396547704935074,1,,,,,,
2429,0.10942918807268143,1,,,,,,
2439,0.04976306110620499,1,,,,,,
2449,0.07102489471435547,1,,,,,,
2459,0.09504924714565277,1,,,,,,
2469,0.1570948213338852,1,,,,,,
2479,0.07657440751791,1,,,,,,
2489,0.11673007160425186,1,,,,,,
2499,0.04604710638523102,1,,,,,,
2509,0.08272920548915863,1,,,,,,
2519,0.131080761551857,1,,,,,,
2529,0.056854233145713806,1,,,,,,
2539,0.07995127886533737,1,,,,,,
2549,0.05235239863395691,1,,,,,,
2559,0.06464269012212753,1,,,,,,
2569,0.08428283780813217,1,,,,,,
2579,0.037843916565179825,1,,,,,,
2589,0.0296685341745615,1,,,,,,
2599,0.09327958524227142,1,,,,,,
2609,0.039173487573862076,1,,,,,,
2619,0.08476325869560242,1,,,,,,
2629,0.057852648198604584,1,,,,,,
2639,0.15611110627651215,1,,,,,,
2649,0.06457649916410446,1,,,,,,
2659,0.10323705524206161,1,,,,,,
2669,0.06979506462812424,1,,,,,,
2679,0.06454861164093018,1,,,,,,
2689,0.04740111157298088,1,,,,,,
2699,0.0660051628947258,1,,,,,,
2709,0.0463717095553875,1,,,,,,
2719,0.042824361473321915,1,,,,,,
2729,0.04818616807460785,1,,,,,,
2739,0.06291806697845459,1,,,,,,
2749,0.052722085267305374,1,,,,,,
2759,0.050622954964637756,1,,,,,,
2769,0.08277594298124313,1,,,,,,
2779,0.15907488763332367,1,,,,,,
2789,0.08558479696512222,1,,,,,,
2799,0.034141480922698975,1,,,,,,
2809,0.08522552996873856,1,,,,,,
2819,0.10950013250112534,1,,,,,,
2829,0.043590862303972244,1,,,,,,
2839,0.0846419706940651,1,,,,,,
2849,0.04479748010635376,1,,,,,,
2859,0.10741573572158813,1,,,,,,
2869,0.048178110271692276,1,,,,,,
2879,0.0709020271897316,1,,,,,,
2889,0.030537892132997513,1,,,,,,
2899,0.07514989376068115,1,,,,,,
2909,0.11407491564750671,1,,,,,,
2919,0.04543348401784897,1,,,,,,
2929,0.11529280245304108,1,,,,,,
2939,0.025776617228984833,1,,,,,,
2949,0.0761432945728302,1,,,,,,
2959,0.08726334571838379,1,,,,,,
2969,0.0641506165266037,1,,,,,,
2979,0.06771364063024521,1,,,,,,
2989,0.05744541063904762,1,,,,,,
2999,0.06413443386554718,1,,,,,,
3009,0.053898949176073074,1,,,,,,
3019,0.08877833187580109,1,,,,,,
3029,0.025749387219548225,1,,,,,,
3039,0.04234469681978226,1,,,,,,
3049,0.0716993436217308,1,,,,,,
3059,0.025245659053325653,1,,,,,,
3069,0.10019809007644653,1,,,,,,
3079,0.08937477320432663,1,,,,,,
3089,0.07781974226236343,1,,,,,,
3099,0.07132657617330551,1,,,,,,
3109,0.06410675495862961,1,,,,,,
3119,0.04999939724802971,1,,,,,,
3129,0.030148668214678764,1,,,,,,
3139,0.07514546811580658,1,,,,,,
3149,0.13027521967887878,1,,,,,,
3159,0.0809909999370575,1,,,,,,
3169,0.04734465852379799,1,,,,,,
3179,0.06625977158546448,1,,,,,,
3189,0.07345010340213776,1,,,,,,
3199,0.18598619103431702,1,,,,,,
3209,0.06057663634419441,1,,,,,,
3219,0.0947522521018982,1,,,,,,
3229,0.03514714911580086,1,,,,,,
3239,0.054840803146362305,1,,,,,,
3249,0.018890580162405968,1,,,,,,
3259,0.07764701545238495,1,,,,,,
3269,0.07115373015403748,1,,,,,,
