train_loss,step,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,test_loss
0.6402758955955505,9,0,,,,,,
0.5854830741882324,19,0,,,,,,
0.7509056329727173,29,0,,,,,,
0.3547499477863312,39,0,,,,,,
0.41955801844596863,49,0,,,,,,
0.4920315444469452,59,0,,,,,,
0.4176270663738251,69,0,,,,,,
nan,79,0,,,,,,
0.737293004989624,89,0,,,,,,
0.3437311053276062,99,0,,,,,,
,99,0,0.3008130192756653,0.8198895454406738,0.4385397136211395,0.34908753633499146,0.4609732925891876,
0.21395663917064667,109,1,,,,,,
0.255816787481308,119,1,,,,,,
0.9522454142570496,129,1,,,,,,
0.26875194907188416,139,1,,,,,,
0.41120901703834534,149,1,,,,,,
0.5658114552497864,159,1,,,,,,
0.2989432215690613,169,1,,,,,,
0.8335496187210083,179,1,,,,,,
0.653485894203186,189,1,,,,,,
0.30409497022628784,199,1,,,,,,
,199,1,0.3983739912509918,0.853290855884552,0.5339061617851257,0.3229634463787079,0.5605218410491943,
0.14459529519081116,209,2,,,,,,
0.1149376630783081,219,2,,,,,,
0.605719268321991,229,2,,,,,,
0.17951439321041107,239,2,,,,,,
0.21618716418743134,249,2,,,,,,
0.31317055225372314,259,2,,,,,,
0.13595767319202423,269,2,,,,,,
0.3876388967037201,279,2,,,,,,
0.47986462712287903,289,2,,,,,,
0.16482166945934296,299,2,,,,,,
,299,2,0.42276424169540405,0.8592539429664612,0.5609846115112305,0.3123958110809326,0.5819463729858398,
0.08969772607088089,309,3,,,,,,
0.056217219680547714,319,3,,,,,,
0.35646963119506836,329,3,,,,,,
0.13785311579704285,339,3,,,,,,
0.10609170794487,349,3,,,,,,
0.1695133000612259,359,3,,,,,,
0.06446473300457001,369,3,,,,,,
0.15837804973125458,379,3,,,,,,
0.32575032114982605,389,3,,,,,,
0.09009898453950882,399,3,,,,,,
,399,3,0.434959352016449,0.8631449937820435,0.571823239326477,0.31872645020484924,0.5901989936828613,
0.05336713418364525,409,4,,,,,,
0.026443036273121834,419,4,,,,,,
0.23041091859340668,429,4,,,,,,
0.1023949459195137,439,4,,,,,,
0.04754704236984253,449,4,,,,,,
0.07357655465602875,459,4,,,,,,
0.03018406219780445,469,4,,,,,,
0.06839067488908768,479,4,,,,,,
0.19889888167381287,489,4,,,,,,
0.052695196121931076,499,4,,,,,,
,499,4,0.4268292784690857,0.8620635271072388,0.5625223517417908,0.33456647396087646,0.579552173614502,
,500,5,,,,,,0.33456647396087646
