step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
9,0.5341283082962036,0,,,,,,
19,0.21197901666164398,0,,,,,,
29,0.46500107645988464,0,,,,,,
39,0.3165149986743927,0,,,,,,
49,0.41379514336586,0,,,,,,
59,0.23396490514278412,0,,,,,,
69,0.28969186544418335,0,,,,,,
79,0.3882025480270386,0,,,,,,
89,0.3251294195652008,0,,,,,,
99,0.20470216870307922,0,,,,,,
109,0.1790618747472763,0,,,,,,
119,0.27131009101867676,0,,,,,,
129,0.2711658477783203,0,,,,,,
139,0.26680508255958557,0,,,,,,
149,0.3215637803077698,0,,,,,,
159,0.17116360366344452,0,,,,,,
169,0.3215523362159729,0,,,,,,
179,0.28380802273750305,0,,,,,,
189,0.299442321062088,0,,,,,,
199,0.19526034593582153,0,,,,,,
209,0.29157620668411255,0,,,,,,
219,0.1745608001947403,0,,,,,,
229,0.29499852657318115,0,,,,,,
239,0.20206493139266968,0,,,,,,
249,0.21005293726921082,0,,,,,,
259,0.149367555975914,0,,,,,,
269,0.15475085377693176,0,,,,,,
279,0.23156240582466125,0,,,,,,
289,0.16513656079769135,0,,,,,,
299,0.17419815063476562,0,,,,,,
309,0.2414054274559021,0,,,,,,
319,0.16553257405757904,0,,,,,,
329,0.2374676764011383,0,,,,,,
339,0.25877222418785095,0,,,,,,
349,0.140690416097641,0,,,,,,
359,0.13336500525474548,0,,,,,,
369,0.1360708326101303,0,,,,,,
379,0.26769667863845825,0,,,,,,
389,0.15358369052410126,0,,,,,,
399,0.17656460404396057,0,,,,,,
409,0.09723278135061264,0,,,,,,
419,0.08675792813301086,0,,,,,,
429,0.1825772225856781,0,,,,,,
439,0.1392495483160019,0,,,,,,
449,0.19657938182353973,0,,,,,,
459,0.08342670649290085,0,,,,,,
469,0.10508748143911362,0,,,,,,
479,0.14358507096767426,0,,,,,,
489,0.17362691462039948,0,,,,,,
499,0.17082177102565765,0,,,,,,
509,0.13822540640830994,0,,,,,,
519,0.10553401708602905,0,,,,,,
529,0.14875909686088562,0,,,,,,
539,0.08305015414953232,0,,,,,,
549,0.11035958677530289,0,,,,,,
559,0.1720879077911377,0,,,,,,
569,0.15410752594470978,0,,,,,,
579,0.17317789793014526,0,,,,,,
589,0.12671175599098206,0,,,,,,
599,0.210511714220047,0,,,,,,
609,0.1494859904050827,0,,,,,,
619,0.15240634977817535,0,,,,,,
629,0.18708139657974243,0,,,,,,
639,0.17066852748394012,0,,,,,,
649,0.10714954882860184,0,,,,,,
659,0.21553726494312286,0,,,,,,
669,0.17838072776794434,0,,,,,,
679,0.09544317424297333,0,,,,,,
