step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0,0.7652950286865234,,,,,,
19,0,0.4084579348564148,,,,,,
29,0,0.22194111347198486,,,,,,
39,0,0.36846816539764404,,,,,,
49,0,0.3756105601787567,,,,,,
59,0,0.6768497228622437,,,,,,
69,0,0.3562750220298767,,,,,,
79,0,0.8812358379364014,,,,,,
89,0,0.6964660286903381,,,,,,
99,0,0.20415258407592773,,,,,,
109,0,0.48884880542755127,,,,,,
119,0,0.21522478759288788,,,,,,
129,0,0.1242179423570633,,,,,,
139,0,0.325530469417572,,,,,,
149,0,0.2159789502620697,,,,,,
159,0,0.1682356297969818,,,,,,
169,0,0.4171369969844818,,,,,,
179,0,0.23484937846660614,,,,,,
189,0,0.23967194557189941,,,,,,
199,0,0.35498902201652527,,,,,,
202,0,,0.19042444229125977,0.8820887207984924,0.6075876355171204,0.4458874464035034,0.6483443379402161,
209,1,0.27720069885253906,,,,,,
219,1,1.0527902841567993,,,,,,
229,1,0.14001809060573578,,,,,,
239,1,0.11285418272018433,,,,,,
249,1,0.4464123547077179,,,,,,
259,1,0.24955648183822632,,,,,,
269,1,0.1909237951040268,,,,,,
279,1,0.26764214038848877,,,,,,
289,1,0.20521101355552673,,,,,,
299,1,0.2857819199562073,,,,,,
309,1,0.16315753757953644,,,,,,
319,1,0.09634079039096832,,,,,,
329,1,0.13385677337646484,,,,,,
339,1,0.09576991200447083,,,,,,
349,1,0.23670528829097748,,,,,,
359,1,0.17681093513965607,,,,,,
369,1,0.21245922148227692,,,,,,
379,1,0.2269420027732849,,,,,,
389,1,0.1503468006849289,,,,,,
399,1,0.0988297313451767,,,,,,
405,1,,0.17141030728816986,0.8837374448776245,0.6185523867607117,0.4523809552192688,0.6537815928459167,
409,2,0.07065825164318085,,,,,,
419,2,0.09727639704942703,,,,,,
429,2,0.049403443932533264,,,,,,
439,2,0.14713849127292633,,,,,,
449,2,0.14267945289611816,,,,,,
459,2,0.1307581663131714,,,,,,
469,2,0.13470600545406342,,,,,,
479,2,0.04364160820841789,,,,,,
489,2,0.1584601104259491,,,,,,
499,2,0.13294526934623718,,,,,,
509,2,0.1667451560497284,,,,,,
519,2,0.15679603815078735,,,,,,
529,2,0.0523742251098156,,,,,,
539,2,0.03959449380636215,,,,,,
549,2,0.08734240382909775,,,,,,
559,2,0.18907062709331512,,,,,,
569,2,0.9957075715065002,,,,,,
579,2,0.08418786525726318,,,,,,
589,2,0.06991419196128845,,,,,,
599,2,0.12126151472330093,,,,,,
608,2,,0.15896430611610413,0.8869614601135254,0.6251279711723328,0.4523809552192688,0.665316104888916,
609,3,0.11403559893369675,,,,,,
619,3,0.09133327752351761,,,,,,
629,3,0.10349375754594803,,,,,,
639,3,0.18971678614616394,,,,,,
649,3,0.10983403027057648,,,,,,
659,3,0.04542596638202667,,,,,,
669,3,0.18772412836551666,,,,,,
679,3,0.2929333448410034,,,,,,
689,3,0.06111299991607666,,,,,,
699,3,0.019942505285143852,,,,,,
709,3,0.05094219744205475,,,,,,
719,3,0.052791137248277664,,,,,,
729,3,0.08697763085365295,,,,,,
739,3,0.07892297953367233,,,,,,
749,3,0.023453066125512123,,,,,,
759,3,0.2759246230125427,,,,,,
769,3,0.029413852840662003,,,,,,
779,3,0.07662314176559448,,,,,,
789,3,0.05406798794865608,,,,,,
799,3,0.13440491259098053,,,,,,
809,3,0.10974153131246567,,,,,,
811,3,,0.16747821867465973,0.8858599066734314,0.6208573579788208,0.44805195927619934,0.6610817909240723,
819,4,0.022781332954764366,,,,,,
829,4,0.06924974173307419,,,,,,
839,4,0.03132971003651619,,,,,,
849,4,0.020788997411727905,,,,,,
859,4,0.05907678231596947,,,,,,
869,4,0.046711504459381104,,,,,,
879,4,0.08496812731027603,,,,,,
889,4,0.041160162538290024,,,,,,
899,4,0.0812317505478859,,,,,,
909,4,0.0274746622890234,,,,,,
919,4,0.056484077125787735,,,,,,
929,4,0.11487352102994919,,,,,,
939,4,0.02348211407661438,,,,,,
949,4,0.034210916608572006,,,,,,
959,4,0.022560549899935722,,,,,,
969,4,0.10809290409088135,,,,,,
979,4,0.033960651606321335,,,,,,
989,4,0.019130654633045197,,,,,,
999,4,0.036734066903591156,,,,,,
1009,4,0.03809276223182678,,,,,,
1014,4,,0.18580362200737,0.882246732711792,0.6126809120178223,0.4458874464035034,0.6522709131240845,
1015,5,,,,,,,0.18580362200737
