epoch,train_loss,step,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0,0.5907183885574341,9,,,,,,
0,0.12211821228265762,19,,,,,,
0,0.4369221329689026,29,,,,,,
0,0.37314361333847046,39,,,,,,
0,0.31056877970695496,49,,,,,,
0,0.19702404737472534,59,,,,,,
0,0.31122344732284546,69,,,,,,
0,0.21907345950603485,79,,,,,,
0,0.19715829193592072,89,,,,,,
0,0.1427723914384842,99,,,,,,
0,0.19860582053661346,109,,,,,,
0,0.21087044477462769,119,,,,,,
0,0.4486434757709503,129,,,,,,
0,0.19669149816036224,139,,,,,,
0,0.21522483229637146,149,,,,,,
0,0.14798393845558167,159,,,,,,
0,0.1876775622367859,169,,,,,,
0,0.1637815535068512,179,,,,,,
0,0.18537482619285583,189,,,,,,
0,0.12031000852584839,199,,,,,,
0,0.1571396142244339,209,,,,,,
0,0.20377817749977112,219,,,,,,
0,0.11788474768400192,229,,,,,,
0,0.18110394477844238,239,,,,,,
0,0.15394577383995056,249,,,,,,
0,0.09529897570610046,259,,,,,,
0,0.19822123646736145,269,,,,,,
0,0.21300402283668518,279,,,,,,
0,0.21714887022972107,289,,,,,,
0,0.1329367309808731,299,,,,,,
0,0.25252240896224976,309,,,,,,
0,0.13176152110099792,319,,,,,,
0,0.16520865261554718,329,,,,,,
0,0.08967607468366623,339,,,,,,
0,0.20374824106693268,349,,,,,,
0,,351,0.3517051041126251,0.25460124015808105,0.13349774479866028,0.3111465871334076,0.7982991337776184,
1,0.11520349234342575,359,,,,,,
1,0.15322256088256836,369,,,,,,
1,0.14437000453472137,379,,,,,,
1,0.19434131681919098,389,,,,,,
1,0.13869254291057587,399,,,,,,
1,0.15545296669006348,409,,,,,,
1,0.09215756505727768,419,,,,,,
1,0.13160426914691925,429,,,,,,
1,0.13528800010681152,439,,,,,,
1,0.1929541826248169,449,,,,,,
1,0.22906146943569183,459,,,,,,
1,0.12005715072154999,469,,,,,,
1,0.06864510476589203,479,,,,,,
1,0.1346306949853897,489,,,,,,
1,0.15917082130908966,499,,,,,,
1,0.1534796953201294,509,,,,,,
1,0.158240407705307,519,,,,,,
1,0.10321121662855148,529,,,,,,
1,0.13246116042137146,539,,,,,,
1,0.16295097768306732,549,,,,,,
1,0.11053980886936188,559,,,,,,
1,0.1218375712633133,569,,,,,,
1,0.141172394156456,579,,,,,,
1,0.10239463299512863,589,,,,,,
1,0.23424014449119568,599,,,,,,
1,0.18318189680576324,609,,,,,,
1,0.14296302199363708,619,,,,,,
1,0.16026608645915985,629,,,,,,
1,0.18542206287384033,639,,,,,,
1,0.15189491212368011,649,,,,,,
1,0.14570796489715576,659,,,,,,
1,0.1961720883846283,669,,,,,,
1,0.16745266318321228,679,,,,,,
1,0.20249831676483154,689,,,,,,
1,0.10107322037220001,699,,,,,,
1,,703,0.38720905780792236,0.2898772954940796,0.10971610248088837,0.3436432480812073,0.8065193295478821,
2,0.1471780687570572,709,,,,,,
2,0.06580197811126709,719,,,,,,
2,0.1439456343650818,729,,,,,,
2,0.13496151566505432,739,,,,,,
2,0.1538962721824646,749,,,,,,
2,0.11484204232692719,759,,,,,,
2,0.1897071897983551,769,,,,,,
2,0.2005816400051117,779,,,,,,
2,0.31248733401298523,789,,,,,,
2,0.19678832590579987,799,,,,,,
