step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1
9,0.9466812610626221,0,,,,,,,,,,
19,0.6088208556175232,0,,,,,,,,,,
29,0.48230811953544617,0,,,,,,,,,,
39,0.28126591444015503,0,,,,,,,,,,
49,0.3186502158641815,0,,,,,,,,,,
59,0.360259085893631,0,,,,,,,,,,
69,0.3538482189178467,0,,,,,,,,,,
79,0.4797721803188324,0,,,,,,,,,,
89,0.3157810568809509,0,,,,,,,,,,
99,0.2662883996963501,0,,,,,,,,,,
109,0.37414389848709106,0,,,,,,,,,,
119,0.27717140316963196,0,,,,,,,,,,
129,0.36523953080177307,0,,,,,,,,,,
139,0.25178253650665283,0,,,,,,,,,,
149,0.35786759853363037,0,,,,,,,,,,
159,0.2794402837753296,0,,,,,,,,,,
169,0.28492334485054016,0,,,,,,,,,,
169,,0,0.4289957582950592,0.4056187570095062,0.21638697385787964,0.3561103940010071,0.8191718459129333,,,,,
179,0.21405458450317383,1,,,,,,,,,,
189,0.15830200910568237,1,,,,,,,,,,
199,0.2895382344722748,1,,,,,,,,,,
209,0.2013629823923111,1,,,,,,,,,,
219,0.288483589887619,1,,,,,,,,,,
229,0.3854082226753235,1,,,,,,,,,,
239,0.2951512038707733,1,,,,,,,,,,
249,0.3223215341567993,1,,,,,,,,,,
259,0.22846092283725739,1,,,,,,,,,,
269,0.23718920350074768,1,,,,,,,,,,
279,0.17786505818367004,1,,,,,,,,,,
289,0.25577887892723083,1,,,,,,,,,,
299,0.1654788851737976,1,,,,,,,,,,
309,0.2685290277004242,1,,,,,,,,,,
319,0.13550980389118195,1,,,,,,,,,,
329,0.23012492060661316,1,,,,,,,,,,
339,0.15986087918281555,1,,,,,,,,,,
339,,1,0.4704844057559967,0.4557841122150421,0.19011539220809937,0.4086728096008301,0.8400325179100037,,,,,
349,0.24603435397148132,2,,,,,,,,,,
359,0.3815220594406128,2,,,,,,,,,,
369,0.22477208077907562,2,,,,,,,,,,
379,0.13041435182094574,2,,,,,,,,,,
389,0.22139713168144226,2,,,,,,,,,,
399,0.1901458352804184,2,,,,,,,,,,
409,0.13890419900417328,2,,,,,,,,,,
419,0.13698554039001465,2,,,,,,,,,,
429,0.13780443370342255,2,,,,,,,,,,
439,0.16364723443984985,2,,,,,,,,,,
449,0.1984480917453766,2,,,,,,,,,,
459,0.17121362686157227,2,,,,,,,,,,
469,0.13201501965522766,2,,,,,,,,,,
479,0.25773096084594727,2,,,,,,,,,,
489,0.2122187316417694,2,,,,,,,,,,
499,0.17952266335487366,2,,,,,,,,,,
509,0.11922631412744522,2,,,,,,,,,,
509,,2,0.482391357421875,0.47018107771873474,0.17884229123592377,0.4257555902004242,0.8448570370674133,,,,,
519,0.2810751497745514,3,,,,,,,,,,
529,0.11465868353843689,3,,,,,,,,,,
539,0.21382735669612885,3,,,,,,,,,,
549,0.14507457613945007,3,,,,,,,,,,
559,0.13381347060203552,3,,,,,,,,,,
569,0.14083024859428406,3,,,,,,,,,,
579,0.15332111716270447,3,,,,,,,,,,
589,0.21259178221225739,3,,,,,,,,,,
599,0.17400595545768738,3,,,,,,,,,,
609,0.2423817217350006,3,,,,,,,,,,
619,0.08983004838228226,3,,,,,,,,,,
629,0.17806114256381989,3,,,,,,,,,,
639,0.13912655413150787,3,,,,,,,,,,
649,0.15312987565994263,3,,,,,,,,,,
659,0.10485713928937912,3,,,,,,,,,,
669,0.06757955253124237,3,,,,,,,,,,
679,0.40862253308296204,3,,,,,,,,,,
679,,3,0.5018818974494934,0.49173879623413086,0.17690934240818024,0.4454664885997772,0.8553216457366943,,,,,
689,0.14062941074371338,4,,,,,,,,,,
699,0.16583840548992157,4,,,,,,,,,,
709,0.13117580115795135,4,,,,,,,,,,
719,0.27722448110580444,4,,,,,,,,,,
729,0.13471466302871704,4,,,,,,,,,,
739,0.20011518895626068,4,,,,,,,,,,
749,0.14349912106990814,4,,,,,,,,,,
759,0.1956474334001541,4,,,,,,,,,,
769,0.18636202812194824,4,,,,,,,,,,
779,0.13486844301223755,4,,,,,,,,,,
789,0.18616603314876556,4,,,,,,,,,,
799,0.24339590966701508,4,,,,,,,,,,
809,0.09239128977060318,4,,,,,,,,,,
819,0.16078153252601624,4,,,,,,,,,,
829,0.22957810759544373,4,,,,,,,,,,
839,0.12695196270942688,4,,,,,,,,,,
849,0.05627835914492607,4,,,,,,,,,,
849,,4,0.5213419795036316,0.5075079798698425,0.17211566865444183,0.463863343000412,0.8609775900840759,,,,,
850,,5,,,,,,0.463863343000412,0.8609775900840759,0.17211566865444183,0.5213419795036316,0.5075079798698425
