epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,test_loss
0,9,1.0276734828948975,,,,,,
0,19,0.7711237668991089,,,,,,
0,29,0.3499594032764435,,,,,,
0,39,0.4964997172355652,,,,,,
0,49,0.6359328627586365,,,,,,
0,59,0.3938181698322296,,,,,,
0,69,0.37917834520339966,,,,,,
0,79,0.2294168919324875,,,,,,
0,89,0.28732457756996155,,,,,,
0,99,0.37349313497543335,,,,,,
0,109,0.5045676231384277,,,,,,
0,119,0.20887038111686707,,,,,,
0,124,,0.18061673641204834,0.24214069545269012,0.2599976658821106,0.7795189023017883,0.08573336154222488,
1,129,0.2559620141983032,,,,,,
1,139,0.2227238416671753,,,,,,
1,149,0.11398430168628693,,,,,,
1,159,0.09997578710317612,,,,,,
1,169,0.22817403078079224,,,,,,
1,179,0.3650858998298645,,,,,,
1,189,0.16439373791217804,,,,,,
1,199,0.2649398148059845,,,,,,
1,209,0.27571800351142883,,,,,,
1,219,0.2991122007369995,,,,,,
1,229,0.39138302206993103,,,,,,
1,239,0.19463305175304413,,,,,,
1,249,0.18581104278564453,,,,,,
1,249,,0.18942731618881226,0.25761571526527405,0.2554996907711029,0.7813677191734314,0.07201706618070602,
2,259,0.13819186389446259,,,,,,
2,269,0.14004197716712952,,,,,,
2,279,0.24095582962036133,,,,,,
2,289,0.15570448338985443,,,,,,
2,299,0.1385934054851532,,,,,,
2,309,0.19538168609142303,,,,,,
2,319,0.1397513747215271,,,,,,
2,329,0.14373686909675598,,,,,,
2,339,0.16517139971256256,,,,,,
2,349,0.15420641005039215,,,,,,
2,359,0.1521371304988861,,,,,,
2,369,0.19874083995819092,,,,,,
2,374,,0.2378854602575302,0.30404746532440186,0.28605571389198303,0.792522668838501,0.07225403934717178,
3,379,0.10612063109874725,,,,,,
3,389,0.10148932039737701,,,,,,
3,399,0.05656758323311806,,,,,,
3,409,0.05080843344330788,,,,,,
3,419,0.07617778331041336,,,,,,
3,429,0.21425601840019226,,,,,,
3,439,0.08040830492973328,,,,,,
3,449,0.16533929109573364,,,,,,
3,459,0.104011170566082,,,,,,
3,469,0.06599067896604538,,,,,,
3,479,0.1346059888601303,,,,,,
3,489,0.06676365435123444,,,,,,
3,499,0.03536492586135864,,,,,,
3,499,,0.2599118947982788,0.32494792342185974,0.31170225143432617,0.7978377938270569,0.0797496810555458,
4,509,0.06483162194490433,,,,,,
4,519,0.049016501754522324,,,,,,
4,529,0.11984549462795258,,,,,,
4,539,0.050431497395038605,,,,,,
4,549,0.10858024656772614,,,,,,
4,559,0.10241324454545975,,,,,,
4,569,0.06831727176904678,,,,,,
4,579,0.0525527223944664,,,,,,
4,589,0.05426640063524246,,,,,,
4,599,0.08671680092811584,,,,,,
4,609,0.07076496630907059,,,,,,
4,619,0.07825715839862823,,,,,,
4,624,,0.303964763879776,0.36972635984420776,0.34858012199401855,0.8094655275344849,0.08474808931350708,
5,625,,,,,,,0.08474808931350708
