train_loss,epoch,step,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0.09132666140794754,0,9,,,,,,
0.05632301792502403,0,19,,,,,,
0.034848812967538834,0,29,,,,,,
0.05856546014547348,0,39,,,,,,
0.06102076172828674,0,49,,,,,,
0.029776709154248238,0,59,,,,,,
0.033465463668107986,0,69,,,,,,
0.026399264112114906,0,79,,,,,,
0.034995995461940765,0,89,,,,,,
0.02587781473994255,0,99,,,,,,
0.047294892370700836,0,109,,,,,,
0.03884783014655113,0,119,,,,,,
0.026730041950941086,0,129,,,,,,
0.06814251095056534,0,139,,,,,,
0.029172327369451523,0,149,,,,,,
0.03984648361802101,0,159,,,,,,
0.04690400883555412,0,169,,,,,,
0.031372249126434326,0,179,,,,,,
0.019749751314520836,0,189,,,,,,
0.03132855147123337,0,199,,,,,,
0.04189290106296539,0,209,,,,,,
0.03380725160241127,0,219,,,,,,
0.04106828570365906,0,229,,,,,,
0.04214279353618622,0,239,,,,,,
0.02592374011874199,0,249,,,,,,
0.028819048777222633,0,259,,,,,,
0.024895094335079193,0,269,,,,,,
0.022457079961895943,0,279,,,,,,
0.0404362827539444,0,289,,,,,,
0.022297777235507965,0,299,,,,,,
0.04829029366374016,0,309,,,,,,
0.020465359091758728,0,319,,,,,,
0.054191526025533676,0,329,,,,,,
0.01964244619011879,0,339,,,,,,
0.03897666931152344,0,349,,,,,,
0.02309776470065117,0,359,,,,,,
0.03971632570028305,0,369,,,,,,
0.03033904731273651,0,379,,,,,,
0.07913464307785034,0,389,,,,,,
0.03894568234682083,0,399,,,,,,
0.014795984141528606,0,409,,,,,,
0.02721101976931095,0,419,,,,,,
0.022604482248425484,0,429,,,,,,
0.012225896120071411,0,439,,,,,,
0.03998448699712753,0,449,,,,,,
0.02712157741189003,0,459,,,,,,
,0,467,0.563085675239563,0.06339362263679504,0.5061567425727844,0.8879449367523193,0.46858638525009155,
0.03069355897605419,1,469,,,,,,
0.015047735534608364,1,479,,,,,,
0.02121020294725895,1,489,,,,,,
0.015704138204455376,1,499,,,,,,
0.04449452832341194,1,509,,,,,,
0.006954473908990622,1,519,,,,,,
0.029197296127676964,1,529,,,,,,
0.019911745563149452,1,539,,,,,,
0.0172127652913332,1,549,,,,,,
0.02038631960749626,1,559,,,,,,
0.02671167068183422,1,569,,,,,,
0.02016357332468033,1,579,,,,,,
0.029710259288549423,1,589,,,,,,
0.01168772578239441,1,599,,,,,,
0.017092006281018257,1,609,,,,,,
0.008263119496405125,1,619,,,,,,
0.01905253157019615,1,629,,,,,,
0.0188605859875679,1,639,,,,,,
0.023564530536532402,1,649,,,,,,
0.013282936066389084,1,659,,,,,,
0.006245646625757217,1,669,,,,,,
0.02305658347904682,1,679,,,,,,
0.013666903600096703,1,689,,,,,,
0.04902578517794609,1,699,,,,,,
0.018329782411456108,1,709,,,,,,
0.025000615045428276,1,719,,,,,,
0.01958472840487957,1,729,,,,,,
0.025511708110570908,1,739,,,,,,
0.026870377361774445,1,749,,,,,,
0.04611058533191681,1,759,,,,,,
0.009140538983047009,1,769,,,,,,
0.06909921765327454,1,779,,,,,,
0.021194450557231903,1,789,,,,,,
0.029993277043104172,1,799,,,,,,
0.03271711617708206,1,809,,,,,,
0.013642328791320324,1,819,,,,,,
0.006053071469068527,1,829,,,,,,
0.015563787892460823,1,839,,,,,,
0.030121207237243652,1,849,,,,,,
0.040275938808918,1,859,,,,,,
0.02980470098555088,1,869,,,,,,
0.048679646104574203,1,879,,,,,,
0.019505443051457405,1,889,,,,,,
0.025229129940271378,1,899,,,,,,
0.00754455104470253,1,909,,,,,,
0.0041823904030025005,1,919,,,,,,
0.014032491482794285,1,929,,,,,,
,1,935,0.6619666814804077,0.04387103393673897,0.6288608908653259,0.914884626865387,0.5968586206436157,
0.014524437487125397,2,939,,,,,,
0.01616324856877327,2,949,,,,,,
0.010466709733009338,2,959,,,,,,
0.017514249309897423,2,969,,,,,,
0.003722583642229438,2,979,,,,,,
0.009696463122963905,2,989,,,,,,
0.014928624033927917,2,999,,,,,,
0.007869517430663109,2,1009,,,,,,
0.008509461767971516,2,1019,,,,,,
0.011635266244411469,2,1029,,,,,,
0.03175953030586243,2,1039,,,,,,
0.010847129859030247,2,1049,,,,,,
0.0034426969941705465,2,1059,,,,,,
0.018646733835339546,2,1069,,,,,,
0.014345007948577404,2,1079,,,,,,
0.027627618983387947,2,1089,,,,,,
0.012032970786094666,2,1099,,,,,,
