train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,test_loss
2.0724117755889893,9,0,,,,,,
0.8479293584823608,19,0,,,,,,
0.26049602031707764,29,0,,,,,,
0.5903112888336182,39,0,,,,,,
0.2806307077407837,49,0,,,,,,
0.33035704493522644,59,0,,,,,,
0.5578744411468506,69,0,,,,,,
0.36804142594337463,79,0,,,,,,
0.5448517799377441,89,0,,,,,,
0.5351158380508423,99,0,,,,,,
,102,0,0.29885056614875793,0.4823645353317261,0.1861301213502884,0.8443585634231567,0.5435869693756104,
0.7871313691139221,109,1,,,,,,
0.31610140204429626,119,1,,,,,,
0.5060176253318787,129,1,,,,,,
0.644281804561615,139,1,,,,,,
0.6698911190032959,149,1,,,,,,
0.5054746270179749,159,1,,,,,,
0.8369991779327393,169,1,,,,,,
0.23127590119838715,179,1,,,,,,
0.38904133439064026,189,1,,,,,,
0.36408746242523193,199,1,,,,,,
,205,1,0.37931033968925476,0.5332264304161072,0.1673355996608734,0.8604998588562012,0.5761003494262695,
0.360252320766449,209,2,,,,,,
0.18073812127113342,219,2,,,,,,
0.08753389120101929,229,2,,,,,,
0.45987582206726074,239,2,,,,,,
0.27383801341056824,249,2,,,,,,
0.07773222029209137,259,2,,,,,,
0.32244980335235596,269,2,,,,,,
0.09548448026180267,279,2,,,,,,
0.19515080749988556,289,2,,,,,,
0.3600308299064636,299,2,,,,,,
,308,2,0.4080459773540497,0.5465494394302368,0.1732170432806015,0.8645885586738586,0.5913372039794922,
0.24913673102855682,309,3,,,,,,
0.29489684104919434,319,3,,,,,,
0.4357118010520935,329,3,,,,,,
0.04529794305562973,339,3,,,,,,
0.10123485326766968,349,3,,,,,,
0.1291024535894394,359,3,,,,,,
0.053678080439567566,369,3,,,,,,
0.047237835824489594,379,3,,,,,,
0.1756165623664856,389,3,,,,,,
0.12662293016910553,399,3,,,,,,
0.08857619762420654,409,3,,,,,,
,411,3,0.4137931168079376,0.5533502697944641,0.18180400133132935,0.8672200441360474,0.5909929871559143,
0.38383805751800537,419,4,,,,,,
0.1594233512878418,429,4,,,,,,
0.2657521665096283,439,4,,,,,,
0.09305652976036072,449,4,,,,,,
0.5084547400474548,459,4,,,,,,
0.39268290996551514,469,4,,,,,,
0.1513337939977646,479,4,,,,,,
0.1717827320098877,489,4,,,,,,
0.36766576766967773,499,4,,,,,,
0.13377253711223602,509,4,,,,,,
,514,4,0.44252872467041016,0.5729999542236328,0.1656908094882965,0.8722729086875916,0.6047787666320801,
,515,5,,,,,,0.1656908094882965
